Iteration	Posterior	Likelihood	Prior	sigma2
25530	-64.34546	-68.84155	4.496091	0.003717503
25540	-65.05987	-69.45605	4.396183	0.004108096
25550	-64.56859	-69.01686	4.448272	0.003899589
25560	-64.325	-68.83309	4.508093	0.003673152
25570	-64.32831	-68.83372	4.505413	0.003683009
25580	-64.34016	-68.87925	4.539086	0.003561056
25590	-64.82206	-69.43839	4.616327	0.00329635
25600	-64.61887	-69.06027	4.441398	0.003926487
25610	-64.31907	-68.83801	4.518944	0.003633511
25620	-65.60539	-70.27861	4.67322	0.003114046
25630	-66.57998	-70.8812	4.301215	0.004517361
25640	-64.69123	-69.29412	4.60289	0.003340941
25650	-66.23278	-70.93886	4.706078	0.003013388
25660	-64.32493	-68.83309	4.508158	0.003672912
25670	-64.62669	-69.06707	4.440381	0.003930482
25680	-64.4452	-69.01327	4.568071	0.003459318
25690	-64.34693	-68.84239	4.495462	0.003719842
25700	-64.61369	-69.20743	4.593743	0.003371643
25710	-64.45546	-68.9223	4.466833	0.003827874
25720	-64.8116	-69.42692	4.615325	0.003299655
25730	-64.5463	-68.99783	4.451536	0.003886882
25740	-64.32002	-68.83458	4.514561	0.003649469
25750	-64.32002	-68.83458	4.514561	0.003649469
25760	-64.3216	-68.8475	4.525892	0.003608353
25770	-64.58265	-69.02894	4.446287	0.003907339
25780	-64.36756	-68.85551	4.487952	0.003747883
25790	-64.42055	-68.89459	4.474037	0.003800397
25800	-64.8338	-69.45124	4.617439	0.003292686
25810	-64.33629	-68.87343	4.537143	0.003567983
25820	-64.50229	-68.96076	4.458476	0.003859998
25830	-64.66915	-69.26954	4.600394	0.003349292
25840	-64.39413	-68.87449	4.480352	0.003776474
25850	-64.31908	-68.83749	4.518412	0.003635444
25860	-64.31945	-68.83559	4.516132	0.003643742
25870	-64.38929	-68.87091	4.481625	0.003771671
25880	-64.79606	-69.21688	4.420819	0.004008126
25890	-64.9127	-69.5373	4.624597	0.003269203
25900	-64.31951	-68.83545	4.515934	0.003644462
25910	-64.44388	-68.91299	4.46911	0.003819168
25920	-64.42813	-68.90051	4.472381	0.003806698
25930	-64.32215	-68.83326	4.511114	0.003662073
25940	-64.6707	-69.10558	4.434878	0.00395217
25950	-64.72546	-69.33208	4.606615	0.003328521
25960	-64.67005	-69.105	4.434957	0.003951858
25970	-64.89243	-69.30363	4.4112	0.004046868
25980	-64.63146	-69.07123	4.439767	0.003932898
25990	-64.96382	-69.36839	4.404569	0.00407379
26000	-65.98242	-70.6762	4.693773	0.003050698
26010	-65.36776	-70.02634	4.658584	0.003159958
26020	-64.48583	-68.94711	4.461278	0.003849197
26030	-64.32923	-68.86214	4.532915	0.0035831
26040	-64.95768	-69.36281	4.405125	0.004071526
26050	-65.74701	-70.09418	4.347173	0.004314449
26060	-64.44542	-68.91422	4.468802	0.003820347
26070	-64.37518	-68.86078	4.485598	0.003756717
26080	-64.41136	-68.97237	4.561007	0.003483843
26090	-66.22245	-70.92804	4.705588	0.003014866
26100	-65.07251	-69.71022	4.637716	0.003226595
26110	-64.53851	-68.99123	4.452712	0.003882314
26120	-64.48138	-69.056	4.574621	0.003436734
26130	-64.32029	-68.83428	4.513983	0.003651578
26140	-64.47561	-69.04924	4.573631	0.003440138
26150	-65.57725	-69.93524	4.357984	0.004268058
26160	-64.32417	-68.83305	4.508881	0.003670257
26170	-64.32417	-68.83305	4.508881	0.003670257
26180	-65.70053	-70.0506	4.35007	0.00430197
26190	-64.45971	-68.92574	4.466022	0.003830982
26200	-64.487	-69.06257	4.57557	0.003433475
26210	-65.31409	-69.96913	4.655044	0.003171164
26220	-65.2476	-69.89811	4.650517	0.003185552
26230	-64.53251	-68.98614	4.453633	0.003878739
26240	-65.129	-69.51947	4.390467	0.004131648
26250	-65.87679	-70.56507	4.688287	0.003067479
26260	-64.50754	-69.08644	4.578903	0.003422049
26270	-65.33356	-69.9899	4.65634	0.003167059
26280	-64.334	-68.86989	4.535889	0.00357246
26290	-64.32352	-68.83306	4.509532	0.003667869
26300	-64.47326	-69.04649	4.573223	0.003441544
26310	-64.3727	-68.92374	4.551044	0.003518727
26320	-64.35044	-68.89395	4.543509	0.003545341
26330	-64.40715	-68.88427	4.477124	0.003788684
26340	-64.84055	-69.25682	4.416272	0.004026393
26350	-64.84836	-69.46716	4.618801	0.003288205
26360	-64.44859	-68.91676	4.468173	0.003822751
26370	-64.50704	-69.08586	4.578825	0.003422318
26380	-64.64093	-69.07949	4.43856	0.003937644
26390	-66.16653	-70.86944	4.702909	0.003022952
26400	-64.31927	-68.83616	4.516892	0.003640973
26410	-64.42434	-68.89754	4.473203	0.00380357
26420	-65.05344	-69.68968	4.636232	0.003231385
26430	-64.63002	-69.22578	4.595763	0.003364839
26440	-64.90846	-69.53268	4.624225	0.003270419
26450	-64.7236	-69.33002	4.606416	0.003329182
26460	-64.70925	-69.31412	4.604872	0.003334328
26470	-64.32622	-68.85688	4.53066	0.003591189
26480	-64.65304	-69.09008	4.437044	0.003943622
26490	-65.19242	-69.83905	4.64663	0.003197959
26500	-64.32192	-68.83332	4.511397	0.003661035
26510	-64.71729	-69.32303	4.605741	0.003331431
26520	-64.31909	-68.83858	4.519492	0.003631519
26530	-64.33389	-68.8357	4.501818	0.003696274
26540	-64.35403	-68.84667	4.492635	0.003730372
26550	-64.32267	-68.83315	4.510476	0.00366441
26560	-64.39497	-68.95208	4.557107	0.003497457
26570	-64.35201	-68.89613	4.544115	0.003543193
26580	-64.33702	-68.83711	4.500098	0.003702635
26590	-64.34125	-68.83925	4.497991	0.003710445
26600	-64.97604	-69.37951	4.403471	0.004078267
26610	-64.8335	-69.25048	4.41698	0.004023545
26620	-64.32414	-68.85294	4.528799	0.003597879
26630	-64.65827	-69.25741	4.599135	0.003353511
26640	-64.59422	-69.03891	4.444692	0.003913576
26650	-65.16538	-69.81006	4.644679	0.003204206
26660	-64.53896	-68.9916	4.452644	0.003882577
26670	-64.35188	-68.84534	4.493459	0.003727299
26680	-65.2826	-69.93552	4.652921	0.003177906
26690	-64.33978	-68.83848	4.498701	0.003707813
26700	-64.60243	-69.04601	4.443579	0.003917931
26710	-65.13068	-69.52101	4.390331	0.00413221
26720	-64.56867	-69.15653	4.587854	0.003391557
26730	-64.61943	-69.21389	4.594459	0.003369228
26740	-64.42851	-68.90081	4.4723	0.003807005
26750	-64.59056	-69.03575	4.445192	0.003911618
26760	-64.33285	-68.83528	4.502428	0.003694017
26770	-64.33349	-68.83554	4.502048	0.003695423
26780	-65.80824	-70.15167	4.343424	0.004330656
26790	-64.53163	-68.9854	4.453769	0.003878211
26800	-65.00295	-69.40403	4.401085	0.004088008
26810	-66.49457	-70.80009	4.305513	0.004497987
26820	-64.40582	-68.88326	4.477443	0.003787477
26830	-64.32446	-68.83306	4.508601	0.003671285
26840	-64.66682	-69.26694	4.600126	0.003350189
26850	-64.33022	-68.8343	4.504083	0.003687912
26860	-64.31981	-68.83487	4.515058	0.003647658
26870	-64.31911	-68.83889	4.519778	0.003630482
26880	-67.90487	-72.14704	4.242163	0.004792156
26890	-64.34935	-68.84382	4.494462	0.003723563
26900	-64.46738	-69.03956	4.572184	0.00344512
26910	-64.34492	-68.88616	4.541243	0.003553383
26920	-64.31913	-68.83691	4.517776	0.003637755
26930	-64.35536	-68.8475	4.492142	0.003732212
26940	-64.76605	-69.19005	4.424003	0.003995385
26950	-64.84335	-69.25935	4.415992	0.004027522
26960	-64.33451	-68.83597	4.501461	0.003697593
26970	-64.83939	-69.25578	4.416388	0.004025927
26980	-66.46337	-71.18004	4.716675	0.002981624
26990	-65.78706	-70.13177	4.344713	0.004325078
27000	-64.72159	-69.15051	4.428917	0.003975799
27010	-66.12313	-70.44833	4.325194	0.004410328
27020	-64.64204	-69.08046	4.438421	0.003938194
27030	-68.01808	-72.7941	4.776015	0.002809842
27040	-64.45744	-69.02782	4.570383	0.003451331
27050	-64.48385	-69.05889	4.575041	0.003435293
27060	-64.71376	-69.14357	4.429809	0.003972254
27070	-65.19165	-69.57713	4.385485	0.004152282
27080	-64.50103	-68.95972	4.458686	0.00385919
27090	-65.08037	-69.7187	4.638322	0.003224638
27100	-65.64783	-70.32351	4.67568	0.003106396
27110	-64.3516	-68.84517	4.493568	0.003726895
27120	-65.03509	-69.66987	4.634785	0.003236066
27130	-65.16086	-69.80521	4.644349	0.003205262
27140	-64.453	-68.92031	4.467309	0.003826053
27150	-64.34128	-68.8809	4.539614	0.003559175
27160	-64.45523	-68.92211	4.466878	0.003827703
27170	-64.87355	-69.28657	4.413019	0.004039512
27180	-65.32155	-69.69722	4.375672	0.004193228
27190	-64.87407	-69.28704	4.412969	0.004039715
27200	-64.49259	-68.95271	4.460111	0.003853693
27210	-64.49259	-68.95271	4.460111	0.003853693
27220	-64.42523	-68.89824	4.473008	0.003804313
27230	-64.35346	-68.89812	4.54466	0.003541262
27240	-64.35346	-68.89812	4.54466	0.003541262
27250	-64.58289	-69.17265	4.589768	0.003385072
27260	-64.49314	-69.06973	4.576587	0.003429985
27270	-65.60472	-70.2779	4.673181	0.003114168
27280	-64.48227	-69.05705	4.574774	0.003436211
27290	-64.76923	-69.19289	4.42366	0.003996754
27300	-64.44745	-69.01595	4.568503	0.003457824
27310	-64.44202	-69.00947	4.567451	0.003461465
27320	-64.59459	-69.18589	4.591304	0.003379875
27330	-65.4756	-69.84039	4.364791	0.004239106
27340	-64.35664	-68.90246	4.54582	0.003537154
27350	-64.70735	-69.31201	4.604665	0.003335017
27360	-64.40393	-68.88183	4.4779	0.003785745
27370	-64.32667	-68.85769	4.531021	0.003589891
27380	-64.32497	-68.83309	4.508121	0.003673048
27390	-65.56383	-70.2346	4.67077	0.003121687
27400	-65.8391	-70.18066	4.341562	0.004338726
27410	-66.26636	-70.97403	4.707662	0.003008618
27420	-65.79358	-70.1379	4.344315	0.004326799
27430	-64.32796	-68.85997	4.53201	0.003586342
27440	-64.3193	-68.83604	4.516733	0.003641554
27450	-64.90173	-69.31205	4.410314	0.004050454
27460	-64.48306	-68.94482	4.461764	0.00384733
27470	-64.52719	-68.98165	4.454459	0.003875535
27480	-64.57956	-69.02628	4.446719	0.00390565
27490	-66.42828	-71.14338	4.715103	0.002986315
27500	-64.64628	-69.08416	4.437887	0.003940296
27510	-64.70019	-69.13156	4.431377	0.003966033
27520	-64.3419	-68.83959	4.49769	0.003711564
27530	-64.34138	-68.83931	4.497932	0.003710665
27540	-65.86753	-70.2074	4.339862	0.004346108
27550	-64.40942	-68.96999	4.560564	0.003485386
27560	-64.37805	-68.8628	4.484752	0.003759895
27570	-65.50961	-70.17712	4.667508	0.003131886
27580	-64.54508	-68.9968	4.451718	0.003886174
27590	-64.75687	-69.36676	4.609892	0.003317631
27600	-65.69677	-70.37523	4.678465	0.003097755
27610	-64.46922	-69.04173	4.572512	0.003443992
27620	-64.64883	-69.24685	4.598025	0.003357237
27630	-64.52618	-68.9808	4.454618	0.003874921
27640	-64.32645	-68.83329	4.506849	0.003677724
27650	-67.83753	-72.60745	4.769926	0.002827003
27660	-64.63108	-69.07089	4.439816	0.003932705
27670	-64.42798	-68.99259	4.564615	0.003471295
27680	-64.42314	-68.8966	4.473466	0.003802569
27690	-64.49785	-68.95707	4.459219	0.003857133
27700	-64.34296	-68.84016	4.497199	0.003713385
27710	-64.63376	-69.07323	4.439472	0.003934055
27720	-65.42082	-69.78939	4.368576	0.004223088
27730	-64.5414	-69.12541	4.584018	0.003404593
27740	-64.63187	-69.07159	4.439714	0.003933105
27750	-64.44933	-68.91736	4.468026	0.003823312
27760	-66.74793	-71.47687	4.728946	0.002945259
27770	-64.33908	-68.87764	4.538563	0.003562918
27780	-65.06359	-69.70061	4.637024	0.003228827
27790	-64.34211	-68.8397	4.497589	0.003711938
27800	-64.34009	-68.87915	4.539054	0.003561169
27810	-64.33063	-68.86448	4.533851	0.003579747
27820	-64.50006	-69.07777	4.577712	0.003426128
27830	-68.54847	-72.76563	4.217159	0.004913487
27840	-64.39265	-68.87339	4.480737	0.003775023
27850	-65.21936	-69.8679	4.648543	0.003191847
27860	-64.55992	-69.00944	4.449523	0.003894711
27870	-64.3289	-68.86158	4.532683	0.00358393
27880	-64.36017	-68.85059	4.490415	0.003738663
27890	-64.5554	-69.14142	4.586016	0.003397798
27900	-66.47274	-71.18983	4.717092	0.002980379
27910	-64.58433	-69.17429	4.589959	0.003384424
27920	-64.32958	-68.86273	4.533152	0.003582251
27930	-64.90812	-69.53232	4.624195	0.003270515
27940	-64.31908	-68.83748	4.518396	0.0036355
27950	-65.22209	-69.60521	4.383126	0.004162088
27960	-65.09628	-69.48943	4.393142	0.00412061
27970	-64.894	-69.30505	4.41105	0.004047473
27980	-64.32297	-68.8331	4.510139	0.003665645
27990	-65.08309	-69.47733	4.394235	0.004116106
28000	-69.61863	-73.79774	4.179102	0.005104083
28010	-64.46916	-68.93342	4.464261	0.003837735
28020	-64.46916	-68.93342	4.464261	0.003837735
28030	-64.32009	-68.8434	4.523314	0.003617666
28040	-64.32009	-68.8434	4.523314	0.003617666
28050	-64.44187	-68.91139	4.469516	0.003817621
28060	-64.97123	-69.60082	4.629593	0.003252911
28070	-64.31908	-68.83764	4.518565	0.003634886
28080	-64.344	-68.88484	4.540843	0.003554804
28090	-64.35004	-68.84423	4.494185	0.003724594
28100	-64.46144	-69.03256	4.571116	0.003448803
28110	-65.14929	-69.53813	4.388833	0.004138402
28120	-64.35206	-68.89619	4.544133	0.003543127
28130	-64.36108	-68.90844	4.547362	0.003531706
28140	-65.02015	-69.41973	4.399584	0.004094148
28150	-64.33148	-68.86587	4.534391	0.003577815
28160	-64.34499	-68.84128	4.496297	0.003716736
28170	-64.52156	-68.97691	4.455346	0.0038721
28180	-64.58735	-69.17771	4.590358	0.003383075
28190	-64.41357	-68.97507	4.561504	0.003482111
28200	-64.54407	-69.12847	4.584403	0.00340328
28210	-65.00379	-69.4048	4.401011	0.004088311
28220	-64.47562	-69.04925	4.573632	0.003440135
28230	-64.41927	-68.8936	4.474323	0.003799312
28240	-64.77227	-69.19561	4.423335	0.003998057
28250	-64.59461	-69.03925	4.444638	0.003913786
28260	-64.86186	-69.48191	4.620046	0.003284114
28270	-65.43327	-69.80098	4.367708	0.004226758
28280	-65.61177	-69.96751	4.355732	0.00427768
28290	-64.74709	-69.17316	4.426068	0.003987143
28300	-64.50418	-69.08255	4.578371	0.003423871
28310	-64.37722	-68.92958	4.552364	0.003514084
28320	-64.351	-68.89473	4.543727	0.003544567
28330	-64.32374	-68.83305	4.509311	0.003668681
28340	-65.16181	-69.54964	4.387836	0.004142532
28350	-65.73972	-70.42059	4.680867	0.003090323
28360	-66.22941	-70.5488	4.319384	0.004436027
28370	-64.368	-68.9176	4.549607	0.003523785
28380	-64.39817	-68.95607	4.557899	0.003494687
28390	-64.45566	-68.92246	4.466795	0.003828022
28400	-65.57214	-69.93046	4.35832	0.004266624
28410	-65.22072	-69.60395	4.383231	0.00416165
28420	-64.70444	-69.30879	4.604348	0.003336076
28430	-65.0696	-69.70709	4.637491	0.00322732
28440	-64.38363	-68.93778	4.554153	0.003507804
28450	-64.36166	-68.85156	4.489904	0.003740575
28460	-65.44541	-69.81227	4.366866	0.004230316
28470	-64.79891	-69.41301	4.614094	0.003303718
28480	-64.83162	-69.44885	4.617234	0.003293363
28490	-65.50651	-69.8692	4.362692	0.004248011
28500	-65.38993	-69.76068	4.370751	0.004213916
28510	-64.34211	-68.8397	4.497591	0.003711931
28520	-64.33379	-68.86955	4.535767	0.003572896
28530	-64.40507	-68.96463	4.559555	0.003488904
28540	-64.51339	-68.97005	4.456654	0.003867038
28550	-64.32021	-68.83436	4.514157	0.003650943
28560	-64.62877	-69.22438	4.595611	0.003365351
28570	-65.03988	-69.67504	4.635164	0.003234838
28580	-64.41018	-68.97091	4.560737	0.003484785
28590	-64.92355	-69.5491	4.625542	0.003266115
28600	-64.81923	-69.43528	4.616057	0.003297241
28610	-65.11156	-69.50345	4.391886	0.004125789
28620	-64.8866	-69.29836	4.411759	0.004044606
28630	-64.84276	-69.46104	4.618279	0.003289921
28640	-64.61942	-69.06075	4.441325	0.003926772
28650	-64.61389	-69.20765	4.593767	0.003371561
28660	-64.42669	-68.99104	4.564346	0.003472228
28670	-67.57605	-71.83178	4.255724	0.004727608
28680	-64.42481	-68.98876	4.563951	0.003473603
28690	-64.39447	-68.95145	4.556981	0.003497899
28700	-64.66849	-69.10363	4.435146	0.003951111
28710	-65.01664	-69.41653	4.399889	0.004092902
28720	-64.32057	-68.83403	4.513456	0.003653504
28730	-64.74645	-69.35527	4.608818	0.003321195
28740	-64.48196	-69.05668	4.57472	0.003436394
28750	-64.42319	-68.98679	4.563605	0.003474802
28760	-64.35596	-68.84788	4.491919	0.003733043
28770	-64.33538	-68.87204	4.536657	0.003569715
28780	-64.33389	-68.83571	4.501817	0.003696278
28790	-64.93923	-69.34604	4.406812	0.004064665
28800	-64.33257	-68.86763	4.535056	0.003575436
28810	-64.33201	-68.83495	4.502939	0.003692131
28820	-64.32343	-68.83306	4.509637	0.003667483
28830	-64.63255	-69.22862	4.596071	0.003363801
28840	-64.42626	-68.89905	4.472784	0.003805163
28850	-65.5987	-69.95529	4.356581	0.004274049
28860	-64.52069	-69.10163	4.580942	0.00341508
28870	-65.26822	-69.92016	4.651939	0.003181027
28880	-64.61533	-69.0572	4.441862	0.003924666
28890	-64.50462	-68.96271	4.45809	0.003861491
28900	-64.39781	-68.87722	4.479414	0.003780017
28910	-64.354	-68.89886	4.544862	0.003540546
28920	-64.32057	-68.84485	4.524277	0.003614183
28930	-65.5239	-69.88543	4.361522	0.004252984
28940	-65.96696	-70.65994	4.692981	0.003053113
28950	-64.40113	-68.87972	4.478586	0.003783151
28960	-65.24977	-69.63079	4.381014	0.00417089
28970	-64.52079	-68.97625	4.455469	0.003871623
28980	-64.3298	-68.8631	4.533302	0.003581711
28990	-64.33245	-68.83512	4.502667	0.003693138
29000	-64.37946	-68.86381	4.484344	0.003761431
29010	-64.77304	-69.38457	4.611532	0.003312195
29020	-64.83121	-69.44841	4.617196	0.003293489
29030	-64.66505	-69.26497	4.599922	0.003350873
29040	-64.94108	-69.34773	4.406641	0.004065359
29050	-64.41639	-68.89137	4.474973	0.003796844
29060	-64.3238	-68.83305	4.509249	0.003668907
29070	-66.05997	-70.75766	4.697683	0.003038791
29080	-64.77108	-69.38241	4.611335	0.003312848
29090	-66.27687	-70.59371	4.316838	0.004447333
29100	-64.32047	-68.83411	4.51364	0.003652835
29110	-64.41433	-68.88978	4.475443	0.003795057
29120	-64.41633	-68.89132	4.474987	0.003796789
29130	-64.79424	-69.21525	4.42101	0.004007362
29140	-67.15072	-71.89579	4.745067	0.002898161
29150	-64.60176	-69.19399	4.59223	0.003376747
29160	-65.51351	-69.87573	4.36222	0.004250015
29170	-64.53573	-68.98887	4.453137	0.003880663
29180	-65.41569	-69.78462	4.368935	0.004221573
29190	-64.87675	-69.49815	4.621401	0.003279667
29200	-64.32838	-68.8607	4.532317	0.003585241
29210	-64.32116	-68.84641	4.525249	0.003610671
29220	-64.49742	-68.95671	4.459292	0.003856851
29230	-67.38691	-71.65071	4.263808	0.004689541
29240	-69.11467	-73.31122	4.196549	0.005015806
29250	-64.94831	-69.57597	4.627665	0.003259188
29260	-65.49462	-70.16121	4.666592	0.003134756
29270	-64.99776	-69.62954	4.63178	0.003245802
29280	-64.40841	-68.96874	4.560332	0.003486197
29290	-64.48835	-69.06415	4.575795	0.003432702
29300	-64.51837	-68.97422	4.455854	0.003870133
29310	-64.37089	-68.85779	4.486902	0.00375182
29320	-64.31917	-68.83662	4.517446	0.003638958
29330	-65.59525	-69.95206	4.356806	0.004273087
29340	-65.24493	-69.62631	4.381381	0.004169357
29350	-64.72525	-69.15375	4.428503	0.003977446
29360	-64.3192	-68.8365	4.517309	0.003639457
29370	-65.95111	-70.64328	4.692166	0.003055603
29380	-64.33082	-68.83451	4.50369	0.003689361
29390	-64.46257	-68.92806	4.465483	0.003833048
29400	-64.34868	-68.84342	4.494736	0.003722541
29410	-67.83846	-72.08332	4.244854	0.004779274
29420	-64.36485	-68.85368	4.488833	0.003744582
29430	-65.42235	-69.79081	4.36847	0.004223539
29440	-64.33404	-68.86995	4.535909	0.003572388
29450	-64.80598	-69.22577	4.419787	0.004012264
29460	-64.69291	-69.29599	4.603078	0.003340315
29470	-64.36525	-68.91399	4.548737	0.003526852
29480	-64.48188	-69.05659	4.574707	0.003436439
29490	-64.33954	-68.83836	4.498819	0.003707376
29500	-64.35614	-68.84799	4.491854	0.003733286
29510	-65.82982	-70.17194	4.34212	0.004336305
29520	-66.43122	-70.73997	4.308752	0.004483441
29530	-64.52615	-69.10791	4.581767	0.003412263
29540	-64.32126	-68.84666	4.525397	0.003610137
29550	-64.32866	-68.86118	4.532518	0.003584521
29560	-65.99899	-70.69361	4.694616	0.003048126
29570	-64.57619	-69.16506	4.588872	0.003388104
29580	-64.43684	-68.90739	4.470546	0.003813689
29590	-64.32687	-68.83338	4.506511	0.003678967
29600	-64.42991	-68.99492	4.565016	0.003469906
29610	-64.8119	-69.23108	4.419177	0.004014714
29620	-64.4356	-68.90641	4.470802	0.003812712
29630	-64.57475	-69.02215	4.447395	0.003903008
29640	-64.32647	-68.85734	4.530864	0.003590456
29650	-64.61361	-69.20735	4.593733	0.003371676
29660	-66.27892	-70.59565	4.316729	0.00444782
29670	-64.37595	-68.92795	4.552	0.003515364
29680	-64.49092	-68.95132	4.460397	0.00385259
29690	-65.22007	-69.86866	4.648593	0.003191687
29700	-64.46031	-68.92622	4.465908	0.003831417
29710	-66.12299	-70.4482	4.325202	0.004410294
29720	-64.65098	-69.24925	4.598278	0.003356385
29730	-64.91364	-69.53832	4.624679	0.003268935
29740	-64.34065	-68.87997	4.53932	0.003560221
29750	-66.44372	-71.15951	4.715796	0.002984245
29760	-64.39583	-68.95315	4.55732	0.003496711
29770	-64.64231	-69.23956	4.597249	0.003359842
29780	-64.57869	-69.02553	4.44684	0.003905177
29790	-65.62075	-70.29486	4.674115	0.003111261
29800	-64.45576	-69.02583	4.570071	0.003452407
29810	-64.37344	-68.9247	4.551263	0.003517955
29820	-64.83999	-69.25632	4.416327	0.00402617
29830	-64.40852	-68.96888	4.560358	0.003486105
29840	-64.47073	-68.93471	4.463972	0.003838844
29850	-64.9201	-69.54535	4.625242	0.003267093
29860	-64.61115	-69.05356	4.442414	0.003922497
29870	-65.04835	-69.44551	4.39716	0.004104085
29880	-64.58157	-69.02801	4.446437	0.003906753
29890	-64.31946	-68.83558	4.516125	0.003643768
29900	-64.33841	-68.87665	4.538234	0.003564092
29910	-65.66472	-70.01706	4.352333	0.004292246
29920	-64.32246	-68.83319	4.510727	0.00366349
29930	-64.39186	-68.8728	4.480945	0.003774237
29940	-64.58338	-69.17322	4.589834	0.003384848
29950	-64.35971	-68.85028	4.490578	0.003738055
29960	-65.75282	-70.09964	4.346814	0.004315999
29970	-68.1275	-72.3608	4.2333	0.004834815
29980	-64.39021	-68.94611	4.555897	0.003501692
29990	-64.34255	-68.83994	4.497387	0.003712686
30000	-64.85818	-69.2727	4.414522	0.004033446
30010	-64.87043	-69.49125	4.620828	0.003281548
30020	-64.48529	-68.94666	4.461373	0.003848834
30030	-64.32118	-68.84645	4.525274	0.003610583
30040	-64.38704	-68.94211	4.555068	0.003504597
30050	-64.42091	-68.89486	4.473959	0.003800695
30060	-65.16126	-69.80564	4.644379	0.003205167
30070	-65.06749	-69.46303	4.395541	0.004110737
30080	-66.59948	-70.89972	4.300245	0.004521747
30090	-65.23464	-69.6168	4.382165	0.004166091
30100	-64.48191	-69.05663	4.574713	0.00343642
30110	-64.32227	-68.83323	4.510955	0.003662653
30120	-64.46987	-69.04249	4.572626	0.003443598
30130	-64.80045	-69.22081	4.420361	0.004009961
30140	-64.99583	-69.62745	4.631623	0.003246314
30150	-65.15948	-69.5475	4.388021	0.004141765
30160	-64.37878	-68.86332	4.484541	0.003760687
30170	-64.3738	-68.92517	4.55137	0.00351758
30180	-64.35596	-68.84788	4.491919	0.003733044
30190	-64.40734	-68.96742	4.560084	0.00348706
30200	-64.32798	-68.83363	4.505657	0.003682109
30210	-64.36609	-68.85452	4.488426	0.003746106
30220	-64.42067	-68.89468	4.474012	0.003800495
30230	-64.77441	-69.38608	4.611669	0.003311739
30240	-64.32347	-68.85159	4.528118	0.00360033
30250	-64.32675	-68.83335	4.506602	0.003678633
30260	-65.04183	-69.43955	4.397717	0.004101802
30270	-64.97346	-69.60324	4.629779	0.003252307
30280	-64.34074	-68.8801	4.53936	0.003560079
30290	-64.40755	-68.96768	4.560133	0.003486888
30300	-64.45705	-68.92358	4.466529	0.003829038
30310	-64.96607	-69.37043	4.404367	0.004074615
30320	-64.31908	-68.83761	4.518533	0.003635002
30330	-64.51367	-68.97028	4.456609	0.003867214
30340	-64.88141	-69.29367	4.412258	0.004042587
30350	-64.48	-69.05438	4.574386	0.003437542
30360	-66.06532	-70.39374	4.328422	0.004396116
30370	-64.32204	-68.83329	4.511245	0.003661592
30380	-64.90786	-69.53203	4.624172	0.003270591
30390	-64.68544	-69.11855	4.43311	0.003959164
30400	-64.37181	-68.92259	4.550778	0.003519663
30410	-64.47465	-69.04811	4.573464	0.003440712
30420	-66.46964	-70.77642	4.306783	0.00449228
30430	-65.70197	-70.05195	4.349979	0.00430236
30440	-64.34337	-68.88394	4.540565	0.003555792
30450	-64.58366	-69.17353	4.589871	0.003384723
30460	-67.04551	-71.32451	4.279002	0.004618827
30470	-64.55097	-69.00181	4.450838	0.003889593
30480	-64.34276	-68.84005	4.49729	0.003713047
30490	-64.415	-68.89029	4.475291	0.003795635
30500	-65.21423	-69.59797	4.383731	0.004159571
30510	-64.31909	-68.8373	4.518203	0.003636204
30520	-64.31909	-68.8373	4.518203	0.003636204
30530	-64.49761	-68.95687	4.45926	0.003856974
30540	-65.12712	-69.76898	4.641861	0.003213247
30550	-64.3231	-68.85082	4.527721	0.003601756
30560	-65.24189	-69.6235	4.381612	0.004168394
30570	-65.06582	-69.70302	4.637198	0.003228267
30580	-64.5888	-69.03424	4.445434	0.003910671
30590	-64.48778	-68.94872	4.46094	0.003850502
30600	-64.31916	-68.83938	4.520212	0.003628904
30610	-67.52104	-71.77909	4.258052	0.004716611
30620	-64.92998	-69.33765	4.407666	0.004061195
30630	-66.86374	-71.15119	4.287449	0.004579976
30640	-64.34229	-68.8398	4.497507	0.003712244
30650	-64.68687	-69.28927	4.602404	0.003342568
30660	-64.39115	-68.94728	4.556137	0.003500849
30670	-65.10283	-69.49543	4.392602	0.004122834
30680	-64.31936	-68.83586	4.516504	0.003642387
30690	-64.70681	-69.13742	4.430609	0.003969079
30700	-64.46881	-68.93313	4.464325	0.00383749
30710	-64.51563	-68.97192	4.456293	0.003868433
30720	-64.42388	-68.98763	4.563752	0.003474292
30730	-64.79622	-69.21702	4.420802	0.004008195
30740	-64.42088	-68.89485	4.473965	0.003800674
30750	-64.49771	-68.95695	4.459243	0.003857041
30760	-64.32002	-68.83458	4.514563	0.003649461
30770	-65.43089	-69.79877	4.367874	0.004226057
30780	-64.32805	-68.83365	4.5056	0.003682321
30790	-64.32561	-68.83316	4.507548	0.003675155
30800	-65.72324	-70.07189	4.348649	0.004308089
30810	-64.47185	-68.93562	4.463768	0.003839627
30820	-65.14906	-69.79255	4.643485	0.003208032
30830	-65.2205	-69.86912	4.648624	0.00319159
30840	-64.38554	-68.9402	4.554666	0.003506003
30850	-64.32599	-68.83322	4.507223	0.003676349
30860	-64.70632	-69.31088	4.604553	0.00333539
30870	-65.37262	-70.03152	4.6589	0.003158959
30880	-64.43407	-68.9052	4.471121	0.003811496
30890	-64.31911	-68.83709	4.517973	0.00363704
30900	-64.97212	-69.37594	4.403822	0.004076835
