Iteration	Posterior	Likelihood	Prior	sigma2
11360	-64.55129	-69.00208	4.450792	0.003889775
11370	-64.60254	-69.19487	4.592329	0.003376412
11380	-64.55264	-69.13827	4.585626	0.00339912
11390	-65.20591	-69.59029	4.384375	0.004156894
11400	-64.36881	-68.91867	4.54986	0.003522894
11410	-64.62792	-69.22342	4.595506	0.003365703
11420	-64.6852	-69.28742	4.602217	0.003343191
11430	-65.00256	-69.40367	4.40112	0.004087867
11440	-64.39862	-68.95663	4.55801	0.003494298
11450	-65.70602	-70.38501	4.678986	0.003096142
11460	-64.36428	-68.91271	4.548424	0.003527958
11470	-64.59599	-69.04044	4.44445	0.003914522
11480	-65.00773	-69.4084	4.400666	0.004089723
11490	-64.66526	-69.1008	4.43554	0.003949557
11500	-64.88097	-69.50275	4.621782	0.003278419
11510	-64.34086	-68.88028	4.539417	0.003559878
11520	-66.61149	-70.91114	4.299648	0.004524444
11530	-64.32259	-68.84973	4.52714	0.00360385
11540	-64.75097	-69.36026	4.609286	0.003319642
11550	-64.81481	-69.23369	4.418878	0.004015913
11560	-64.31938	-68.83579	4.516411	0.003642723
11570	-66.35838	-71.07031	4.71193	0.002995806
11580	-64.94842	-69.35439	4.405969	0.004068092
11590	-64.77679	-69.19964	4.422852	0.003999986
11600	-64.33615	-68.87322	4.537069	0.003568245
11610	-64.45217	-68.91964	4.467471	0.003825435
11620	-64.32246	-68.84945	4.526989	0.003604396
11630	-65.00826	-69.40888	4.400619	0.004089912
11640	-64.43328	-68.90457	4.471288	0.003810861
11650	-64.33675	-68.83699	4.500236	0.003702125
11660	-64.52629	-68.98089	4.454601	0.003874985
11670	-64.40995	-68.97064	4.560686	0.003484961
11680	-64.73653	-69.34432	4.607784	0.003324632
11690	-64.39622	-68.87604	4.479818	0.003778493
11700	-64.64659	-69.24435	4.597759	0.003358129
11710	-64.52771	-69.10971	4.582002	0.003411463
11720	-65.92286	-70.25946	4.336596	0.004360326
11730	-64.67886	-69.28036	4.601501	0.003345585
11740	-64.33019	-68.86376	4.533564	0.003580775
11750	-64.34133	-68.83928	4.497957	0.003710572
11760	-66.46096	-70.76818	4.307226	0.004490288
11770	-64.34073	-68.83897	4.498239	0.003709524
11780	-64.45098	-69.02016	4.569176	0.003455498
11790	-64.70167	-69.30571	4.604044	0.003337089
11800	-64.57024	-69.01828	4.448036	0.00390051
11810	-64.39163	-68.87264	4.481004	0.003774015
11820	-64.41381	-68.88937	4.475564	0.0037946
11830	-64.3191	-68.83718	4.518077	0.00363666
11840	-66.28439	-70.9929	4.708506	0.003006079
11850	-64.31912	-68.83892	4.519805	0.003630382
11860	-64.34265	-68.83999	4.497344	0.003712847
11870	-65.47035	-69.8355	4.365149	0.004237585
11880	-64.34215	-68.83972	4.497574	0.003711994
11890	-66.11738	-70.8179	4.700519	0.003030186
11900	-64.69094	-69.2938	4.602859	0.003341047
11910	-64.62131	-69.21601	4.594693	0.003368441
11920	-65.47542	-69.84023	4.364802	0.004239056
11930	-64.43127	-68.99656	4.565296	0.003468934
11940	-64.32068	-68.84515	4.524467	0.003613496
11950	-64.78556	-69.20748	4.421922	0.004003709
11960	-64.48535	-69.06065	4.575294	0.003434424
11970	-64.32691	-68.83339	4.506472	0.003679111
11980	-64.40451	-68.96394	4.559424	0.003489363
11990	-64.33046	-68.8642	4.53374	0.003580143
12000	-67.77438	-72.54214	4.767757	0.002833142
12010	-65.58371	-70.25565	4.671947	0.003118013
12020	-66.75465	-71.0473	4.292653	0.004556204
12030	-64.32574	-68.83318	4.507436	0.003675565
12040	-64.36336	-68.85268	4.489329	0.003742727
12050	-65.10583	-69.74609	4.640263	0.003218386
12060	-64.63351	-69.07301	4.439504	0.003933929
12070	-65.59788	-69.95451	4.356635	0.004273819
12080	-64.52819	-68.98249	4.454304	0.003876136
12090	-65.85591	-70.54309	4.68718	0.003070877
12100	-65.0194	-69.65293	4.633532	0.003240121
12110	-64.40623	-68.88357	4.477345	0.003787847
12120	-65.7741	-70.45686	4.682762	0.003084472
12130	-65.11219	-69.75293	4.640742	0.003216843
12140	-64.33288	-68.83529	4.502409	0.003694088
12150	-64.33288	-68.83529	4.502409	0.003694088
12160	-64.33367	-68.86938	4.535702	0.003573127
12170	-65.06284	-69.45877	4.395933	0.004109125
12180	-65.48372	-70.14964	4.665922	0.003136855
12190	-64.38177	-68.86545	4.483688	0.003763899
12200	-64.54248	-69.12665	4.584174	0.003404061
12210	-64.87999	-69.50169	4.621693	0.003278709
12220	-64.40768	-68.96784	4.560164	0.003486783
12230	-64.32239	-68.8332	4.510815	0.003663166
12240	-64.31907	-68.83793	4.518861	0.003633811
12250	-65.14218	-69.78516	4.642979	0.003209658
12260	-65.64123	-70.31653	4.6753	0.003107577
12270	-67.90091	-72.14324	4.242322	0.00479139
12280	-64.3858	-68.86837	4.482566	0.003768124
12290	-64.34797	-68.843	4.495027	0.003721458
12300	-64.50453	-68.96263	4.458104	0.003861437
12310	-64.63257	-69.07219	4.439624	0.003933456
12320	-64.32391	-68.83305	4.50914	0.003669309
12330	-64.5516	-69.00235	4.450745	0.003889957
12340	-64.44952	-68.91751	4.46799	0.003823448
12350	-64.35185	-68.84532	4.493471	0.003727256
12360	-64.50972	-68.96697	4.45725	0.003864733
12370	-64.36646	-68.91558	4.549123	0.003525491
12380	-64.36931	-68.91932	4.550015	0.003522349
12390	-64.7565	-69.36635	4.609854	0.003317759
12400	-64.32045	-68.84449	4.524043	0.003615028
12410	-64.52563	-69.10732	4.581689	0.00341253
12420	-64.57989	-69.16926	4.589369	0.003386424
12430	-64.34703	-68.88917	4.542136	0.003550211
12440	-64.32126	-68.84666	4.525397	0.003610139
12450	-64.3437	-68.88442	4.540712	0.003555269
12460	-65.66808	-70.0202	4.352119	0.004293162
12470	-64.33333	-68.86884	4.535505	0.003573832
12480	-64.49268	-69.06919	4.576511	0.003430246
12490	-65.66264	-70.01511	4.352465	0.004291677
12500	-64.79554	-69.21642	4.420873	0.004007911
12510	-64.32127	-68.84669	4.525416	0.003610071
12520	-64.51985	-69.10066	4.580813	0.003415521
12530	-66.13186	-70.45657	4.324711	0.004412459
12540	-64.37619	-68.86149	4.485297	0.003757845
12550	-64.33867	-68.87704	4.538362	0.003563634
12560	-64.45066	-69.01977	4.569116	0.003455708
12570	-64.67724	-69.27856	4.601318	0.003346197
12580	-64.33483	-68.83611	4.501281	0.003698259
12590	-64.33539	-68.83636	4.500969	0.003699412
12600	-64.34212	-68.83971	4.497585	0.003711952
12610	-64.34842	-68.89112	4.542703	0.0035482
12620	-66.60981	-71.33291	4.723092	0.002962552
12630	-65.16665	-69.5541	4.387452	0.004144123
12640	-64.33541	-68.87209	4.536673	0.003569659
12650	-64.43944	-68.90945	4.470011	0.00381573
12660	-64.81514	-69.23398	4.418845	0.004016047
12670	-64.42244	-68.89606	4.473619	0.003801987
12680	-64.35033	-68.8444	4.494069	0.003725026
12690	-64.40651	-68.88379	4.477278	0.003788103
12700	-64.55077	-69.00164	4.450868	0.003889478
12710	-67.53593	-71.79335	4.25742	0.004719594
12720	-64.47084	-69.04364	4.572798	0.003443006
12730	-65.7935	-70.13782	4.34432	0.004326778
12740	-66.3318	-70.64573	4.313928	0.004460297
12750	-64.4509	-68.91862	4.467718	0.00382449
12760	-64.75342	-69.17879	4.425374	0.003989909
12770	-64.42382	-68.98756	4.56374	0.003474336
12780	-65.36681	-70.02533	4.658523	0.003160153
12790	-64.32994	-68.83421	4.504272	0.003687214
12800	-64.31909	-68.83735	4.518261	0.003635992
12810	-64.46244	-69.03373	4.571297	0.003448178
12820	-64.32006	-68.83453	4.514469	0.003649807
12830	-64.49967	-69.07732	4.577649	0.003426344
12840	-64.47926	-68.9417	4.462435	0.003844747
12850	-64.74837	-69.35738	4.609017	0.003320535
12860	-64.45948	-69.03024	4.570758	0.003450038
12870	-64.37327	-68.92449	4.551215	0.003518126
12880	-67.40677	-71.66972	4.262949	0.004693573
12890	-65.04578	-69.44316	4.397379	0.004103187
12900	-64.70601	-69.31053	4.60452	0.003335502
12910	-64.38843	-68.87028	4.481855	0.003770804
12920	-64.55783	-69.00766	4.449829	0.003893522
12930	-65.50798	-70.17539	4.667408	0.003132198
12940	-65.47468	-69.83953	4.364853	0.00423884
12950	-66.49095	-70.79665	4.305697	0.004497159
12960	-64.31912	-68.83703	4.517909	0.003637272
12970	-64.32086	-68.83381	4.512951	0.003655349
12980	-64.48815	-68.94903	4.460875	0.003850749
12990	-64.74306	-69.16957	4.426513	0.003985369
13000	-64.50315	-69.08136	4.578208	0.00342443
13010	-64.54979	-69.0008	4.451015	0.003888908
13020	-64.3431	-68.88355	4.540446	0.003556217
13030	-64.33121	-68.86543	4.534221	0.003578422
13040	-64.97182	-69.37567	4.403849	0.004076725
13050	-65.09798	-69.49099	4.393001	0.004121188
13060	-64.34487	-68.8861	4.541224	0.003553451
13070	-64.51255	-69.09224	4.579689	0.003419364
13080	-64.3511	-68.84486	4.493765	0.003726158
13090	-64.33963	-68.87846	4.538829	0.00356197
13100	-64.33963	-68.87846	4.538829	0.00356197
13110	-64.37388	-68.92527	4.551394	0.003517495
13120	-64.31962	-68.84177	4.522146	0.003621892
13130	-64.75641	-69.18146	4.425047	0.003991214
13140	-69.02074	-73.22063	4.199889	0.00499908
13150	-64.52457	-69.1061	4.581529	0.003413075
13160	-64.31915	-68.83677	4.517621	0.003638319
13170	-64.87642	-69.49779	4.621371	0.003279766
13180	-64.34923	-68.89226	4.543029	0.003547041
13190	-64.41654	-68.89148	4.474941	0.003796966
13200	-64.56197	-69.0112	4.449225	0.003895872
13210	-66.29999	-70.6156	4.315609	0.004452805
13220	-64.31998	-68.83463	4.514654	0.00364913
13230	-67.7011	-71.95159	4.250496	0.004752385
13240	-66.59093	-70.8916	4.30067	0.004519825
13250	-64.5119	-68.9688	4.456895	0.003866105
13260	-64.51472	-68.97116	4.456439	0.003867869
13270	-64.41857	-68.89305	4.474481	0.003798712
13280	-66.16108	-70.86373	4.702646	0.003023748
13290	-65.4247	-70.08694	4.662238	0.003148434
13300	-64.43194	-68.99737	4.565433	0.003468456
13310	-66.03124	-70.36159	4.330348	0.004387656
13320	-64.57725	-69.02429	4.447043	0.003904385
13330	-64.63641	-69.23295	4.596539	0.003362228
13340	-64.31991	-68.84283	4.522915	0.003619108
13350	-64.31908	-68.83828	4.519202	0.003632571
13360	-65.46637	-69.83179	4.365422	0.004236428
13370	-64.34082	-68.83902	4.498196	0.003709687
13380	-64.32042	-68.83415	4.513732	0.003652496
13390	-64.35073	-68.89436	4.543622	0.003544939
13400	-64.98591	-69.3885	4.40259	0.004081861
13410	-64.43415	-69.00004	4.565884	0.003466893
13420	-65.07201	-69.46718	4.395161	0.004112298
13430	-64.44794	-68.91624	4.468301	0.003822259
13440	-65.20539	-69.58981	4.384415	0.004156726
13450	-64.64156	-69.08004	4.438481	0.003937955
13460	-65.64459	-70.32008	4.675493	0.003106976
13470	-66.8719	-71.15896	4.287064	0.004581739
13480	-64.64002	-69.237	4.596974	0.003360765
13490	-65.14292	-69.78596	4.643033	0.003209483
13500	-64.45531	-68.92218	4.466862	0.003827763
13510	-64.5677	-69.15543	4.587721	0.003392007
13520	-64.34939	-68.84384	4.494447	0.003723618
13530	-64.36472	-68.85359	4.488876	0.003744422
13540	-66.92692	-71.66319	4.736274	0.002923756
13550	-65.07727	-69.47199	4.394721	0.004114106
13560	-64.3711	-68.85793	4.486838	0.003752061
13570	-64.52375	-68.97875	4.455001	0.003873437
13580	-64.51909	-68.97483	4.455739	0.003870578
13590	-65.36186	-70.02006	4.6582	0.003161172
13600	-65.73536	-70.08325	4.347895	0.004311336
13610	-64.51469	-69.09471	4.58002	0.003418229
13620	-64.32428	-68.85321	4.528933	0.003597395
13630	-64.77506	-69.3868	4.611735	0.003311522
13640	-65.61192	-69.96764	4.355723	0.00427772
13650	-64.31934	-68.83593	4.51659	0.003642073
13660	-65.1431	-69.78615	4.643046	0.003209441
13670	-66.39817	-70.70863	4.31046	0.004475791
13680	-64.3191	-68.83875	4.519652	0.003630939
13690	-64.57662	-69.02375	4.447132	0.003904037
13700	-65.67464	-70.02635	4.351703	0.00429495
13710	-64.45475	-68.92172	4.466971	0.003827347
13720	-64.31909	-68.83851	4.519426	0.00363176
13730	-64.51293	-69.09267	4.579747	0.003419164
13740	-65.07628	-69.47108	4.394804	0.004113767
13750	-64.58154	-69.02799	4.446441	0.003906736
13760	-64.40786	-68.88481	4.476955	0.003789324
13770	-64.32001	-68.8346	4.514595	0.003649347
13780	-65.86207	-70.20225	4.340188	0.004344693
13790	-64.44475	-68.91369	4.468936	0.003819835
13800	-64.60751	-69.05041	4.442898	0.003920601
13810	-64.97177	-69.6014	4.629637	0.003252766
13820	-65.35618	-70.01401	4.657829	0.003162346
13830	-64.41293	-68.8887	4.475767	0.00379383
13840	-64.6056	-69.19832	4.59272	0.003375093
13850	-65.17212	-69.55913	4.387019	0.004145916
13860	-64.42376	-68.98748	4.563726	0.003474383
13870	-64.80514	-69.22501	4.419875	0.004011911
13880	-64.34993	-68.89323	4.543306	0.003546058
13890	-64.50772	-69.08665	4.578932	0.003421952
13900	-64.56004	-69.1467	4.586664	0.003395595
13910	-64.3212	-68.83362	4.512413	0.003657318
13920	-64.49916	-69.07673	4.577568	0.003426623
13930	-64.32344	-68.83306	4.509617	0.003667557
13940	-64.44731	-68.91573	4.468426	0.003821781
13950	-66.73927	-71.46786	4.728585	0.002946324
13960	-65.00164	-69.40284	4.401201	0.004087536
13970	-64.32844	-68.8608	4.532358	0.003585094
13980	-64.61262	-69.05484	4.442219	0.003923264
13990	-64.61262	-69.05484	4.442219	0.003923264
14000	-64.33458	-68.87079	4.536214	0.003571299
14010	-64.33478	-68.8711	4.536325	0.003570903
14020	-64.31943	-68.83565	4.516216	0.003643434
14030	-64.92697	-69.55281	4.625838	0.003265149
14040	-64.33733	-68.87502	4.537686	0.003566045
14050	-64.34397	-68.84072	4.496744	0.003715074
14060	-64.39622	-68.87604	4.479818	0.003778493
14070	-65.33848	-69.71292	4.374439	0.004198402
14080	-64.78416	-69.39681	4.612643	0.003308518
14090	-64.51242	-69.09208	4.579668	0.003419434
14100	-64.38333	-68.93741	4.554072	0.003508089
14110	-64.32257	-68.8497	4.527125	0.003603906
14120	-64.35507	-68.90032	4.545254	0.00353916
14130	-64.50629	-69.085	4.578707	0.003422723
14140	-65.39091	-69.76159	4.370681	0.00421421
14150	-65.15312	-69.54164	4.388528	0.004139666
14160	-64.34093	-68.83907	4.498146	0.003709871
14170	-64.31911	-68.83708	4.517964	0.003637073
14180	-64.65448	-69.25317	4.598691	0.003355
14190	-64.97332	-69.37703	4.403714	0.004077274
14200	-64.35985	-68.85038	4.490527	0.003738242
14210	-64.31907	-68.83821	4.519133	0.003632823
14220	-64.377	-68.9293	4.552302	0.003514301
14230	-65.68474	-70.36252	4.677785	0.003099862
14240	-64.33746	-68.83733	4.499867	0.003703491
14250	-67.69403	-71.94482	4.250789	0.004750993
14260	-64.40349	-68.96267	4.559181	0.003490211
14270	-64.37404	-68.92548	4.551442	0.003517327
14280	-65.21851	-69.60191	4.383402	0.004160941
14290	-64.35609	-68.84796	4.49187	0.003733225
14300	-64.33911	-68.87769	4.538578	0.003562863
14310	-64.69611	-69.29954	4.603432	0.003339132
14320	-64.65049	-69.08785	4.43736	0.003942372
14330	-64.35561	-68.84766	4.492047	0.003732565
14340	-64.31924	-68.83995	4.520706	0.003627114
14350	-64.43435	-69.00027	4.565923	0.003466758
14360	-64.91646	-69.54139	4.624925	0.003268129
14370	-66.29167	-71.00052	4.708846	0.003005058
14380	-64.72595	-69.15437	4.428424	0.00397776
14390	-64.76633	-69.1903	4.423973	0.003995506
14400	-65.08876	-69.72773	4.638965	0.003222565
14410	-64.32148	-68.8472	4.525717	0.003608984
14420	-65.539	-70.20829	4.669285	0.003126323
14430	-64.47314	-69.04634	4.573201	0.00344162
14440	-64.81074	-69.42598	4.615242	0.003299928
14450	-64.39295	-68.87361	4.48066	0.003775313
14460	-69.071	-73.2691	4.198098	0.005008041
14470	-64.32528	-68.85513	4.529854	0.003594083
14480	-64.31916	-68.83674	4.517587	0.003638443
14490	-64.45474	-68.92172	4.466972	0.003827344
14500	-65.52624	-69.88761	4.361366	0.00425365
14510	-64.40051	-68.95898	4.55847	0.003492694
14520	-64.75283	-69.17827	4.425438	0.003989656
14530	-64.32368	-68.85202	4.52834	0.003599529
14540	-64.37619	-68.92826	4.552068	0.003515126
14550	-64.32097	-68.83374	4.512774	0.003655997
14560	-64.47204	-69.04505	4.573009	0.003442278
14570	-66.66705	-70.96396	4.29691	0.004536849
14580	-64.66552	-69.10103	4.435507	0.003949684
14590	-64.65681	-69.25577	4.598964	0.003354085
14600	-64.32481	-68.83308	4.50827	0.003672501
14610	-64.36587	-68.85437	4.488497	0.00374584
14620	-64.36587	-68.85437	4.488497	0.00374584
14630	-64.5857	-69.03156	4.445863	0.003908994
14640	-66.71719	-71.01165	4.294465	0.004547957
14650	-64.71899	-69.1482	4.429212	0.003974626
14660	-64.41186	-68.88787	4.476016	0.003792887
14670	-64.45747	-69.02786	4.570389	0.00345131
14680	-64.56083	-69.14761	4.586774	0.003395222
14690	-65.95282	-70.28767	4.33485	0.004367947
14700	-64.77485	-69.38656	4.611713	0.003311594
14710	-64.35086	-68.89453	4.54367	0.00354477
14720	-64.33807	-68.83762	4.499553	0.003704654
14730	-64.32409	-68.85283	4.528745	0.00359807
14740	-64.39518	-68.87526	4.480084	0.003777488
14750	-64.78961	-69.21111	4.421495	0.004005419
14760	-64.37842	-68.86306	4.484645	0.003760297
14770	-64.45726	-69.02761	4.57035	0.003451445
14780	-64.44073	-68.91048	4.469747	0.003816736
14790	-65.67287	-70.34998	4.677111	0.003101952
14800	-65.30985	-69.96461	4.65476	0.003172065
14810	-64.34628	-68.8881	4.541821	0.00355133
14820	-65.04778	-69.68357	4.635788	0.003232822
14830	-65.13771	-69.52748	4.389763	0.004134556
14840	-64.32856	-68.83379	4.505228	0.003683691
14850	-64.64117	-69.23829	4.597112	0.003360301
14860	-65.12901	-69.51948	4.390466	0.004131652
14870	-65.01713	-69.65048	4.63335	0.003240712
14880	-64.32447	-68.85359	4.529117	0.003596732
14890	-64.38144	-68.86522	4.483779	0.003763554
14900	-64.65857	-69.25774	4.59917	0.003353394
14910	-64.45308	-68.92037	4.467294	0.003826111
14920	-64.48774	-69.06343	4.575693	0.003433053
14930	-64.4485	-68.91669	4.468191	0.003822682
14940	-64.40705	-68.8842	4.477147	0.003788596
14950	-64.33716	-68.83718	4.500021	0.00370292
14960	-64.58389	-69.17379	4.589901	0.003384622
14970	-64.41272	-68.88854	4.475814	0.00379365
14980	-64.38181	-68.86548	4.483676	0.003763943
14990	-64.42321	-68.98681	4.563609	0.00347479
15000	-64.40665	-68.96658	4.559925	0.003487615
15010	-65.67284	-70.02466	4.351817	0.00429446
15020	-65.42542	-69.79367	4.368255	0.004224445
15030	-64.36811	-68.91775	4.549643	0.003523658
15040	-64.62367	-69.21865	4.594984	0.003367461
15050	-64.72888	-69.15697	4.428094	0.003979072
15060	-64.3315	-68.83476	4.503255	0.003690965
15070	-67.98203	-72.22109	4.239063	0.00480703
15080	-64.56638	-69.01497	4.44859	0.00389835
15090	-64.558	-69.00781	4.449803	0.003893621
15100	-64.35883	-68.84971	4.490887	0.003736899
15110	-66.59296	-71.31532	4.722365	0.002964707
15120	-64.40798	-68.8849	4.476927	0.00378943
15130	-64.76534	-69.18942	4.424079	0.003995081
15140	-64.35994	-68.90692	4.546976	0.003533068
15150	-64.32836	-68.86066	4.532301	0.003585299
15160	-64.33352	-68.83555	4.50203	0.00369549
15170	-64.31961	-68.84174	4.522123	0.003621979
15180	-64.70273	-69.30689	4.60416	0.003336701
15190	-64.37831	-68.86299	4.484676	0.003760179
15200	-64.36981	-68.85705	4.487237	0.003750563
15210	-65.58648	-70.25859	4.672111	0.003117503
15220	-64.52165	-68.97698	4.455332	0.003872154
15230	-64.79252	-69.21371	4.421189	0.004006642
15240	-65.0485	-69.44564	4.397148	0.004104135
15250	-65.36052	-70.01863	4.658112	0.003161449
15260	-64.3191	-68.83723	4.518128	0.003636475
15270	-65.03124	-69.66571	4.634478	0.003237057
15280	-64.38262	-68.93649	4.553876	0.003508776
15290	-64.49859	-69.07606	4.577475	0.003426941
15300	-64.92557	-69.33364	4.408076	0.004059531
15310	-64.82621	-69.24393	4.417716	0.004020582
15320	-64.47602	-68.93903	4.463015	0.003842517
15330	-64.74871	-69.1746	4.42589	0.003987853
15340	-64.36108	-68.90844	4.547362	0.003531706
15350	-64.36108	-68.90844	4.547362	0.003531706
15360	-64.34934	-68.89241	4.543072	0.003546888
15370	-64.36351	-68.91168	4.548172	0.003528847
15380	-64.44073	-69.00793	4.567199	0.003462339
15390	-64.59675	-69.18834	4.591585	0.003378927
15400	-64.40538	-68.88292	4.47755	0.003787072
15410	-64.52674	-68.98127	4.454531	0.003875258
15420	-64.42428	-68.98812	4.563838	0.003473993
15430	-64.99078	-69.39294	4.402159	0.004083622
15440	-64.86809	-69.28164	4.41355	0.004037367
15450	-65.4828	-69.8471	4.364299	0.004241189
15460	-65.16261	-69.55039	4.387772	0.004142797
15470	-64.58806	-69.17851	4.590452	0.003382758
15480	-65.94657	-70.6385	4.691932	0.003056319
15490	-67.50425	-71.76301	4.258767	0.004713242
15500	-64.87991	-69.29232	4.412402	0.004042004
15510	-65.14801	-69.53694	4.388936	0.004137975
15520	-64.3477	-68.84284	4.495141	0.003721036
15530	-64.3477	-68.84284	4.495141	0.003721036
15540	-64.37515	-68.92692	4.551767	0.003516182
15550	-64.41637	-68.89135	4.474978	0.003796823
15560	-65.73954	-70.4204	4.680857	0.003090354
15570	-64.44354	-69.01129	4.567748	0.003460436
15580	-65.89816	-70.23621	4.338048	0.004354002
15590	-64.48028	-69.05471	4.574434	0.003437377
15600	-65.38019	-69.75163	4.371442	0.004211002
15610	-64.3243	-68.83305	4.508751	0.003670736
15620	-70.41666	-74.56957	4.152915	0.005239511
15630	-64.37612	-68.86144	4.485317	0.003757771
15640	-64.343	-68.8834	4.540399	0.003556384
15650	-64.34457	-68.88567	4.541093	0.003553914
15660	-64.67909	-69.28062	4.601528	0.003345495
15670	-64.6518	-69.08899	4.437198	0.003943013
15680	-64.60801	-69.05084	4.442832	0.003920861
15690	-64.56035	-69.14706	4.586707	0.003395449
15700	-64.3215	-68.84723	4.525739	0.003608904
15710	-64.82921	-69.24662	4.417413	0.004021803
15720	-65.35302	-70.01064	4.657622	0.003163
15730	-65.78423	-70.46754	4.683316	0.003082764
15740	-66.15	-70.47371	4.32371	0.004416876
15750	-64.65588	-69.25474	4.598856	0.003354449
15760	-64.3255	-68.85555	4.530048	0.003593386
15770	-65.01355	-69.41371	4.400158	0.004091802
15780	-64.32726	-68.85875	4.531485	0.003588226
15790	-65.46768	-70.13261	4.664931	0.003139967
15800	-64.37912	-68.93203	4.552905	0.003512183
15810	-64.51796	-68.97388	4.455919	0.003869882
15820	-64.33313	-68.83539	4.502261	0.003694636
15830	-64.75141	-69.17701	4.425593	0.003989036
15840	-64.3684	-68.85608	4.487683	0.003748889
15850	-64.33982	-68.8385	4.498682	0.003707884
15860	-64.38331	-68.86656	4.483256	0.003765524
15870	-64.70112	-69.13239	4.431268	0.003966462
15880	-64.33419	-68.87019	4.535997	0.003572074
15890	-64.31933	-68.84043	4.521099	0.003625688
15900	-64.48739	-68.9484	4.461007	0.003850243
15910	-64.71803	-69.14735	4.429322	0.003974191
15920	-64.83879	-69.4567	4.617909	0.003291141
15930	-64.51659	-69.09691	4.580314	0.003417225
15940	-65.35	-70.00742	4.657424	0.003163628
15950	-64.32591	-68.85631	4.530398	0.003592128
15960	-64.66192	-69.09787	4.435948	0.003947945
15970	-64.58165	-69.17125	4.589603	0.00338563
15980	-64.46525	-69.03706	4.571805	0.003446428
15990	-64.31907	-68.83797	4.518902	0.003633663
16000	-64.32015	-68.83443	4.514287	0.003650469
16010	-64.646	-69.24369	4.597689	0.003358365
16020	-64.75167	-69.17724	4.425565	0.003989147
16030	-64.46866	-68.93301	4.464352	0.003837384
16040	-64.57317	-69.02079	4.447619	0.003902134
16050	-65.08792	-69.72682	4.638901	0.003222773
16060	-64.39295	-68.87361	4.480659	0.003775316
16070	-65.24229	-69.62387	4.381582	0.00416852
16080	-64.93171	-69.33922	4.407505	0.004061847
16090	-64.6698	-69.10479	4.434987	0.003951742
16100	-64.32793	-68.85992	4.531988	0.003586421
16110	-64.36948	-68.85682	4.487341	0.003750175
16120	-64.37315	-68.85936	4.486209	0.003754421
16130	-65.10564	-69.49801	4.392372	0.004123785
16140	-64.38098	-68.86489	4.48391	0.003763062
16150	-64.63574	-69.07496	4.439219	0.003935052
16160	-64.62347	-69.21843	4.594959	0.003367544
16170	-68.24289	-72.47169	4.228799	0.004856627
16180	-64.53921	-69.12291	4.5837	0.003405674
16190	-66.14712	-70.47099	4.323869	0.004416175
16200	-64.32779	-68.83359	4.5058	0.003681583
16210	-64.77731	-69.20011	4.422796	0.004000209
16220	-64.35469	-68.89981	4.545118	0.00353964
16230	-64.3771	-68.86213	4.485031	0.003758846
16240	-64.51102	-68.96806	4.457038	0.003865554
16250	-64.35481	-68.89997	4.545161	0.003539489
16260	-64.31947	-68.84113	4.521656	0.003623669
16270	-64.32899	-68.86174	4.532748	0.003583696
16280	-64.6315	-69.07126	4.439761	0.00393292
16290	-65.28527	-69.93837	4.653102	0.003177329
16300	-64.32728	-68.85877	4.531496	0.003588187
16310	-64.43709	-69.00357	4.566476	0.003464843
16320	-65.62369	-69.97865	4.354961	0.004280978
16330	-64.49463	-69.07146	4.576831	0.003429147
16340	-64.32793	-68.83362	4.505692	0.00368198
16350	-64.46668	-68.9314	4.464717	0.003835984
16360	-64.70957	-69.13986	4.430291	0.003970342
16370	-64.39972	-68.87866	4.478935	0.003781831
16380	-66.96546	-71.24815	4.282689	0.004601829
16390	-64.74555	-69.35428	4.608725	0.003321505
16400	-66.32523	-70.6395	4.314274	0.004458752
16410	-65.80667	-70.15019	4.343519	0.004330243
16420	-64.32258	-68.84971	4.527129	0.003603892
16430	-65.69967	-70.04979	4.350124	0.004301737
16440	-64.36437	-68.91282	4.548453	0.003527855
16450	-65.61195	-69.96767	4.355721	0.004277729
16460	-65.03814	-69.67317	4.635027	0.003235282
16470	-64.35534	-68.84749	4.492149	0.003732184
16480	-64.60167	-69.04535	4.443682	0.00391753
16490	-64.33048	-68.86423	4.533753	0.003580097
16500	-64.63415	-69.23041	4.596266	0.003363148
16510	-64.88812	-69.51054	4.622422	0.003276319
16520	-64.60481	-69.19743	4.592619	0.003375434
16530	-64.77884	-69.39095	4.612113	0.003310272
16540	-64.65845	-69.25761	4.599156	0.003353442
16550	-64.34372	-68.88444	4.540719	0.003555245
16560	-66.53583	-70.83926	4.303427	0.004507378
16570	-66.95526	-71.23842	4.283163	0.004599651
16580	-64.37693	-68.92922	4.552283	0.00351437
16590	-64.33447	-68.87062	4.536152	0.003571518
16600	-64.45084	-68.91857	4.467731	0.003824441
16610	-64.39285	-68.94942	4.556571	0.00349933
16620	-64.33413	-68.83581	4.50168	0.003696782
16630	-64.82422	-69.24214	4.417918	0.00401977
16640	-64.48053	-69.05501	4.574478	0.003437228
16650	-64.40839	-68.88522	4.476829	0.003789803
16660	-64.5252	-69.10682	4.581624	0.003412751
16670	-64.32931	-68.83401	4.504704	0.00368562
16680	-64.67322	-69.27408	4.600861	0.003347729
16690	-64.39789	-68.87729	4.479393	0.003780097
16700	-65.18621	-69.83239	4.646185	0.003199384
16710	-64.45728	-69.02763	4.570353	0.003451433
16720	-65.25216	-69.90299	4.650833	0.003184546
16730	-64.51581	-68.97207	4.456264	0.003868546
