Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
2205	1	-66.61352	-70.91307	4.299548	0.004524898
2206	0	-65.17555	-69.56229	4.386749	0.004147038
2207	1	-64.4347	-68.90569	4.47099	0.003811996
2208	0	-65.05518	-69.69155	4.636368	0.003230945
2209	1	-64.57312	-69.16158	4.588458	0.003389508
2210	0	-64.81904	-69.23749	4.418446	0.00401765
2211	1	-64.32568	-68.85589	4.530205	0.003592823
2212	0	-64.32742	-68.85903	4.531608	0.003587784
2213	1	-64.33858	-68.83787	4.499295	0.003705609
2214	0	-64.86425	-69.27818	4.413926	0.004035851
2215	1	-64.74182	-69.35015	4.608337	0.003322794
2216	0	-64.32561	-68.85575	4.530142	0.00359305
2217	1	-64.83795	-69.25449	4.416532	0.004025347
2218	0	-64.36535	-68.85401	4.488669	0.003745197
2219	1	-65.26825	-69.64787	4.379621	0.004176704
2220	0	-65.32517	-69.70057	4.375408	0.004194336
2221	1	-64.84512	-69.46362	4.6185	0.003289196
2222	0	-64.51121	-68.96822	4.457008	0.003865669
2223	1	-64.35253	-68.84574	4.493208	0.003728235
2224	0	-64.36322	-68.91129	4.548076	0.003529186
2225	1	-64.32088	-68.84568	4.5248	0.003612293
2226	0	-69.4539	-73.63862	4.18472	0.005075488
2227	1	-64.71333	-69.14319	4.429858	0.00397206
2228	0	-65.10074	-69.49351	4.392774	0.004122125
2229	1	-64.74802	-69.357	4.608981	0.003320654
2230	0	-64.50079	-69.07863	4.57783	0.003425723
2231	1	-64.83529	-69.45287	4.61758	0.003292223
2232	0	-64.83734	-69.25393	4.416593	0.0040251
2233	1	-64.32451	-68.83306	4.508545	0.00367149
2234	0	-65.12329	-69.76486	4.641575	0.003214166
2235	1	-64.71088	-69.14102	4.43014	0.003970941
2236	0	-66.40461	-70.71474	4.310126	0.004477285
2237	1	-64.46973	-68.93388	4.464156	0.003838138
2238	0	-64.47036	-68.9344	4.46404	0.003838582
2239	1	-64.56128	-69.14812	4.586836	0.00339501
2240	0	-64.76992	-69.19351	4.423587	0.003997049
2241	1	-64.86577	-69.27954	4.413778	0.004036449
2242	0	-64.87368	-69.28669	4.413006	0.004039565
2243	1	-65.05618	-69.45268	4.396495	0.004106815
2244	0	-64.3245	-68.83306	4.508559	0.003671441
2245	1	-64.63239	-69.22844	4.596052	0.003363866
2246	0	-64.36919	-68.91917	4.54998	0.003522473
2247	1	-64.61272	-69.20634	4.593621	0.003372053
2248	0	-65.24423	-69.89451	4.650283	0.003186298
2249	1	-64.60535	-69.04854	4.443187	0.003919469
2250	0	-66.33496	-70.64872	4.313761	0.004461038
2251	1	-66.24924	-70.56756	4.318317	0.004440763
2252	0	-64.43074	-68.99593	4.565187	0.003469311
2253	1	-65.5105	-69.87293	4.362423	0.004249156
2254	0	-64.32328	-68.83307	4.509796	0.003666902
2255	1	-64.32394	-68.85253	4.528597	0.003598605
2256	0	-64.5538	-69.1396	4.585791	0.003398561
2257	1	-65.30352	-69.95786	4.654336	0.003173411
2258	0	-64.64099	-69.07954	4.438553	0.003937672
2259	1	-64.72617	-69.33286	4.60669	0.003328272
2260	0	-64.39828	-68.9562	4.557925	0.003494597
2261	1	-64.48229	-69.05707	4.574777	0.003436199
2262	0	-64.76215	-69.37258	4.610431	0.003315844
2263	1	-64.38662	-68.94157	4.554954	0.003504995
2264	0	-64.39007	-68.94593	4.55586	0.003501822
2265	1	-64.54135	-68.99363	4.452281	0.003883988
2266	0	-64.37622	-68.86151	4.485287	0.003757882
2267	1	-64.76331	-69.37386	4.610548	0.003315454
2268	0	-64.37622	-68.86151	4.485287	0.003757882
2269	1	-64.39095	-68.94704	4.556087	0.003501027
2270	0	-64.86767	-69.28126	4.413592	0.0040372
2271	1	-64.48816	-69.06392	4.575764	0.003432811
2272	0	-64.55129	-69.00208	4.450792	0.003889775
2273	1	-64.45378	-69.02349	4.569704	0.003453677
2274	0	-64.60254	-69.19487	4.592329	0.003376412
2275	1	-64.33649	-68.83687	4.500375	0.00370161
2276	0	-64.55264	-69.13827	4.585626	0.00339912
2277	1	-64.33649	-68.83687	4.500375	0.00370161
2278	0	-65.20591	-69.59029	4.384375	0.004156894
2279	1	-64.53195	-69.11458	4.582633	0.003409311
2280	0	-64.36881	-68.91867	4.54986	0.003522894
2281	1	-65.38639	-70.04618	4.659791	0.003156147
2282	0	-64.62792	-69.22342	4.595506	0.003365703
2283	1	-64.7254	-69.15389	4.428486	0.003977515
2284	0	-64.6852	-69.28742	4.602217	0.003343191
2285	1	-64.54405	-69.12845	4.584401	0.003403289
2286	0	-65.00256	-69.40367	4.40112	0.004087867
2287	1	-64.32151	-68.84727	4.525762	0.003608821
2288	0	-64.39862	-68.95663	4.55801	0.003494298
2289	1	-64.65464	-69.25335	4.59871	0.003354939
2290	0	-65.70602	-70.38501	4.678986	0.003096142
2291	1	-64.53649	-69.1198	4.583303	0.003407027
2292	0	-64.36428	-68.91271	4.548424	0.003527958
2293	1	-64.32539	-68.83313	4.50774	0.003674449
2294	0	-64.59599	-69.04044	4.44445	0.003914522
2295	1	-64.46588	-69.0378	4.571918	0.003446038
2296	0	-65.00773	-69.4084	4.400666	0.004089723
2297	1	-64.36922	-68.9192	4.549987	0.003522448
2298	0	-64.66526	-69.1008	4.43554	0.003949557
2299	1	-66.65332	-70.9509	4.297584	0.004533792
2300	0	-64.88097	-69.50275	4.621782	0.003278419
2301	1	-64.77091	-69.19439	4.42348	0.003997474
2302	0	-64.34086	-68.88028	4.539417	0.003559878
2303	1	-64.67685	-69.27813	4.601274	0.003346345
2304	0	-66.61149	-70.91114	4.299648	0.004524444
2305	1	-64.86195	-69.2761	4.414152	0.004034939
2306	0	-64.32259	-68.84973	4.52714	0.00360385
2307	1	-64.53586	-68.98898	4.453117	0.00388074
2308	0	-64.75097	-69.36026	4.609286	0.003319642
2309	1	-66.84283	-71.13127	4.288439	0.004575447
2310	0	-64.81481	-69.23369	4.418878	0.004015913
2311	1	-64.39429	-68.95122	4.556935	0.003498058
2312	0	-64.31938	-68.83579	4.516411	0.003642723
2313	1	-67.20211	-71.47404	4.27193	0.004651607
2314	0	-66.35838	-71.07031	4.71193	0.002995806
2315	1	-64.60545	-69.04862	4.443174	0.003919519
2316	0	-64.94842	-69.35439	4.405969	0.004068092
2317	1	-64.39409	-68.87445	4.480365	0.003776426
2318	0	-64.77679	-69.19964	4.422852	0.003999986
2319	1	-64.37158	-68.85827	4.486689	0.003752618
2320	0	-64.33615	-68.87322	4.537069	0.003568245
2321	1	-68.78192	-72.99044	4.20852	0.00495612
2322	0	-64.45217	-68.91964	4.467471	0.003825435
2323	1	-64.51731	-68.97333	4.456024	0.003869476
2324	0	-64.32246	-68.84945	4.526989	0.003604396
2325	1	-65.1293	-69.77133	4.642024	0.003212725
2326	0	-65.00826	-69.40888	4.400619	0.004089912
2327	1	-64.48819	-68.94906	4.460869	0.003850775
2328	0	-64.43328	-68.90457	4.471288	0.003810861
2329	1	-64.41236	-68.97359	4.561231	0.003483061
2330	0	-64.33675	-68.83699	4.500236	0.003702125
2331	1	-64.667	-69.26715	4.600147	0.003350119
2332	0	-64.52629	-68.98089	4.454601	0.003874985
2333	1	-64.31908	-68.83842	4.519338	0.003632079
2334	0	-64.40995	-68.97064	4.560686	0.003484961
2335	1	-64.85302	-69.47225	4.619232	0.003286788
2336	0	-64.73653	-69.34432	4.607784	0.003324632
2337	1	-64.31966	-68.8419	4.522245	0.003621534
2338	0	-64.39622	-68.87604	4.479818	0.003778493
2339	1	-64.372	-68.85856	4.486559	0.003753107
2340	0	-64.64659	-69.24435	4.597759	0.003358129
2341	1	-64.44357	-69.01132	4.567754	0.003460417
2342	0	-64.52771	-69.10971	4.582002	0.003411463
2343	1	-64.31909	-68.83739	4.518299	0.003635854
2344	0	-65.92286	-70.25946	4.336596	0.004360326
2345	1	-66.20149	-70.90608	4.704589	0.003017879
2346	0	-64.67886	-69.28036	4.601501	0.003345585
2347	1	-64.69186	-69.29482	4.602961	0.003340706
2348	0	-64.33019	-68.86376	4.533564	0.003580775
2349	1	-65.00419	-69.6365	4.632304	0.003244103
2350	0	-64.34133	-68.83928	4.497957	0.003710572
2351	1	-65.26964	-69.92167	4.652036	0.003180718
2352	0	-66.46096	-70.76818	4.307226	0.004490288
2353	1	-64.71528	-69.14492	4.429635	0.003972946
2354	0	-64.34073	-68.83897	4.498239	0.003709524
2355	1	-64.63009	-69.07003	4.439942	0.003932207
2356	0	-64.45098	-69.02016	4.569176	0.003455498
2357	1	-64.58232	-69.02865	4.446332	0.00390716
2358	0	-64.70167	-69.30571	4.604044	0.003337089
2359	1	-67.59162	-72.35297	4.761354	0.002851339
2360	0	-64.57024	-69.01828	4.448036	0.00390051
2361	1	-64.46425	-69.03587	4.571624	0.003447049
2362	0	-64.39163	-68.87264	4.481004	0.003774015
2363	1	-64.66949	-69.10451	4.435025	0.003951591
2364	0	-64.41381	-68.88937	4.475564	0.0037946
2365	1	-65.09252	-69.48598	4.393453	0.004119329
2366	0	-64.3191	-68.83718	4.518077	0.00363666
2367	1	-64.34244	-68.83988	4.497437	0.003712502
2368	0	-66.28439	-70.9929	4.708506	0.003006079
2369	1	-64.38745	-68.94262	4.555174	0.003504223
2370	0	-64.31912	-68.83892	4.519805	0.003630382
2371	1	-65.01954	-69.65308	4.633543	0.003240085
2372	0	-64.34265	-68.83999	4.497344	0.003712847
2373	1	-64.56115	-69.14797	4.586818	0.003395071
2374	0	-65.47035	-69.8355	4.365149	0.004237585
2375	1	-64.54865	-68.99983	4.451184	0.003888249
2376	0	-64.34215	-68.83972	4.497574	0.003711994
2377	1	-65.75963	-70.10602	4.346395	0.004317811
2378	0	-66.11738	-70.8179	4.700519	0.003030186
2379	1	-64.3294	-68.86243	4.533031	0.003582684
2380	0	-64.69094	-69.2938	4.602859	0.003341047
2381	1	-64.75376	-69.1791	4.425336	0.003990061
2382	0	-64.62131	-69.21601	4.594693	0.003368441
2383	1	-64.5474	-69.13228	4.584882	0.003401651
2384	0	-65.47542	-69.84023	4.364802	0.004239056
2385	1	-64.32604	-68.85654	4.530506	0.00359174
2386	0	-64.43127	-68.99656	4.565296	0.003468934
2387	1	-64.32109	-68.83368	4.51259	0.00365667
2388	0	-64.32068	-68.84515	4.524467	0.003613496
2389	1	-65.42947	-70.09201	4.662539	0.003147485
2390	0	-64.78556	-69.20748	4.421922	0.004003709
2391	1	-64.38082	-68.93421	4.553381	0.003510511
2392	0	-64.48535	-69.06065	4.575294	0.003434424
2393	1	-64.9871	-69.38959	4.402484	0.004082292
2394	0	-64.32691	-68.83339	4.506472	0.003679111
2395	1	-64.32016	-68.84364	4.523478	0.003617073
2396	0	-64.40451	-68.96394	4.559424	0.003489363
2397	1	-64.3191	-68.83869	4.519588	0.003631172
2398	0	-64.33046	-68.8642	4.53374	0.003580143
2399	1	-64.32035	-68.83421	4.51386	0.003652031
2400	0	-67.77438	-72.54214	4.767757	0.002833142
2401	1	-64.33412	-68.87008	4.535958	0.003572213
2402	0	-65.58371	-70.25565	4.671947	0.003118013
2403	1	-64.3851	-68.93965	4.55455	0.003506412
2404	0	-66.75465	-71.0473	4.292653	0.004556204
2405	1	-65.16966	-69.55687	4.387213	0.004145111
2406	0	-64.32574	-68.83318	4.507436	0.003675565
2407	1	-64.33099	-68.86507	4.534081	0.003578922
2408	0	-64.36336	-68.85268	4.489329	0.003742727
2409	1	-64.46174	-69.03291	4.571171	0.003448613
2410	0	-65.10583	-69.74609	4.640263	0.003218386
2411	1	-64.49565	-69.07265	4.576999	0.003428573
2412	0	-64.63351	-69.07301	4.439504	0.003933929
2413	1	-65.128	-69.51855	4.390547	0.004131314
2414	0	-65.59788	-69.95451	4.356635	0.004273819
2415	1	-64.38683	-68.86911	4.482287	0.003769175
2416	0	-64.52819	-68.98249	4.454304	0.003876136
2417	1	-64.3725	-68.85891	4.486406	0.003753681
2418	0	-65.85591	-70.54309	4.68718	0.003070877
2419	1	-64.43051	-68.90238	4.471873	0.003808631
2420	0	-65.0194	-69.65293	4.633532	0.003240121
2421	1	-64.70281	-69.13389	4.431071	0.003967244
2422	0	-64.40623	-68.88357	4.477345	0.003787847
2423	1	-64.33453	-68.83598	4.501449	0.003697636
2424	0	-65.7741	-70.45686	4.682762	0.003084472
2425	1	-64.39921	-68.95737	4.558154	0.003493796
2426	0	-65.11219	-69.75293	4.640742	0.003216843
2427	1	-66.62077	-71.34434	4.723563	0.002961156
2428	0	-64.33288	-68.83529	4.502409	0.003694088
2429	1	-64.51834	-68.9742	4.455859	0.003870113
2430	0	-64.33288	-68.83529	4.502409	0.003694088
2431	1	-65.39178	-69.7624	4.370619	0.004214469
2432	0	-64.33367	-68.86938	4.535702	0.003573127
2433	1	-64.97995	-69.61026	4.630316	0.003250558
2434	0	-65.06284	-69.45877	4.395933	0.004109125
2435	1	-64.63394	-69.07339	4.439448	0.003934149
2436	0	-65.48372	-70.14964	4.665922	0.003136855
2437	1	-64.3535	-68.84634	4.492838	0.003729616
2438	0	-64.38177	-68.86545	4.483688	0.003763899
2439	1	-64.48911	-68.94982	4.460709	0.003851388
2440	0	-64.54248	-69.12665	4.584174	0.003404061
2441	1	-65.45659	-69.82268	4.366094	0.004233583
2442	0	-64.87999	-69.50169	4.621693	0.003278709
2443	1	-65.34942	-70.0068	4.657385	0.003163749
2444	0	-64.40768	-68.96784	4.560164	0.003486783
2445	1	-64.34095	-68.88041	4.539459	0.003559729
2446	0	-64.32239	-68.8332	4.510815	0.003663166
2447	1	-65.28855	-69.66666	4.378104	0.004183041
2448	0	-64.31907	-68.83793	4.518861	0.003633811
2449	1	-64.4019	-68.9607	4.558802	0.003491534
2450	0	-65.14218	-69.78516	4.642979	0.003209658
2451	1	-65.13486	-69.52485	4.389993	0.004133605
2452	0	-65.64123	-70.31653	4.6753	0.003107577
2453	1	-64.86457	-69.27847	4.413895	0.004035977
2454	0	-67.90091	-72.14324	4.242322	0.00479139
2455	1	-64.33761	-68.87544	4.537827	0.003565541
2456	0	-64.3858	-68.86837	4.482566	0.003768124
2457	1	-64.47313	-69.04633	4.573199	0.003441626
2458	0	-64.34797	-68.843	4.495027	0.003721458
2459	1	-64.39302	-68.87366	4.480641	0.003775383
2460	0	-64.50453	-68.96263	4.458104	0.003861437
2461	1	-65.29462	-69.67227	4.377654	0.004184925
2462	0	-64.63257	-69.07219	4.439624	0.003933456
2463	1	-64.34395	-68.8407	4.496756	0.003715032
2464	0	-64.32391	-68.83305	4.50914	0.003669309
2465	1	-64.31933	-68.84044	4.521115	0.003625631
2466	0	-64.5516	-69.00235	4.450745	0.003889957
2467	1	-64.91074	-69.3202	4.409463	0.004053902
2468	0	-64.44952	-68.91751	4.46799	0.003823448
2469	1	-64.66759	-69.26781	4.600215	0.003349891
2470	0	-64.35185	-68.84532	4.493471	0.003727256
2471	1	-64.78623	-69.20808	4.421851	0.004003992
2472	0	-64.50972	-68.96697	4.45725	0.003864733
2473	1	-64.69807	-69.12969	4.431624	0.003965054
2474	0	-64.36646	-68.91558	4.549123	0.003525491
2475	1	-64.61758	-69.05915	4.441567	0.003925824
2476	0	-64.36931	-68.91932	4.550015	0.003522349
2477	1	-64.60878	-69.05151	4.442729	0.003921264
2478	0	-64.7565	-69.36635	4.609854	0.003317759
2479	1	-65.02418	-69.42342	4.399234	0.004095581
2480	0	-64.32045	-68.84449	4.524043	0.003615028
2481	1	-64.41932	-68.98209	4.562772	0.003477699
2482	0	-64.52563	-69.10732	4.581689	0.00341253
2483	1	-64.35253	-68.84574	4.49321	0.003728228
2484	0	-64.57989	-69.16926	4.589369	0.003386424
2485	1	-64.85605	-69.27078	4.414732	0.0040326
2486	0	-64.34703	-68.88917	4.542136	0.003550211
2487	1	-64.39547	-68.9527	4.557231	0.003497025
2488	0	-64.32126	-68.84666	4.525397	0.003610139
2489	1	-64.32351	-68.85167	4.528162	0.003600171
2490	0	-64.3437	-68.88442	4.540712	0.003555269
2491	1	-66.63042	-71.3544	4.723977	0.002959931
2492	0	-65.66808	-70.0202	4.352119	0.004293162
2493	1	-64.54786	-69.13281	4.584948	0.003401428
2494	0	-64.33333	-68.86884	4.535505	0.003573832
2495	1	-64.33966	-68.83842	4.498756	0.003707609
2496	0	-64.49268	-69.06919	4.576511	0.003430246
2497	1	-64.41084	-68.88709	4.476253	0.003791985
2498	0	-65.66264	-70.01511	4.352465	0.004291677
2499	1	-64.59499	-69.18635	4.591357	0.003379697
2500	0	-64.79554	-69.21642	4.420873	0.004007911
2501	1	-65.03593	-69.43415	4.398222	0.004099727
2502	0	-64.32127	-68.84669	4.525416	0.003610071
2503	1	-64.32414	-68.83305	4.508905	0.003670171
2504	0	-64.51985	-69.10066	4.580813	0.003415521
2505	1	-64.3524	-68.84566	4.493257	0.003728051
2506	0	-66.13186	-70.45657	4.324711	0.004412459
2507	1	-64.3846	-68.8675	4.482897	0.003766877
2508	0	-64.37619	-68.86149	4.485297	0.003757845
2509	1	-64.67262	-69.27341	4.600792	0.003347958
2510	0	-64.33867	-68.87704	4.538362	0.003563634
2511	1	-64.64528	-69.08329	4.438012	0.003939803
2512	0	-64.45066	-69.01977	4.569116	0.003455708
2513	1	-64.99614	-69.62779	4.631648	0.003246232
2514	0	-64.67724	-69.27856	4.601318	0.003346197
2515	1	-64.35171	-68.8957	4.543998	0.003543608
2516	0	-64.33483	-68.83611	4.501281	0.003698259
2517	1	-65.36139	-70.01956	4.658169	0.003161269
2518	0	-64.33539	-68.83636	4.500969	0.003699412
2519	1	-66.04302	-70.73986	4.696836	0.003041366
2520	0	-64.34212	-68.83971	4.497585	0.003711952
2521	1	-64.59619	-69.1877	4.591512	0.003379174
2522	0	-64.34842	-68.89112	4.542703	0.0035482
2523	1	-64.32688	-68.83338	4.506496	0.003679021
2524	0	-66.60981	-71.33291	4.723092	0.002962552
2525	1	-64.55354	-69.00399	4.450459	0.003891067
2526	0	-65.16665	-69.5541	4.387452	0.004144123
2527	1	-65.05662	-69.6931	4.636481	0.003230581
2528	0	-64.33541	-68.87209	4.536673	0.003569659
2529	1	-64.64064	-69.07924	4.438597	0.003937498
2530	0	-64.43944	-68.90945	4.470011	0.00381573
2531	1	-66.82513	-71.11441	4.289279	0.004571604
2532	0	-64.81514	-69.23398	4.418845	0.004016047
2533	1	-64.77654	-69.19941	4.422879	0.003999878
2534	0	-64.42244	-68.89606	4.473619	0.003801987
2535	1	-65.36492	-70.02331	4.658399	0.003160543
2536	0	-64.35033	-68.8444	4.494069	0.003725026
2537	1	-65.61866	-70.29265	4.673994	0.003111638
2538	0	-64.40651	-68.88379	4.477278	0.003788103
2539	1	-65.1526	-69.54117	4.388569	0.004139496
2540	0	-64.55077	-69.00164	4.450868	0.003889478
2541	1	-65.16226	-69.55006	4.3878	0.004142681
2542	0	-67.53593	-71.79335	4.25742	0.004719594
2543	1	-65.68311	-70.03428	4.351167	0.004297252
2544	0	-64.47084	-69.04364	4.572798	0.003443006
2545	1	-64.32043	-68.83415	4.513717	0.003652552
2546	0	-65.7935	-70.13782	4.34432	0.004326778
2547	1	-64.31924	-68.8363	4.517058	0.003640369
2548	0	-66.3318	-70.64573	4.313928	0.004460297
2549	1	-64.51899	-69.09968	4.580683	0.003415966
2550	0	-64.4509	-68.91862	4.467718	0.00382449
2551	1	-64.52078	-68.97625	4.455471	0.003871618
2552	0	-64.75342	-69.17879	4.425374	0.003989909
2553	1	-64.63987	-69.23682	4.596956	0.003360828
2554	0	-64.42382	-68.98756	4.56374	0.003474336
2555	1	-65.99345	-70.68779	4.694335	0.003048984
2556	0	-65.36681	-70.02533	4.658523	0.003160153
2557	1	-65.18658	-69.83279	4.646212	0.003199298
2558	0	-64.32994	-68.83421	4.504272	0.003687214
2559	1	-64.48205	-69.05679	4.574737	0.003436338
2560	0	-64.31909	-68.83735	4.518261	0.003635992
2561	1	-64.35455	-68.84699	4.49244	0.0037311
2562	0	-64.46244	-69.03373	4.571297	0.003448178
2563	1	-64.38178	-68.86546	4.483685	0.00376391
2564	0	-64.32006	-68.83453	4.514469	0.003649807
2565	1	-64.5946	-69.03924	4.444639	0.00391378
2566	0	-64.49967	-69.07732	4.577649	0.003426344
2567	1	-66.72863	-71.02254	4.29391	0.004550481
2568	0	-64.47926	-68.9417	4.462435	0.003844747
2569	1	-64.31933	-68.84043	4.5211	0.003625683
2570	0	-64.74837	-69.35738	4.609017	0.003320535
2571	1	-64.36354	-68.91172	4.54818	0.003528817
2572	0	-64.45948	-69.03024	4.570758	0.003450038
2573	1	-64.32298	-68.8331	4.510121	0.003665711
2574	0	-64.37327	-68.92449	4.551215	0.003518126
2575	1	-64.45195	-69.02131	4.56936	0.003454864
2576	0	-67.40677	-71.66972	4.262949	0.004693573
2577	1	-64.44155	-68.91113	4.469582	0.003817367
2578	0	-65.04578	-69.44316	4.397379	0.004103187
2579	1	-65.0585	-69.69513	4.636628	0.003230107
2580	0	-64.70601	-69.31053	4.60452	0.003335502
2581	1	-64.49855	-68.95765	4.459101	0.003857587
2582	0	-64.38843	-68.87028	4.481855	0.003770804
2583	1	-64.32972	-68.83414	4.504421	0.003686663
2584	0	-64.55783	-69.00766	4.449829	0.003893522
2585	1	-67.73127	-71.98052	4.249248	0.00475832
2586	0	-65.50798	-70.17539	4.667408	0.003132198
2587	1	-64.51666	-68.97279	4.456127	0.003869076
2588	0	-65.47468	-69.83953	4.364853	0.00423884
2589	1	-64.3458	-68.84174	4.495945	0.003718046
2590	0	-66.49095	-70.79665	4.305697	0.004497159
2591	1	-65.5099	-70.17742	4.667525	0.003131832
2592	0	-64.31912	-68.83703	4.517909	0.003637272
2593	1	-64.41592	-68.891	4.47508	0.003796439
2594	0	-64.32086	-68.83381	4.512951	0.003655349
2595	1	-64.47621	-69.04995	4.573736	0.003439779
2596	0	-64.48815	-68.94903	4.460875	0.003850749
2597	1	-64.34119	-68.88076	4.539572	0.003559326
2598	0	-64.74306	-69.16957	4.426513	0.003985369
2599	1	-64.70107	-69.13235	4.431273	0.003966442
2600	0	-64.50315	-69.08136	4.578208	0.00342443
2601	1	-66.48553	-70.79151	4.305973	0.004495921
2602	0	-64.54979	-69.0008	4.451015	0.003888908
2603	1	-65.74676	-70.09395	4.347188	0.004314384
2604	0	-64.3431	-68.88355	4.540446	0.003556217
2605	1	-66.57691	-71.29858	4.72167	0.002966768
2606	0	-64.33121	-68.86543	4.534221	0.003578422
2607	1	-64.36577	-68.8543	4.48853	0.003745717
2608	0	-64.97182	-69.37567	4.403849	0.004076725
2609	1	-66.07764	-70.7762	4.698561	0.003036124
2610	0	-65.09798	-69.49099	4.393001	0.004121188
2611	1	-64.73045	-69.33759	4.607144	0.003326762
2612	0	-64.34487	-68.8861	4.541224	0.003553451
2613	1	-64.35343	-68.84629	4.492865	0.003729515
2614	0	-64.51255	-69.09224	4.579689	0.003419364
2615	1	-64.37997	-68.86417	4.484197	0.003761981
2616	0	-64.3511	-68.84486	4.493765	0.003726158
2617	1	-64.68442	-69.28655	4.602129	0.003343486
2618	0	-64.33963	-68.87846	4.538829	0.00356197
2619	1	-64.3232	-68.83308	4.509882	0.003666585
2620	0	-64.33963	-68.87846	4.538829	0.00356197
2621	1	-64.68845	-69.29103	4.60258	0.003341978
2622	0	-64.37388	-68.92527	4.551394	0.003517495
2623	1	-64.81009	-69.22946	4.419363	0.004013966
2624	0	-64.31962	-68.84177	4.522146	0.003621892
2625	1	-66.7995	-71.09	4.290501	0.004566021
2626	0	-64.75641	-69.18146	4.425047	0.003991214
2627	1	-65.24543	-69.89579	4.650367	0.003186032
2628	0	-69.02074	-73.22063	4.199889	0.00499908
2629	1	-64.3197	-68.84207	4.522369	0.003621087
2630	0	-64.52457	-69.1061	4.581529	0.003413075
2631	1	-64.57333	-69.16181	4.588486	0.003389412
2632	0	-64.31915	-68.83677	4.517621	0.003638319
2633	1	-64.69242	-69.1247	4.432286	0.003962427
2634	0	-64.87642	-69.49779	4.621371	0.003279766
2635	1	-64.49754	-69.07484	4.577305	0.003427523
2636	0	-64.34923	-68.89226	4.543029	0.003547041
2637	1	-64.32263	-68.84982	4.527192	0.003603664
2638	0	-64.41654	-68.89148	4.474941	0.003796966
2639	1	-65.2939	-69.94759	4.653687	0.003175471
2640	0	-64.56197	-69.0112	4.449225	0.003895872
2641	1	-64.85602	-69.27075	4.414735	0.004032586
2642	0	-66.29999	-70.6156	4.315609	0.004452805
2643	1	-64.46194	-68.92754	4.465601	0.003832593
2644	0	-64.31998	-68.83463	4.514654	0.00364913
2645	1	-65.00066	-69.40195	4.401286	0.004087187
2646	0	-67.7011	-71.95159	4.250496	0.004752385
2647	1	-64.81279	-69.42823	4.61544	0.003299276
2648	0	-66.59093	-70.8916	4.30067	0.004519825
2649	1	-64.39408	-68.87445	4.480365	0.003776425
2650	0	-64.5119	-68.9688	4.456895	0.003866105
2651	1	-64.50525	-68.96323	4.457985	0.003861896
2652	0	-64.51472	-68.97116	4.456439	0.003867869
2653	1	-65.97873	-70.67232	4.693584	0.003051273
2654	0	-64.41857	-68.89305	4.474481	0.003798712
2655	1	-64.34546	-68.88693	4.541474	0.003552561
2656	0	-66.16108	-70.86373	4.702646	0.003023748
2657	1	-64.43436	-69.00028	4.565925	0.00346675
2658	0	-65.4247	-70.08694	4.662238	0.003148434
2659	1	-66.92447	-71.66065	4.736176	0.002924043
2660	0	-64.43194	-68.99737	4.565433	0.003468456
2661	1	-64.34407	-68.84077	4.496701	0.003715236
2662	0	-66.03124	-70.36159	4.330348	0.004387656
2663	1	-65.20567	-69.59006	4.384394	0.004156815
2664	0	-64.57725	-69.02429	4.447043	0.003904385
2665	1	-65.87249	-70.56055	4.68806	0.003068177
2666	0	-64.63641	-69.23295	4.596539	0.003362228
2667	1	-65.70472	-70.05453	4.349807	0.004303102
2668	0	-64.31991	-68.84283	4.522915	0.003619108
2669	1	-64.66707	-69.10239	4.435318	0.003950431
2670	0	-64.31908	-68.83828	4.519202	0.003632571
2671	1	-64.35382	-68.84653	4.492717	0.003730065
2672	0	-65.46637	-69.83179	4.365422	0.004236428
2673	1	-66.31699	-71.02702	4.710023	0.003001524
2674	0	-64.34082	-68.83902	4.498196	0.003709687
2675	1	-64.91937	-69.54455	4.625179	0.003267302
2676	0	-64.32042	-68.83415	4.513732	0.003652496
2677	1	-64.6417	-69.08016	4.438463	0.003938027
2678	0	-64.35073	-68.89436	4.543622	0.003544939
2679	1	-64.67956	-69.11337	4.433812	0.003956388
2680	0	-64.98591	-69.3885	4.40259	0.004081861
2681	1	-64.60352	-69.19597	4.592454	0.00337599
2682	0	-64.43415	-69.00004	4.565884	0.003466893
2683	1	-64.31907	-68.83788	4.518807	0.003634006
2684	0	-65.07201	-69.46718	4.395161	0.004112298
2685	1	-64.33205	-68.83496	4.502912	0.003692232
2686	0	-64.44794	-68.91624	4.468301	0.003822259
2687	1	-64.34707	-68.84247	4.495406	0.00372005
2688	0	-65.20539	-69.58981	4.384415	0.004156726
2689	1	-64.41663	-68.89155	4.47492	0.003797046
2690	0	-64.64156	-69.08004	4.438481	0.003937955
2691	1	-64.63813	-69.07704	4.438916	0.003936246
2692	0	-65.64459	-70.32008	4.675493	0.003106976
2693	1	-65.79335	-70.47716	4.683813	0.003081232
2694	0	-66.8719	-71.15896	4.287064	0.004581739
2695	1	-65.98711	-70.31998	4.332869	0.004376608
2696	0	-64.64002	-69.237	4.596974	0.003360765
2697	1	-64.35159	-68.89554	4.543953	0.003543767
2698	0	-65.14292	-69.78596	4.643033	0.003209483
2699	1	-64.70878	-69.13916	4.430382	0.003969981
2700	0	-64.45531	-68.92218	4.466862	0.003827763
2701	1	-64.31936	-68.84062	4.521259	0.003625109
2702	0	-64.5677	-69.15543	4.587721	0.003392007
2703	1	-64.77632	-69.19922	4.422902	0.003999785
