Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
5240	0	-64.487	-69.06257	4.57557	0.003433475
5241	1	-64.33806	-68.87612	4.538056	0.003564725
5242	0	-65.31409	-69.96913	4.655044	0.003171164
5243	1	-64.44336	-69.01107	4.567713	0.003460557
5244	0	-65.2476	-69.89811	4.650517	0.003185552
5245	1	-64.85944	-69.27384	4.414398	0.004033947
5246	0	-64.53251	-68.98614	4.453633	0.003878739
5247	1	-65.15935	-69.54738	4.388031	0.004141722
5248	0	-65.129	-69.51947	4.390467	0.004131648
5249	1	-64.71477	-69.14446	4.429694	0.003972711
5250	0	-65.87679	-70.56507	4.688287	0.003067479
5251	1	-64.8925	-69.51531	4.622814	0.003275038
5252	0	-64.50754	-69.08644	4.578903	0.003422049
5253	1	-64.41507	-68.89035	4.475274	0.003795701
5254	0	-65.33356	-69.9899	4.65634	0.003167059
5255	1	-64.41937	-68.98216	4.562784	0.003477657
5256	0	-64.334	-68.86989	4.535889	0.00357246
5257	1	-64.6087	-69.05144	4.44274	0.00392122
5258	0	-64.32352	-68.83306	4.509532	0.003667869
5259	1	-65.00873	-69.6414	4.632672	0.00324291
5260	0	-64.47326	-69.04649	4.573223	0.003441544
5261	1	-64.91971	-69.32833	4.408622	0.004057313
5262	0	-64.3727	-68.92374	4.551044	0.003518727
5263	1	-64.39353	-68.95027	4.556744	0.003498727
5264	0	-64.35044	-68.89395	4.543509	0.003545341
5265	1	-66.56085	-70.86303	4.302171	0.004513045
5266	0	-64.40715	-68.88427	4.477124	0.003788684
5267	1	-64.65361	-69.09058	4.436972	0.003943902
5268	0	-64.84055	-69.25682	4.416272	0.004026393
5269	1	-64.51934	-69.10007	4.580735	0.003415787
5270	0	-64.84836	-69.46716	4.618801	0.003288205
5271	1	-64.3435	-68.84046	4.496956	0.003714287
5272	0	-64.44859	-68.91676	4.468173	0.003822751
5273	1	-65.58197	-69.93964	4.357675	0.004269379
5274	0	-64.50704	-69.08586	4.578825	0.003422318
5275	1	-65.89354	-70.58271	4.68917	0.003064772
5276	0	-64.64093	-69.07949	4.43856	0.003937644
5277	1	-64.31955	-68.84149	4.521939	0.003622642
5278	0	-66.16653	-70.86944	4.702909	0.003022952
5279	1	-66.34199	-70.65538	4.313392	0.004462687
5280	0	-64.31927	-68.83616	4.516892	0.003640973
5281	1	-64.39933	-68.95752	4.558183	0.003493694
5282	0	-64.42434	-68.89754	4.473203	0.00380357
5283	1	-65.753	-70.0998	4.346803	0.004316046
5284	0	-65.05344	-69.68968	4.636232	0.003231385
5285	1	-64.33526	-68.8363	4.501044	0.003699136
5286	0	-64.63002	-69.22578	4.595763	0.003364839
5287	1	-65.2022	-69.58686	4.384663	0.004155696
5288	0	-64.90846	-69.53268	4.624225	0.003270419
5289	1	-64.62776	-69.22324	4.595486	0.003365769
5290	0	-64.7236	-69.33002	4.606416	0.003329182
5291	1	-65.84643	-70.18755	4.341123	0.004340633
5292	0	-64.70925	-69.31412	4.604872	0.003334328
5293	1	-64.45072	-68.91847	4.467754	0.003824352
5294	0	-64.32622	-68.85688	4.53066	0.003591189
5295	1	-65.05268	-69.44947	4.396792	0.004105595
5296	0	-64.65304	-69.09008	4.437044	0.003943622
5297	1	-65.45373	-69.82002	4.366291	0.004232749
5298	0	-65.19242	-69.83905	4.64663	0.003197959
5299	1	-64.43282	-68.99844	4.565614	0.003467831
5300	0	-64.32192	-68.83332	4.511397	0.003661035
5301	1	-66.7705	-71.06239	4.291891	0.00455968
5302	0	-64.71729	-69.32303	4.605741	0.003331431
5303	1	-68.98499	-73.79115	4.80616	0.002726402
5304	0	-64.31909	-68.83858	4.519492	0.003631519
5305	1	-66.52057	-71.23978	4.719209	0.002974079
5306	0	-64.33389	-68.8357	4.501818	0.003696274
5307	1	-64.4931	-69.06969	4.576581	0.003430004
5308	0	-64.35403	-68.84667	4.492635	0.003730372
5309	1	-65.54899	-70.21888	4.669884	0.003124451
5310	0	-64.32267	-68.83315	4.510476	0.00366441
5311	1	-64.32947	-68.83406	4.504588	0.003686049
5312	0	-64.39497	-68.95208	4.557107	0.003497457
5313	1	-65.05151	-69.68759	4.63608	0.003231876
5314	0	-64.35201	-68.89613	4.544115	0.003543193
5315	1	-64.42041	-68.98342	4.563009	0.003476877
5316	0	-64.33702	-68.83711	4.500098	0.003702635
5317	1	-65.46613	-69.83157	4.365438	0.004236361
5318	0	-64.34125	-68.83925	4.497991	0.003710445
5319	1	-64.39245	-68.87324	4.480788	0.003774827
5320	0	-64.97604	-69.37951	4.403471	0.004078267
5321	1	-64.41087	-68.97177	4.560896	0.00348423
5322	0	-64.8335	-69.25048	4.41698	0.004023545
5323	1	-64.67556	-69.27669	4.601128	0.003346836
5324	0	-64.32414	-68.85294	4.528799	0.003597879
5325	1	-65.12736	-69.51796	4.3906	0.004131098
5326	0	-64.65827	-69.25741	4.599135	0.003353511
5327	1	-64.92755	-69.55344	4.625887	0.003264986
5328	0	-64.59422	-69.03891	4.444692	0.003913576
5329	1	-64.31924	-68.83993	4.520693	0.003627161
5330	0	-65.16538	-69.81006	4.644679	0.003204206
5331	1	-64.31946	-68.83557	4.516103	0.003643847
5332	0	-64.53896	-68.9916	4.452644	0.003882577
5333	1	-64.50902	-69.08816	4.579137	0.003421249
5334	0	-64.35188	-68.84534	4.493459	0.003727299
5335	1	-65.2967	-69.6742	4.3775	0.00418557
5336	0	-65.2826	-69.93552	4.652921	0.003177906
5337	1	-64.39531	-68.87536	4.480049	0.00377762
5338	0	-64.33978	-68.83848	4.498701	0.003707813
5339	1	-65.75209	-70.43364	4.681552	0.003088208
5340	0	-64.60243	-69.04601	4.443579	0.003917931
5341	1	-64.38513	-68.93969	4.554557	0.003506386
5342	0	-65.13068	-69.52101	4.390331	0.00413221
5343	1	-64.46919	-69.0417	4.572507	0.003444007
5344	0	-64.56867	-69.15653	4.587854	0.003391557
5345	1	-65.58897	-69.94619	4.357216	0.004271336
5346	0	-64.61943	-69.21389	4.594459	0.003369228
5347	1	-66.75341	-71.48259	4.729175	0.002944585
5348	0	-64.42851	-68.90081	4.4723	0.003807005
5349	1	-64.35439	-68.89939	4.545005	0.00354004
5350	0	-64.59056	-69.03575	4.445192	0.003911618
5351	1	-64.38418	-68.93848	4.554302	0.003507282
5352	0	-64.33285	-68.83528	4.502428	0.003694017
5353	1	-64.59789	-69.04208	4.444192	0.00391553
5354	0	-64.33349	-68.83554	4.502048	0.003695423
5355	1	-64.68181	-69.28365	4.601836	0.003344467
5356	0	-65.80824	-70.15167	4.343424	0.004330656
5357	1	-65.02768	-69.42661	4.398932	0.004096819
5358	0	-64.53163	-68.9854	4.453769	0.003878211
5359	1	-64.32106	-68.83369	4.51263	0.003656526
5360	0	-65.00295	-69.40403	4.401085	0.004088008
5361	1	-64.71413	-69.14389	4.429767	0.00397242
5362	0	-66.49457	-70.80009	4.305513	0.004497987
5363	1	-65.13762	-69.78027	4.642641	0.003210741
5364	0	-64.40582	-68.88326	4.477443	0.003787477
5365	1	-64.3871	-68.94218	4.555081	0.003504549
5366	0	-64.32446	-68.83306	4.508601	0.003671285
5367	1	-65.24278	-69.62432	4.381545	0.004168675
5368	0	-64.66682	-69.26694	4.600126	0.003350189
5369	1	-64.32307	-68.85077	4.527693	0.003601858
5370	0	-64.33022	-68.8343	4.504083	0.003687912
5371	1	-64.56217	-69.01137	4.449197	0.003895984
5372	0	-64.31981	-68.83487	4.515058	0.003647658
5373	1	-66.32592	-71.03635	4.710436	0.003000285
5374	0	-64.31911	-68.83889	4.519778	0.003630482
5375	1	-64.3854	-68.86808	4.482676	0.00376771
5376	0	-67.90487	-72.14704	4.242163	0.004792156
5377	1	-64.69613	-69.12798	4.43185	0.003964154
5378	0	-64.34935	-68.84382	4.494462	0.003723563
5379	1	-64.32702	-68.85831	4.531296	0.003588904
5380	0	-64.46738	-69.03956	4.572184	0.00344512
5381	1	-65.17524	-69.82064	4.645394	0.003201914
5382	0	-64.34492	-68.88616	4.541243	0.003553383
5383	1	-65.07798	-69.71612	4.638138	0.003225233
5384	0	-64.31913	-68.83691	4.517776	0.003637755
5385	1	-64.32148	-68.8472	4.52572	0.003608971
5386	0	-64.35536	-68.8475	4.492142	0.003732212
5387	1	-64.65989	-69.09609	4.436197	0.003946961
5388	0	-64.76605	-69.19005	4.424003	0.003995385
5389	1	-64.49032	-68.95082	4.460501	0.003852189
5390	0	-64.84335	-69.25935	4.415992	0.004027522
5391	1	-64.52321	-68.97829	4.455086	0.003873107
5392	0	-64.33451	-68.83597	4.501461	0.003697593
5393	1	-64.36873	-68.85631	4.487579	0.003749282
5394	0	-64.83939	-69.25578	4.416388	0.004025927
5395	1	-65.33817	-69.99481	4.656644	0.003166094
5396	0	-66.46337	-71.18004	4.716675	0.002981624
5397	1	-65.39661	-69.76689	4.370277	0.00421591
5398	0	-65.78706	-70.13177	4.344713	0.004325078
5399	1	-65.6159	-69.97137	4.355465	0.004278824
5400	0	-64.72159	-69.15051	4.428917	0.003975799
5401	1	-64.47065	-69.04342	4.572765	0.003443119
5402	0	-66.12313	-70.44833	4.325194	0.004410328
5403	1	-65.50675	-70.17409	4.667333	0.003132432
5404	0	-64.64204	-69.08046	4.438421	0.003938194
5405	1	-64.66635	-69.10175	4.435407	0.003950082
5406	0	-68.01808	-72.7941	4.776015	0.002809842
5407	1	-64.5035	-69.08176	4.578263	0.003424242
5408	0	-64.45744	-69.02782	4.570383	0.003451331
5409	1	-64.62654	-69.22187	4.595337	0.003366272
5410	0	-64.48385	-69.05889	4.575041	0.003435293
5411	1	-64.37959	-68.86389	4.484308	0.003761564
5412	0	-64.71376	-69.14357	4.429809	0.003972254
5413	1	-65.0091	-69.6418	4.632702	0.003242814
5414	0	-65.19165	-69.57713	4.385485	0.004152282
5415	1	-64.31932	-68.84038	4.521065	0.003625811
5416	0	-64.50103	-68.95972	4.458686	0.00385919
5417	1	-64.39731	-68.87685	4.479542	0.003779535
5418	0	-65.08037	-69.7187	4.638322	0.003224638
5419	1	-65.04915	-69.68505	4.635895	0.003232473
5420	0	-65.64783	-70.32351	4.67568	0.003106396
5421	1	-64.40492	-68.88258	4.47766	0.003786657
5422	0	-64.3516	-68.84517	4.493568	0.003726895
5423	1	-65.4395	-69.80678	4.367275	0.004228586
5424	0	-65.03509	-69.66987	4.634785	0.003236066
5425	1	-67.46608	-71.72648	4.260397	0.004705565
5426	0	-65.16086	-69.80521	4.644349	0.003205262
5427	1	-64.78854	-69.40161	4.613076	0.003307085
5428	0	-64.453	-68.92031	4.467309	0.003826053
5429	1	-64.46683	-69.03891	4.572087	0.003445457
5430	0	-64.34128	-68.8809	4.539614	0.003559175
5431	1	-64.39191	-68.87284	4.48093	0.003774291
5432	0	-64.45523	-68.92211	4.466878	0.003827703
5433	1	-64.34043	-68.87965	4.539216	0.003560593
5434	0	-64.87355	-69.28657	4.413019	0.004039512
5435	1	-64.66942	-69.26984	4.600425	0.003349187
5436	0	-65.32155	-69.69722	4.375672	0.004193228
5437	1	-64.43973	-69.00673	4.567	0.003463027
5438	0	-64.87407	-69.28704	4.412969	0.004039715
5439	1	-66.75129	-71.48037	4.729086	0.002944846
5440	0	-64.49259	-68.95271	4.460111	0.003853693
5441	1	-64.41486	-68.89018	4.475322	0.003795519
5442	0	-64.49259	-68.95271	4.460111	0.003853693
5443	1	-65.7998	-70.14374	4.343937	0.004328436
5444	0	-64.42523	-68.89824	4.473008	0.003804313
5445	1	-64.32905	-68.86184	4.53279	0.003583548
5446	0	-64.35346	-68.89812	4.54466	0.003541262
5447	1	-64.66786	-69.10308	4.435222	0.003950811
5448	0	-64.35346	-68.89812	4.54466	0.003541262
5449	1	-65.89612	-70.58542	4.689305	0.003064357
5450	0	-64.58289	-69.17265	4.589768	0.003385072
5451	1	-64.79313	-69.40666	4.613528	0.003305591
5452	0	-64.49314	-69.06973	4.576587	0.003429985
5453	1	-66.99501	-71.27633	4.281322	0.004608124
5454	0	-65.60472	-70.2779	4.673181	0.003114168
5455	1	-65.26569	-69.6455	4.379813	0.004175902
5456	0	-64.48227	-69.05705	4.574774	0.003436211
5457	1	-64.36165	-68.90921	4.547556	0.00353102
5458	0	-64.76923	-69.19289	4.42366	0.003996754
5459	1	-64.44862	-68.91679	4.468167	0.003822772
5460	0	-64.44745	-69.01595	4.568503	0.003457824
5461	1	-64.5274	-69.10935	4.581955	0.003411623
5462	0	-64.44202	-69.00947	4.567451	0.003461465
5463	1	-64.51418	-69.09412	4.579941	0.003418501
5464	0	-64.59459	-69.18589	4.591304	0.003379875
5465	1	-66.44661	-70.75458	4.307961	0.00448699
5466	0	-65.4756	-69.84039	4.364791	0.004239106
5467	1	-64.80529	-69.22515	4.419859	0.004011975
5468	0	-64.35664	-68.90246	4.54582	0.003537154
5469	1	-64.4491	-68.91717	4.468072	0.003823135
5470	0	-64.70735	-69.31201	4.604665	0.003335017
5471	1	-64.33934	-68.83825	4.498918	0.003707009
5472	0	-64.40393	-68.88183	4.4779	0.003785745
5473	1	-65.41954	-69.78821	4.368666	0.004222711
5474	0	-64.32667	-68.85769	4.531021	0.003589891
5475	1	-64.31947	-68.84111	4.52164	0.003623726
5476	0	-64.32497	-68.83309	4.508121	0.003673048
5477	1	-64.47913	-69.05337	4.574238	0.003438052
5478	0	-65.56383	-70.2346	4.67077	0.003121687
5479	1	-64.37916	-68.86359	4.484432	0.003761098
5480	0	-65.8391	-70.18066	4.341562	0.004338726
5481	1	-64.62855	-69.22414	4.595584	0.00336544
5482	0	-66.26636	-70.97403	4.707662	0.003008618
5483	1	-64.3949	-68.87506	4.480154	0.003777221
5484	0	-65.79358	-70.1379	4.344315	0.004326799
5485	1	-64.4916	-68.95188	4.460282	0.003853034
5486	0	-64.32796	-68.85997	4.53201	0.003586342
5487	1	-65.85866	-70.54598	4.687326	0.003070428
5488	0	-64.3193	-68.83604	4.516733	0.003641554
5489	1	-66.18317	-70.88688	4.703711	0.00302053
5490	0	-64.90173	-69.31205	4.410314	0.004050454
5491	1	-64.31907	-68.83818	4.51911	0.003632905
5492	0	-64.48306	-68.94482	4.461764	0.00384733
5493	1	-64.31956	-68.83533	4.51577	0.00364506
5494	0	-64.52719	-68.98165	4.454459	0.003875535
5495	1	-64.34144	-68.88113	4.539689	0.00355891
5496	0	-64.57956	-69.02628	4.446719	0.00390565
5497	1	-64.38419	-68.8672	4.483011	0.003766448
5498	0	-66.42828	-71.14338	4.715103	0.002986315
5499	1	-67.33714	-72.08924	4.752109	0.002877823
5500	0	-64.64628	-69.08416	4.437887	0.003940296
5501	1	-65.36349	-70.0218	4.658306	0.003160836
5502	0	-64.70019	-69.13156	4.431377	0.003966033
5503	1	-64.43952	-68.90951	4.469995	0.003815792
5504	0	-64.3419	-68.83959	4.49769	0.003711564
5505	1	-64.4613	-68.92702	4.465721	0.003832133
5506	0	-64.34138	-68.83931	4.497932	0.003710665
5507	1	-64.69118	-69.29406	4.602885	0.003340959
5508	0	-65.86753	-70.2074	4.339862	0.004346108
5509	1	-64.56877	-69.15663	4.587867	0.003391514
5510	0	-64.40942	-68.96999	4.560564	0.003485386
5511	1	-64.51476	-68.97119	4.456433	0.003867894
5512	0	-64.37805	-68.8628	4.484752	0.003759895
5513	1	-65.17869	-69.82433	4.645643	0.003201118
5514	0	-65.50961	-70.17712	4.667508	0.003131886
5515	1	-64.39276	-68.94931	4.55655	0.003499404
5516	0	-64.54508	-68.9968	4.451718	0.003886174
5517	1	-64.3402	-68.8387	4.498495	0.003708578
5518	0	-64.75687	-69.36676	4.609892	0.003317631
5519	1	-64.62971	-69.22543	4.595725	0.003364966
5520	0	-65.69677	-70.37523	4.678465	0.003097755
5521	1	-64.90144	-69.52505	4.623607	0.00327244
5522	0	-64.46922	-69.04173	4.572512	0.003443992
5523	1	-64.5228	-68.97795	4.45515	0.00387286
5524	0	-64.64883	-69.24685	4.598025	0.003357237
5525	1	-64.36738	-68.85539	4.488007	0.003747675
5526	0	-64.52618	-68.9808	4.454618	0.003874921
5527	1	-64.49574	-68.95531	4.459576	0.003855756
5528	0	-64.32645	-68.83329	4.506849	0.003677724
5529	1	-64.80933	-69.22877	4.419442	0.004013649
5530	0	-67.83753	-72.60745	4.769926	0.002827003
5531	1	-64.33203	-68.83495	4.502927	0.003692176
5532	0	-64.63108	-69.07089	4.439816	0.003932705
5533	1	-64.59895	-69.043	4.444048	0.003916096
5534	0	-64.42798	-68.99259	4.564615	0.003471295
5535	1	-64.32061	-68.834	4.513389	0.003653751
5536	0	-64.42314	-68.8966	4.473466	0.003802569
5537	1	-64.98335	-69.38617	4.402818	0.004080931
5538	0	-64.49785	-68.95707	4.459219	0.003857133
5539	1	-64.85114	-69.26636	4.415218	0.004030641
5540	0	-64.34296	-68.84016	4.497199	0.003713385
5541	1	-64.40126	-68.87981	4.478554	0.003783272
5542	0	-64.63376	-69.07323	4.439472	0.003934055
5543	1	-64.3191	-68.8387	4.519604	0.003631112
5544	0	-65.42082	-69.78939	4.368576	0.004223088
5545	1	-66.69925	-70.99459	4.295337	0.004543994
5546	0	-64.5414	-69.12541	4.584018	0.003404593
5547	1	-65.06065	-69.45676	4.396118	0.004108366
5548	0	-64.63187	-69.07159	4.439714	0.003933105
5549	1	-64.89894	-69.30952	4.410579	0.004049381
5550	0	-64.44933	-68.91736	4.468026	0.003823312
5551	1	-64.34664	-68.84222	4.495587	0.003719378
5552	0	-66.74793	-71.47687	4.728946	0.002945259
5553	1	-64.59194	-69.1829	4.59096	0.003381038
5554	0	-64.33908	-68.87764	4.538563	0.003562918
5555	1	-67.2387	-71.50901	4.270304	0.00465918
5556	0	-65.06359	-69.70061	4.637024	0.003228827
5557	1	-64.39186	-68.94818	4.55632	0.003500211
5558	0	-64.34211	-68.8397	4.497589	0.003711938
5559	1	-65.03817	-69.6732	4.635029	0.003235276
5560	0	-64.34009	-68.87915	4.539054	0.003561169
5561	1	-64.33533	-68.87196	4.536628	0.003569819
5562	0	-64.33063	-68.86448	4.533851	0.003579747
5563	1	-64.34841	-68.89111	4.542701	0.003548205
5564	0	-64.50006	-69.07777	4.577712	0.003426128
5565	1	-64.49702	-68.95638	4.459359	0.003856593
5566	0	-68.54847	-72.76563	4.217159	0.004913487
5567	1	-64.44935	-69.01822	4.568868	0.003456564
5568	0	-64.39265	-68.87339	4.480737	0.003775023
5569	1	-66.49084	-70.79654	4.305703	0.004497134
5570	0	-65.21936	-69.8679	4.648543	0.003191847
5571	1	-65.47173	-69.83678	4.365055	0.004237984
5572	0	-64.55992	-69.00944	4.449523	0.003894711
5573	1	-64.7792	-69.39135	4.612149	0.003310153
5574	0	-64.3289	-68.86158	4.532683	0.00358393
5575	1	-64.39168	-68.94795	4.556274	0.003500371
5576	0	-64.36017	-68.85059	4.490415	0.003738663
5577	1	-64.4052	-68.96478	4.559585	0.003488801
5578	0	-64.5554	-69.14142	4.586016	0.003397798
5579	1	-65.65326	-70.32926	4.675992	0.003105427
5580	0	-66.47274	-71.18983	4.717092	0.002980379
5581	1	-64.31911	-68.83716	4.51805	0.00363676
5582	0	-64.58433	-69.17429	4.589959	0.003384424
5583	1	-66.2715	-70.58863	4.317125	0.004446059
5584	0	-64.32958	-68.86273	4.533152	0.003582251
5585	1	-64.92162	-69.33006	4.408444	0.004058037
5586	0	-64.90812	-69.53232	4.624195	0.003270515
5587	1	-64.32878	-68.83385	4.505077	0.003684248
5588	0	-64.31908	-68.83748	4.518396	0.0036355
5589	1	-65.50456	-69.86738	4.362824	0.004247452
5590	0	-65.22209	-69.60521	4.383126	0.004162088
5591	1	-64.7138	-69.1436	4.429805	0.003972271
5592	0	-65.09628	-69.48943	4.393142	0.00412061
5593	1	-64.61615	-69.2102	4.594051	0.003370605
5594	0	-64.894	-69.30505	4.41105	0.004047473
5595	1	-64.37257	-68.92358	4.551006	0.00351886
5596	0	-64.32297	-68.8331	4.510139	0.003665645
5597	1	-65.06386	-69.7009	4.637045	0.00322876
5598	0	-65.08309	-69.47733	4.394235	0.004116106
5599	1	-64.75934	-69.36949	4.610144	0.003316794
5600	0	-69.61863	-73.79774	4.179102	0.005104083
5601	1	-64.85156	-69.26674	4.415176	0.00403081
5602	0	-64.46916	-68.93342	4.464261	0.003837735
5603	1	-64.52878	-68.98299	4.454212	0.003876494
5604	0	-64.46916	-68.93342	4.464261	0.003837735
5605	1	-64.33598	-68.83663	4.500647	0.003700603
5606	0	-64.32009	-68.8434	4.523314	0.003617666
5607	1	-64.33177	-68.86634	4.534571	0.003577172
5608	0	-64.32009	-68.8434	4.523314	0.003617666
5609	1	-64.53291	-69.11569	4.582776	0.003408824
5610	0	-64.44187	-68.91139	4.469516	0.003817621
5611	1	-64.32487	-68.85435	4.529486	0.003595407
5612	0	-64.97123	-69.60082	4.629593	0.003252911
5613	1	-67.80228	-72.04861	4.246331	0.004772224
5614	0	-64.31908	-68.83764	4.518565	0.003634886
5615	1	-64.48494	-69.06016	4.575224	0.003434663
5616	0	-64.344	-68.88484	4.540843	0.003554804
5617	1	-64.91332	-69.53797	4.624651	0.003269025
5618	0	-64.35004	-68.84423	4.494185	0.003724594
5619	1	-64.34636	-68.84206	4.495706	0.003718935
5620	0	-64.46144	-69.03256	4.571116	0.003448803
5621	1	-64.43661	-69.00299	4.56638	0.003465175
5622	0	-65.14929	-69.53813	4.388833	0.004138402
5623	1	-64.36277	-68.91069	4.547926	0.003529714
5624	0	-64.35206	-68.89619	4.544133	0.003543127
5625	1	-64.5344	-69.11739	4.582995	0.003408076
5626	0	-64.36108	-68.90844	4.547362	0.003531706
5627	1	-64.47888	-68.94138	4.462503	0.003844487
5628	0	-65.02015	-69.41973	4.399584	0.004094148
5629	1	-64.31909	-68.83859	4.519499	0.003631495
5630	0	-64.33148	-68.86587	4.534391	0.003577815
5631	1	-64.32101	-68.84602	4.525009	0.003611539
5632	0	-64.34499	-68.84128	4.496297	0.003716736
5633	1	-64.32313	-68.83309	4.509954	0.003666321
5634	0	-64.52156	-68.97691	4.455346	0.0038721
5635	1	-64.37348	-68.85959	4.486109	0.003754795
5636	0	-64.58735	-69.17771	4.590358	0.003383075
5637	1	-65.01477	-69.64793	4.63316	0.003241329
5638	0	-64.41357	-68.97507	4.561504	0.003482111
5639	1	-64.31934	-68.84052	4.521178	0.003625402
5640	0	-64.54407	-69.12847	4.584403	0.00340328
5641	1	-64.50602	-69.08468	4.578663	0.003422871
5642	0	-65.00379	-69.4048	4.401011	0.004088311
5643	1	-64.41775	-68.98018	4.562429	0.003478891
5644	0	-64.47562	-69.04925	4.573632	0.003440135
5645	1	-65.11698	-69.75808	4.641102	0.003215686
5646	0	-64.41927	-68.8936	4.474323	0.003799312
5647	1	-64.46173	-68.92737	4.465641	0.003832439
5648	0	-64.77227	-69.19561	4.423335	0.003998057
5649	1	-64.32734	-68.85888	4.531541	0.003588024
5650	0	-64.59461	-69.03925	4.444638	0.003913786
5651	1	-64.53631	-68.98936	4.453048	0.003881007
5652	0	-64.86186	-69.48191	4.620046	0.003284114
5653	1	-64.32467	-68.85396	4.529298	0.003596081
5654	0	-65.43327	-69.80098	4.367708	0.004226758
5655	1	-65.72461	-70.40464	4.680027	0.003092922
5656	0	-65.61177	-69.96751	4.355732	0.00427768
5657	1	-64.32163	-68.83342	4.51179	0.003659597
5658	0	-64.74709	-69.17316	4.426068	0.003987143
5659	1	-64.35071	-68.89433	4.543615	0.003544966
5660	0	-64.50418	-69.08255	4.578371	0.003423871
5661	1	-64.32194	-68.84827	4.526336	0.00360675
5662	0	-64.37722	-68.92958	4.552364	0.003514084
5663	1	-64.51737	-69.09781	4.580434	0.003416815
5664	0	-64.351	-68.89473	4.543727	0.003544567
5665	1	-64.70153	-69.30556	4.604029	0.003337139
5666	0	-64.32374	-68.83305	4.509311	0.003668681
5667	1	-64.32029	-68.83428	4.513985	0.003651573
5668	0	-65.16181	-69.54964	4.387836	0.004142532
5669	1	-64.35594	-68.84786	4.491929	0.003733008
5670	0	-65.73972	-70.42059	4.680867	0.003090323
5671	1	-64.66215	-69.26174	4.599587	0.003351998
5672	0	-66.22941	-70.5488	4.319384	0.004436027
5673	1	-64.43133	-68.90303	4.471699	0.003809293
5674	0	-64.368	-68.9176	4.549607	0.003523785
5675	1	-64.59297	-69.18406	4.591094	0.003380587
5676	0	-64.39817	-68.95607	4.557899	0.003494687
5677	1	-66.27616	-70.59304	4.316876	0.004447165
5678	0	-64.45566	-68.92246	4.466795	0.003828022
5679	1	-64.32596	-68.85639	4.530436	0.003591992
5680	0	-65.57214	-69.93046	4.35832	0.004266624
5681	1	-64.5353	-68.98851	4.453203	0.003880407
5682	0	-65.22072	-69.60395	4.383231	0.00416165
5683	1	-64.61609	-69.21013	4.594043	0.003370632
5684	0	-64.70444	-69.30879	4.604348	0.003336076
5685	1	-64.37706	-68.92938	4.55232	0.003514238
5686	0	-65.0696	-69.70709	4.637491	0.00322732
5687	1	-64.79763	-69.21828	4.420655	0.004008782
5688	0	-64.38363	-68.93778	4.554153	0.003507804
5689	1	-66.29792	-71.00706	4.709138	0.003004182
5690	0	-64.36166	-68.85156	4.489904	0.003740575
5691	1	-64.52131	-68.9767	4.455386	0.003871947
5692	0	-65.44541	-69.81227	4.366866	0.004230316
5693	1	-65.66358	-70.01598	4.352406	0.004291933
5694	0	-64.79891	-69.41301	4.614094	0.003303718
5695	1	-65.96891	-70.30283	4.333918	0.004372019
5696	0	-64.83162	-69.44885	4.617234	0.003293363
5697	1	-66.21071	-70.91574	4.705029	0.00301655
5698	0	-65.50651	-69.8692	4.362692	0.004248011
5699	1	-64.38319	-68.86648	4.483287	0.003765405
5700	0	-65.38993	-69.76068	4.370751	0.004213916
5701	1	-65.99253	-70.68682	4.694287	0.003049128
5702	0	-64.34211	-68.8397	4.497591	0.003711931
5703	1	-65.17422	-69.81954	4.645321	0.00320215
5704	0	-64.33379	-68.86955	4.535767	0.003572896
5705	1	-66.55092	-70.85359	4.302669	0.004510798
5706	0	-64.40507	-68.96463	4.559555	0.003488904
5707	1	-65.16501	-69.55259	4.387581	0.004143586
5708	0	-64.51339	-68.97005	4.456654	0.003867038
5709	1	-64.42392	-68.98768	4.563762	0.003474259
5710	0	-64.32021	-68.83436	4.514157	0.003650943
5711	1	-64.31917	-68.83941	4.520246	0.003628783
5712	0	-64.62877	-69.22438	4.595611	0.003365351
5713	1	-64.88397	-69.29598	4.412012	0.004043583
5714	0	-65.03988	-69.67504	4.635164	0.003234838
5715	1	-64.71999	-69.14909	4.429099	0.003975077
5716	0	-64.41018	-68.97091	4.560737	0.003484785
5717	1	-64.37573	-68.92767	4.551936	0.003515589
5718	0	-64.92355	-69.5491	4.625542	0.003266115
5719	1	-65.98102	-70.67472	4.693701	0.003050917
5720	0	-64.81923	-69.43528	4.616057	0.003297241
5721	1	-64.33523	-68.8718	4.536572	0.003570018
5722	0	-65.11156	-69.50345	4.391886	0.004125789
5723	1	-65.26786	-69.64751	4.37965	0.004176583
5724	0	-64.8866	-69.29836	4.411759	0.004044606
5725	1	-65.17349	-69.81876	4.645267	0.00320232
5726	0	-64.84276	-69.46104	4.618279	0.003289921
5727	1	-69.97046	-74.13781	4.167357	0.005164387
5728	0	-64.61942	-69.06075	4.441325	0.003926772
5729	1	-65.01925	-69.41891	4.399662	0.004093831
5730	0	-64.61389	-69.20765	4.593767	0.003371561
5731	1	-64.3716	-68.92231	4.550713	0.003519892
5732	0	-64.42669	-68.99104	4.564346	0.003472228
5733	1	-67.53422	-71.79171	4.257493	0.00471925
5734	0	-67.57605	-71.83178	4.255724	0.004727608
5735	1	-64.72619	-69.15459	4.428397	0.003977869
5736	0	-64.42481	-68.98876	4.563951	0.003473603
5737	1	-66.37412	-70.68583	4.31171	0.004470198
5738	0	-64.39447	-68.95145	4.556981	0.003497899
