Iteration	Posterior	Likelihood	Prior	sigma2
13020	-66.57691	-71.29858	4.72167	0.002966768
13030	-64.36577	-68.8543	4.48853	0.003745717
13040	-66.07764	-70.7762	4.698561	0.003036124
13050	-64.73045	-69.33759	4.607144	0.003326762
13060	-64.35343	-68.84629	4.492865	0.003729515
13070	-64.37997	-68.86417	4.484197	0.003761981
13080	-64.68442	-69.28655	4.602129	0.003343486
13090	-64.3232	-68.83308	4.509882	0.003666585
13100	-64.68845	-69.29103	4.60258	0.003341978
13110	-64.81009	-69.22946	4.419363	0.004013966
13120	-66.7995	-71.09	4.290501	0.004566021
13130	-65.24543	-69.89579	4.650367	0.003186032
13140	-64.3197	-68.84207	4.522369	0.003621087
13150	-64.57333	-69.16181	4.588486	0.003389412
13160	-64.69242	-69.1247	4.432286	0.003962427
13170	-64.49754	-69.07484	4.577305	0.003427523
13180	-64.32263	-68.84982	4.527192	0.003603664
13190	-65.2939	-69.94759	4.653687	0.003175471
13200	-64.85602	-69.27075	4.414735	0.004032586
13210	-64.46194	-68.92754	4.465601	0.003832593
13220	-65.00066	-69.40195	4.401286	0.004087187
13230	-64.81279	-69.42823	4.61544	0.003299276
13240	-64.39408	-68.87445	4.480365	0.003776425
13250	-64.50525	-68.96323	4.457985	0.003861896
13260	-65.97873	-70.67232	4.693584	0.003051273
13270	-64.34546	-68.88693	4.541474	0.003552561
13280	-64.43436	-69.00028	4.565925	0.00346675
13290	-66.92447	-71.66065	4.736176	0.002924043
13300	-64.34407	-68.84077	4.496701	0.003715236
13310	-65.20567	-69.59006	4.384394	0.004156815
13320	-65.87249	-70.56055	4.68806	0.003068177
13330	-65.70472	-70.05453	4.349807	0.004303102
13340	-64.66707	-69.10239	4.435318	0.003950431
13350	-64.35382	-68.84653	4.492717	0.003730065
13360	-66.31699	-71.02702	4.710023	0.003001524
13370	-64.91937	-69.54455	4.625179	0.003267302
13380	-64.6417	-69.08016	4.438463	0.003938027
13390	-64.67956	-69.11337	4.433812	0.003956388
13400	-64.60352	-69.19597	4.592454	0.00337599
13410	-64.31907	-68.83788	4.518807	0.003634006
13420	-64.33205	-68.83496	4.502912	0.003692232
13430	-64.34707	-68.84247	4.495406	0.00372005
13440	-64.41663	-68.89155	4.47492	0.003797046
13450	-64.63813	-69.07704	4.438916	0.003936246
13460	-65.79335	-70.47716	4.683813	0.003081232
13470	-65.98711	-70.31998	4.332869	0.004376608
13480	-64.35159	-68.89554	4.543953	0.003543767
13490	-64.70878	-69.13916	4.430382	0.003969981
13500	-64.31936	-68.84062	4.521259	0.003625109
13510	-64.77632	-69.19922	4.422902	0.003999785
13520	-64.33413	-68.83581	4.50168	0.003696782
13530	-64.54234	-68.99447	4.452131	0.003884568
13540	-66.93916	-71.22307	4.283912	0.004596205
13550	-65.35501	-69.72826	4.373244	0.004203421
13560	-64.35374	-68.84649	4.492745	0.003729961
13570	-64.36611	-68.85453	4.488419	0.003746132
13580	-64.50786	-69.08681	4.578954	0.003421875
13590	-64.33924	-68.87789	4.538643	0.003562632
13600	-64.41682	-68.89169	4.474877	0.003797209
13610	-64.33426	-68.87029	4.536032	0.003571946
13620	-64.41346	-68.8891	4.475645	0.003794294
13630	-65.41674	-69.7856	4.368862	0.004221883
13640	-64.32806	-68.83366	4.505597	0.00368233
13650	-64.34641	-68.84209	4.495683	0.00371902
13660	-64.58612	-69.17631	4.590196	0.003383624
13670	-64.82901	-69.24645	4.417432	0.004021724
13680	-64.85029	-69.26559	4.415301	0.004030303
13690	-64.48234	-68.94423	4.461891	0.00384684
13700	-64.41202	-68.97317	4.561154	0.00348333
13710	-65.21562	-69.59924	4.383624	0.004160015
13720	-65.20159	-69.5863	4.38471	0.004155501
13730	-64.4116	-68.97266	4.561061	0.003483657
13740	-66.5973	-70.89765	4.300353	0.004521258
13750	-64.58494	-69.03091	4.445968	0.003908583
13760	-64.36564	-68.85421	4.488574	0.003745552
13770	-64.32123	-68.8336	4.512376	0.003657452
13780	-64.59624	-69.04066	4.444415	0.003914657
13790	-64.56319	-69.01224	4.449049	0.00389656
13800	-64.38896	-68.94453	4.55557	0.003502836
13810	-65.37995	-70.03933	4.659375	0.00315746
13820	-64.58315	-69.17296	4.589803	0.003384951
13830	-64.35273	-68.89712	4.544389	0.003542222
13840	-64.51057	-68.96768	4.457112	0.003865268
13850	-65.68617	-70.36403	4.677866	0.003099611
13860	-66.59703	-71.31957	4.722541	0.002964185
13870	-64.35171	-68.89571	4.543998	0.003543606
13880	-64.69076	-69.12324	4.432481	0.003961656
13890	-64.85105	-69.26628	4.415226	0.004030607
13900	-65.46018	-69.82603	4.365847	0.004234629
13910	-65.44693	-69.81369	4.366761	0.004230763
13920	-65.11099	-69.75164	4.640652	0.003217134
13930	-64.44077	-69.00798	4.567206	0.003462312
13940	-64.38043	-68.9337	4.553272	0.003510896
13950	-64.36621	-68.8546	4.488387	0.003746251
13960	-64.45523	-68.92211	4.466877	0.003827706
13970	-64.73852	-69.34651	4.607992	0.00332394
13980	-65.70983	-70.38903	4.6792	0.003095481
13990	-64.97315	-69.37688	4.40373	0.004077212
14000	-64.54885	-69.13394	4.585089	0.003400947
14010	-64.32302	-68.8331	4.51008	0.003665858
14020	-64.33124	-68.86548	4.534241	0.003578352
14030	-64.32705	-68.83342	4.506366	0.003679501
14040	-64.44191	-68.91142	4.469509	0.003817646
14050	-64.33298	-68.83533	4.502348	0.003694313
14060	-64.80902	-69.4241	4.615076	0.003300476
14070	-64.44296	-68.91226	4.469295	0.003818462
14080	-64.35716	-68.90316	4.546006	0.003536499
14090	-64.35513	-68.84736	4.492225	0.003731903
14100	-64.99972	-69.40109	4.401369	0.004086847
14110	-64.31962	-68.84176	4.522142	0.003621909
14120	-64.95414	-69.35958	4.405447	0.004070214
14130	-64.51283	-69.09256	4.579732	0.003419215
14140	-64.43498	-68.90592	4.470931	0.003812221
14150	-64.40181	-68.88023	4.478418	0.003783785
14160	-64.32747	-68.83351	4.506043	0.003680689
14170	-64.41312	-68.97452	4.561402	0.003482466
14180	-64.57434	-69.16296	4.588623	0.003388949
14190	-67.0013	-71.28233	4.281032	0.00460946
14200	-65.30193	-69.95616	4.654229	0.003173751
14210	-65.31185	-69.68823	4.376383	0.004190247
14220	-65.68702	-70.03794	4.35092	0.004298314
14230	-64.48817	-69.06394	4.575765	0.003432805
14240	-64.39898	-68.95707	4.558097	0.003493997
14250	-64.52173	-68.97705	4.455319	0.003872205
14260	-64.38386	-68.93807	4.554214	0.003507589
14270	-64.46695	-68.93162	4.464667	0.003836177
14280	-64.49897	-68.958	4.45903	0.00385786
14290	-64.98653	-69.38907	4.402535	0.004082085
14300	-64.356	-68.8479	4.491905	0.003733097
14310	-64.85502	-69.26985	4.414834	0.004032188
14320	-64.58762	-69.03322	4.445596	0.003910036
14330	-64.37159	-68.85828	4.486685	0.003752634
14340	-64.43976	-68.90971	4.469946	0.003815979
14350	-65.17927	-69.82496	4.645685	0.003200982
14360	-65.10806	-69.7485	4.640432	0.003217843
14370	-64.35681	-68.9027	4.545884	0.00353693
14380	-64.32038	-68.84429	4.523916	0.003615489
14390	-64.59874	-69.04282	4.444077	0.003915982
14400	-64.356	-68.90159	4.545591	0.003537966
14410	-64.97143	-69.37531	4.403884	0.004076582
14420	-65.45737	-70.12166	4.66429	0.00314198
14430	-66.84455	-71.1329	4.288357	0.004575819
14440	-64.51217	-68.96902	4.456852	0.003866272
14450	-64.34856	-68.84334	4.494786	0.003722357
14460	-64.38346	-68.86667	4.483213	0.003765687
14470	-64.8134	-69.23242	4.419023	0.004015331
14480	-64.56809	-69.01644	4.448343	0.003899312
14490	-66.49629	-70.80172	4.305426	0.00449838
14500	-65.55402	-70.2242	4.670185	0.003123512
14510	-64.98429	-69.38702	4.402734	0.004081271
14520	-64.48546	-68.94681	4.461343	0.00384895
14530	-64.46464	-69.03633	4.571695	0.003446807
14540	-64.34202	-68.83965	4.497634	0.003711771
14550	-64.32221	-68.83324	4.511028	0.003662388
14560	-65.74297	-70.42402	4.681048	0.003089766
14570	-64.34967	-68.844	4.494336	0.003724033
14580	-64.33032	-68.83434	4.504015	0.00368816
14590	-64.59297	-69.18407	4.591094	0.003380585
14600	-64.55272	-69.0033	4.45058	0.0038906
14610	-64.47393	-69.04727	4.573339	0.003441145
14620	-64.70419	-69.30851	4.604321	0.003336165
14630	-66.64972	-70.94748	4.297761	0.00453299
14640	-64.37138	-68.92203	4.550647	0.003520122
14650	-64.69062	-69.29345	4.602823	0.003341166
14660	-65.0468	-69.44409	4.397293	0.004103542
14670	-64.3205	-68.83408	4.513584	0.003653039
14680	-64.37288	-68.85917	4.486289	0.003754122
14690	-64.32796	-68.85997	4.532009	0.003586346
14700	-65.76476	-70.44701	4.68225	0.003086053
14710	-64.57168	-69.15994	4.588263	0.003390171
14720	-64.82317	-69.43961	4.616433	0.003296
14730	-64.58485	-69.03083	4.445981	0.003908534
14740	-64.44118	-68.91084	4.469656	0.003817085
14750	-64.74768	-69.17368	4.426004	0.0039874
14760	-64.45735	-68.92382	4.466471	0.00382926
14770	-64.33008	-68.86358	4.533492	0.003581033
14780	-64.71518	-69.14482	4.429648	0.003972897
14790	-64.39182	-68.94813	4.556309	0.003500248
14800	-65.66004	-70.01267	4.352631	0.004290966
14810	-64.6535	-69.25207	4.598575	0.003355388
14820	-66.7088	-71.43611	4.727306	0.002950093
14830	-65.52325	-69.88481	4.361566	0.004252796
14840	-65.54298	-70.2125	4.669524	0.003125577
14850	-64.31948	-68.83553	4.51605	0.003644039
14860	-64.32604	-68.85655	4.530509	0.003591731
14870	-64.3248	-68.83308	4.508274	0.003672486
14880	-64.54732	-68.9987	4.451383	0.003887477
14890	-64.82442	-69.24231	4.417898	0.00401985
14900	-65.03674	-69.67165	4.634915	0.003235643
14910	-65.12766	-69.51824	4.390575	0.004131199
14920	-64.34061	-68.83891	4.498297	0.00370931
14930	-64.32222	-68.83324	4.511016	0.00366243
14940	-65.82904	-70.17121	4.342167	0.004336103
14950	-64.71603	-69.14558	4.42955	0.003973286
14960	-64.50406	-69.08242	4.578353	0.003423933
14970	-64.47073	-69.04351	4.572779	0.003443073
14980	-64.5844	-69.03044	4.446043	0.003908289
14990	-64.39378	-68.95058	4.556807	0.003498507
15000	-66.00449	-70.69938	4.694895	0.003047276
15010	-65.02418	-69.42341	4.399235	0.004095578
15020	-64.32764	-68.83355	4.505907	0.003681188
15030	-64.74065	-69.34887	4.608215	0.003323198
15040	-65.27262	-69.65192	4.379293	0.004178074
15050	-64.80246	-69.22261	4.420153	0.004010797
15060	-64.76646	-69.19042	4.423959	0.003995561
15070	-64.43006	-68.90203	4.471968	0.003808268
15080	-64.31984	-68.83484	4.514999	0.003647871
15090	-64.93838	-69.5652	4.626819	0.003261946
15100	-64.34492	-68.88616	4.541243	0.003553381
15110	-64.35954	-68.90638	4.546838	0.003533557
15120	-65.78896	-70.47254	4.683575	0.003081968
15130	-64.70424	-69.13514	4.430906	0.003967899
15140	-64.44439	-69.0123	4.567914	0.003459864
15150	-65.87481	-70.56299	4.688182	0.0030678
15160	-64.39613	-68.95353	4.557396	0.003496445
15170	-64.32475	-68.83307	4.508322	0.003672311
15180	-64.32829	-68.86054	4.532251	0.00358548
15190	-65.63817	-70.31329	4.675123	0.003108125
15200	-64.46206	-69.03329	4.571229	0.003448413
15210	-65.45937	-69.82527	4.365903	0.004234392
15220	-66.37717	-70.68872	4.311551	0.004470908
15230	-64.78771	-69.20941	4.421695	0.004004619
15240	-65.35496	-69.72821	4.373248	0.004203405
15250	-64.32507	-68.8331	4.508033	0.003673373
15260	-64.78961	-69.40279	4.613181	0.003306736
15270	-64.33369	-68.83562	4.501935	0.003695842
15280	-64.36429	-68.91272	4.548427	0.003527947
15290	-65.04229	-69.43997	4.397677	0.004101963
15300	-64.32011	-68.84348	4.523366	0.003617478
15310	-64.40391	-68.96319	4.559281	0.003489861
15320	-64.57484	-69.02222	4.447383	0.003903055
15330	-64.55929	-69.14585	4.58656	0.003395949
15340	-66.28308	-70.59959	4.316507	0.004448806
15350	-66.01101	-70.70624	4.695225	0.003046269
15360	-64.97014	-69.59964	4.629502	0.003253206
15370	-64.90252	-69.52622	4.623702	0.003272129
15380	-64.40221	-68.96109	4.558877	0.00349127
15390	-64.36535	-68.91412	4.54877	0.003526736
15400	-64.33362	-68.83559	4.501973	0.0036957
15410	-65.76714	-70.11308	4.345932	0.004319807
15420	-64.9833	-69.38612	4.402823	0.004080911
15430	-64.53901	-69.12269	4.583671	0.003405772
15440	-64.99101	-69.62224	4.631228	0.003247596
15450	-64.40843	-68.96876	4.560335	0.003486183
15460	-67.06322	-71.34141	4.278193	0.004622564
15470	-64.81886	-69.23733	4.418464	0.004017578
15480	-64.97402	-69.60384	4.629825	0.003252157
15490	-64.32113	-68.83366	4.512529	0.003656894
15500	-64.39398	-68.87437	4.480392	0.003776322
15510	-64.34001	-68.8386	4.498588	0.003708231
15520	-64.33928	-68.83823	4.498944	0.003706913
15530	-66.54826	-71.26868	4.720422	0.002970472
15540	-64.3408	-68.83901	4.498208	0.003709639
15550	-64.31991	-68.84281	4.522904	0.003619148
15560	-64.39525	-68.95243	4.557177	0.00349721
15570	-67.19106	-71.46349	4.272423	0.004649314
15580	-64.33438	-68.87048	4.536101	0.003571702
15590	-64.38698	-68.94203	4.55505	0.003504657
15600	-64.6238	-69.2188	4.595	0.003367405
15610	-64.56857	-69.15641	4.58784	0.003391605
15620	-64.34625	-68.88806	4.54181	0.003551368
15630	-64.59956	-69.19151	4.591947	0.003377702
15640	-64.37543	-68.86095	4.485523	0.003756998
15650	-65.41664	-69.78551	4.368869	0.004221854
15660	-64.42964	-68.9946	4.564959	0.003470101
15670	-64.3931	-68.87372	4.480619	0.003775465
15680	-64.31909	-68.8374	4.518308	0.003635822
15690	-64.52479	-68.97963	4.454836	0.003874074
15700	-65.18802	-69.83434	4.646315	0.003198967
15710	-64.32004	-68.83455	4.514507	0.003649668
15720	-64.42942	-68.90152	4.472105	0.003807748
15730	-64.33951	-68.83834	4.498831	0.003707329
15740	-64.35733	-68.90339	4.546066	0.003536284
15750	-64.78617	-69.20803	4.421858	0.004003966
15760	-64.46215	-69.03339	4.571244	0.00344836
15770	-64.35722	-68.90325	4.54603	0.003536413
15780	-64.39478	-68.87497	4.480186	0.003777104
15790	-65.06858	-69.46403	4.395449	0.004111113
15800	-64.37318	-68.92437	4.551188	0.003518221
15810	-64.56469	-69.01352	4.448833	0.003897403
15820	-64.78138	-69.20375	4.422364	0.00400194
15830	-64.32323	-68.83308	4.509852	0.003666698
15840	-64.37086	-68.85777	4.486912	0.003751783
15850	-64.37689	-68.86198	4.485092	0.003758617
15860	-67.18373	-71.45649	4.272751	0.004647791
15870	-64.77154	-69.38292	4.611381	0.003312695
15880	-65.60883	-70.28225	4.673421	0.00311342
15890	-64.39106	-68.94718	4.556115	0.003500928
15900	-64.70153	-69.30556	4.604029	0.003337139
15910	-64.73909	-69.16604	4.426953	0.003983615
15920	-64.75362	-69.17897	4.425352	0.003989999
15930	-66.08174	-70.40924	4.3275	0.004400168
15940	-64.31971	-68.83504	4.515327	0.003646676
15950	-65.47737	-70.1429	4.665531	0.003138084
15960	-65.42071	-69.78929	4.368584	0.004223056
15970	-64.32588	-68.8332	4.507322	0.003675983
15980	-65.2221	-69.60522	4.383126	0.004162091
15990	-65.32634	-69.70166	4.375323	0.004194694
16000	-64.67842	-69.11237	4.433948	0.00395585
16010	-64.65966	-69.09588	4.436225	0.003946849
16020	-64.52694	-68.98144	4.454499	0.003875382
16030	-64.43043	-68.99555	4.565124	0.003469531
16040	-64.3527	-68.84584	4.493143	0.003728476
16050	-64.34608	-68.88782	4.54174	0.003551617
16060	-65.83086	-70.17292	4.342058	0.004336577
16070	-64.90194	-69.31224	4.410294	0.004050533
16080	-64.49382	-68.95372	4.459902	0.003854499
16090	-64.37675	-68.92898	4.55223	0.003514555
16100	-64.63317	-69.07272	4.439547	0.003933762
16110	-64.32167	-68.83341	4.511738	0.003659787
16120	-64.31908	-68.83752	4.518435	0.003635358
16130	-64.57138	-69.01925	4.447874	0.00390114
16140	-64.61596	-69.20999	4.594027	0.003370684
16150	-64.32314	-68.85091	4.527769	0.003601584
16160	-64.50762	-68.96521	4.457595	0.003863403
16170	-65.00298	-69.40406	4.401082	0.004088019
16180	-65.30417	-69.68112	4.376948	0.004187881
16190	-65.17244	-69.81763	4.645191	0.003202565
16200	-64.68324	-69.11661	4.433372	0.003958126
16210	-64.77369	-69.38529	4.611597	0.003311979
16220	-64.45972	-69.03052	4.570801	0.003449887
16230	-65.41562	-69.78456	4.36894	0.004221552
16240	-64.36155	-68.85149	4.489939	0.003740442
16250	-64.3263	-68.85703	4.530725	0.003590954
16260	-64.32508	-68.8331	4.508017	0.00367343
16270	-64.31921	-68.83972	4.520507	0.003627833
16280	-64.31943	-68.83566	4.516227	0.003643396
16290	-64.50755	-69.08646	4.578906	0.003422042
16300	-65.22289	-69.87168	4.648792	0.003191054
16310	-64.43502	-68.90594	4.470924	0.003812247
16320	-64.56304	-69.15012	4.58708	0.003394181
16330	-65.51692	-70.18487	4.667952	0.003130495
16340	-64.31915	-68.83923	4.520079	0.003629387
16350	-65.07578	-69.71375	4.637968	0.00322578
16360	-64.8874	-69.29908	4.411681	0.00404492
16370	-64.3976	-68.95536	4.557759	0.003495177
16380	-65.34356	-69.71763	4.374071	0.004199947
16390	-64.46511	-69.03689	4.57178	0.003446514
16400	-66.37089	-70.68277	4.311879	0.004469444
16410	-64.80087	-69.41515	4.614285	0.003303089
16420	-64.89319	-69.30432	4.411127	0.004047162
16430	-64.33862	-68.83789	4.499276	0.003705682
16440	-65.10132	-69.74124	4.639921	0.003219486
16450	-64.3699	-68.85711	4.487209	0.003750667
16460	-64.42404	-68.98783	4.563787	0.00347417
16470	-64.37842	-68.86307	4.484644	0.0037603
16480	-64.85626	-69.47579	4.619532	0.003285804
16490	-65.00854	-69.40914	4.400595	0.004090011
16500	-64.40612	-68.88349	4.477372	0.003787747
16510	-64.39875	-68.95679	4.558042	0.003494189
16520	-64.85594	-69.27069	4.414743	0.004032556
16530	-64.38008	-68.93326	4.553175	0.003511237
16540	-64.32403	-68.83305	4.509011	0.00366978
16550	-64.33647	-68.87371	4.537237	0.003567647
16560	-64.60941	-69.20262	4.593204	0.003373461
16570	-64.36536	-68.85402	4.488666	0.003745209
16580	-64.43298	-68.90433	4.471351	0.003810621
16590	-64.36627	-68.91534	4.549065	0.003525698
16600	-64.35513	-68.90041	4.545278	0.003539075
16610	-64.69265	-69.2957	4.603049	0.003340413
16620	-65.40594	-70.06698	4.661045	0.003152191
16630	-66.15095	-70.47461	4.323658	0.004417107
16640	-64.34112	-68.83918	4.498053	0.003710214
16650	-65.85227	-70.53925	4.686986	0.003071473
16660	-64.87447	-69.49567	4.621195	0.003280344
16670	-64.40751	-68.96763	4.560124	0.003486921
16680	-64.51343	-68.97008	4.456647	0.003867065
16690	-64.32493	-68.83309	4.508153	0.003672931
16700	-64.33652	-68.83688	4.500362	0.003701659
16710	-64.49097	-69.0672	4.576229	0.003431212
16720	-64.45869	-68.92491	4.466216	0.003830238
16730	-64.36057	-68.85085	4.490278	0.003739174
16740	-64.35671	-68.84836	4.491645	0.003734067
16750	-64.76165	-69.37203	4.61038	0.003316014
16760	-64.49198	-69.06838	4.576396	0.003430639
16770	-64.34172	-68.83949	4.497771	0.003711261
16780	-64.52814	-69.11021	4.582067	0.003411241
16790	-64.39295	-68.87361	4.480659	0.003775317
16800	-65.42877	-69.79679	4.368021	0.004225432
16810	-65.12184	-69.76331	4.641467	0.003214513
16820	-64.32123	-68.8336	4.512373	0.003657466
16830	-64.32123	-68.8336	4.512373	0.003657466
16840	-66.33311	-70.64697	4.313859	0.004460605
16850	-64.34126	-68.88087	4.539605	0.003559206
16860	-64.55606	-69.00615	4.450088	0.003892512
16870	-64.36416	-68.91254	4.548384	0.003528098
16880	-64.64813	-69.08579	4.437655	0.003941212
16890	-64.85593	-69.27067	4.414744	0.004032552
16900	-64.36496	-68.85376	4.488794	0.003744728
16910	-64.79039	-69.21181	4.421413	0.004005748
16920	-64.44332	-68.91255	4.469223	0.003818738
16930	-64.59261	-69.03752	4.444911	0.003912717
16940	-64.89384	-69.3049	4.411066	0.004047411
16950	-64.33907	-68.87762	4.538557	0.003562941
16960	-64.44498	-69.01301	4.568028	0.003459468
16970	-64.52848	-68.98274	4.454258	0.003876313
16980	-64.4603	-68.92621	4.46591	0.003831409
16990	-65.5335	-70.20246	4.668954	0.003127358
17000	-64.80896	-69.22844	4.41948	0.004013496
17010	-64.35746	-68.84884	4.491373	0.003735082
17020	-64.99319	-69.39513	4.401945	0.004084493
17030	-64.80269	-69.22282	4.420128	0.004010896
17040	-64.97217	-69.60184	4.629671	0.003252657
17050	-65.24288	-69.62442	4.381537	0.004168708
17060	-64.45008	-68.91796	4.46788	0.003823869
17070	-64.33755	-68.87535	4.537799	0.00356564
17080	-64.55796	-69.00777	4.44981	0.003893594
17090	-64.71921	-69.32515	4.605947	0.003330746
17100	-64.34902	-68.84361	4.494599	0.003723053
17110	-64.40076	-68.87944	4.478677	0.003782807
17120	-64.31953	-68.84138	4.521852	0.003622959
17130	-64.57856	-69.02542	4.446859	0.003905104
17140	-66.63969	-70.93794	4.298255	0.004530753
17150	-65.31265	-69.9676	4.654948	0.003171469
17160	-64.47752	-69.05148	4.573961	0.003439005
17170	-64.31925	-68.83625	4.517001	0.003640576
17180	-64.33359	-68.86924	4.535652	0.003573307
17190	-64.38093	-68.93434	4.553411	0.003510407
17200	-64.32134	-68.84687	4.525521	0.00360969
17210	-65.62768	-69.98238	4.354704	0.004282079
17220	-64.51215	-69.09177	4.579626	0.003419578
17230	-64.31927	-68.8401	4.520833	0.003626651
17240	-65.52738	-69.88867	4.361289	0.004253974
17250	-64.70382	-69.3081	4.60428	0.003336303
17260	-64.87237	-69.49337	4.621004	0.00328097
17270	-64.35103	-68.84482	4.493793	0.003726056
17280	-64.3941	-68.95099	4.556888	0.003498223
17290	-64.33507	-68.83622	4.501148	0.003698749
17300	-64.33507	-68.83622	4.501148	0.003698749
17310	-64.50024	-68.95906	4.458818	0.00385868
17320	-66.6464	-70.94432	4.297925	0.00453225
17330	-66.09729	-70.42392	4.326631	0.004403996
17340	-64.51704	-69.09743	4.580384	0.003416988
17350	-64.57856	-69.16775	4.589191	0.003387024
17360	-64.51583	-68.97209	4.456261	0.003868559
17370	-64.56255	-69.01169	4.449141	0.003896199
17380	-65.16197	-69.54979	4.387823	0.004142585
17390	-64.63538	-69.07464	4.439265	0.003934869
17400	-64.4372	-69.0037	4.566498	0.003464765
17410	-65.04381	-69.67929	4.635475	0.003233832
17420	-64.42947	-68.90156	4.472095	0.003807786
17430	-64.32559	-68.83316	4.507566	0.003675089
17440	-64.41349	-68.88912	4.475638	0.003794318
17450	-64.32634	-68.83328	4.506933	0.003677414
17460	-64.96074	-69.36559	4.404848	0.004072655
17470	-64.41696	-68.97922	4.562257	0.00347949
17480	-64.51572	-69.0959	4.58018	0.003417685
17490	-64.37597	-68.86133	4.485362	0.003757601
17500	-66.79412	-71.08488	4.290758	0.004564847
17510	-65.42102	-69.78958	4.368562	0.004223149
17520	-64.61413	-69.20793	4.593798	0.003371459
17530	-64.95569	-69.58398	4.628289	0.003257153
17540	-64.33624	-68.83675	4.500507	0.003701121
17550	-64.36135	-68.9088	4.547453	0.003531385
17560	-64.46324	-69.03469	4.571443	0.003447676
17570	-64.94034	-69.34705	4.406709	0.004065082
17580	-64.31908	-68.83842	4.519337	0.003632081
17590	-64.3908	-68.87202	4.481223	0.003773186
17600	-64.44489	-68.9138	4.468908	0.003819942
17610	-66.06465	-70.76257	4.697916	0.003038083
17620	-66.01026	-70.70545	4.695187	0.003046386
17630	-65.69223	-70.04282	4.350592	0.004299724
17640	-64.81464	-69.23354	4.418896	0.004015843
17650	-66.04632	-70.74333	4.697002	0.003040863
17660	-64.38486	-68.86769	4.482824	0.00376715
17670	-64.54116	-68.99347	4.452309	0.003883876
17680	-64.60996	-69.05254	4.442572	0.00392188
17690	-64.47881	-68.94132	4.462516	0.003844437
17700	-66.89215	-71.17826	4.286111	0.004586108
17710	-66.63009	-70.92882	4.298728	0.004528608
17720	-64.73034	-69.15827	4.42793	0.003979725
17730	-68.35423	-73.14116	4.786935	0.002779326
17740	-64.32155	-68.84736	4.52581	0.003608648
17750	-64.37559	-68.92748	4.551894	0.003515738
17760	-64.418	-68.89261	4.474609	0.003798225
17770	-64.60853	-69.20163	4.593093	0.003373836
17780	-66.45765	-70.76504	4.307396	0.004489527
17790	-64.31912	-68.83899	4.519867	0.003630156
17800	-64.32047	-68.84456	4.524087	0.003614871
17810	-66.23854	-70.55743	4.318892	0.004438208
17820	-64.35976	-68.85032	4.490559	0.003738124
17830	-64.61307	-69.20673	4.593665	0.003371907
17840	-64.84865	-69.46748	4.618828	0.003288116
17850	-65.03818	-69.43621	4.398029	0.004100522
17860	-65.26615	-69.91795	4.651797	0.003181478
17870	-64.56447	-69.01333	4.448864	0.003897279
17880	-64.3705	-68.92088	4.55038	0.003521062
17890	-65.65353	-70.00658	4.353046	0.004289187
17900	-64.33067	-68.83446	4.503784	0.003689013
17910	-64.70592	-69.13663	4.430711	0.003968672
17920	-64.32209	-68.84863	4.52654	0.003606016
17930	-64.31997	-68.84302	4.523054	0.003618608
17940	-64.39977	-68.87869	4.478924	0.003781873
17950	-64.32013	-68.84355	4.523418	0.003617289
17960	-65.25917	-69.63947	4.380304	0.004173851
17970	-64.98027	-69.38336	4.403093	0.004079808
17980	-64.41564	-68.89078	4.475145	0.00379619
17990	-64.44484	-68.91376	4.468919	0.003819901
18000	-64.61675	-69.05843	4.441675	0.003925399
18010	-65.58271	-69.94034	4.357626	0.004269587
18020	-64.87483	-69.49605	4.621227	0.003280239
18030	-64.46366	-69.03518	4.571519	0.003447414
18040	-64.34439	-68.84095	4.496561	0.003715754
18050	-65.24504	-69.62641	4.381372	0.004169393
18060	-64.42612	-68.99034	4.564225	0.003472649
18070	-65.5554	-70.22567	4.670267	0.003123255
18080	-64.36187	-68.8517	4.489832	0.003740841
18090	-64.3343	-68.87035	4.536056	0.003571861
18100	-65.49044	-69.85422	4.36378	0.004243394
18110	-64.33445	-68.87059	4.536141	0.003571559
18120	-64.42142	-68.89526	4.473846	0.003801126
18130	-64.34693	-68.88903	4.542095	0.003550356
18140	-64.63004	-69.06999	4.439949	0.003932182
18150	-64.39968	-68.95795	4.558268	0.003493398
18160	-67.18736	-71.93383	4.74647	0.002894096
18170	-65.06124	-69.45731	4.396067	0.004108572
18180	-65.73434	-70.0823	4.347958	0.004311064
18190	-64.72699	-69.33377	4.606777	0.003327982
18200	-64.37115	-68.92172	4.550577	0.00352037
18210	-64.67492	-69.10929	4.434368	0.003954185
18220	-64.82358	-69.24156	4.417983	0.004019509
18230	-64.37431	-68.86017	4.485858	0.003755738
18240	-64.33239	-68.86734	4.534946	0.003575829
18250	-64.32691	-68.85813	4.531213	0.003589201
18260	-64.32691	-68.85813	4.531213	0.003589201
18270	-64.65937	-69.25863	4.599263	0.003353082
18280	-64.42956	-68.90164	4.472075	0.003807864
18290	-64.56681	-69.15441	4.587599	0.00339242
18300	-64.32868	-68.86121	4.53253	0.003584478
18310	-64.32368	-68.83305	4.509369	0.003668469
18320	-64.92502	-69.55068	4.625668	0.003265702
18330	-64.52002	-68.97561	4.45559	0.003871154
18340	-64.64789	-69.2458	4.597913	0.003357611
18350	-64.32561	-68.85575	4.53014	0.003593056
18360	-66.41758	-70.72704	4.309455	0.004480289
18370	-64.34305	-68.88348	4.540424	0.003556296
18380	-64.62801	-69.06822	4.440211	0.003931152
