Iteration	Posterior	Likelihood	Prior	sigma2
470	-64.94037	-69.56736	4.626989	0.003261391
480	-64.31945	-68.8356	4.516145	0.003643692
490	-64.97089	-69.60046	4.629564	0.003253003
500	-64.3458	-68.88742	4.54162	0.003552042
510	-64.36197	-68.85177	4.489796	0.003740976
520	-67.61455	-71.86865	4.254105	0.004735267
530	-64.38989	-68.94571	4.555814	0.003501982
540	-65.15975	-69.80402	4.644268	0.003205521
550	-64.89993	-69.31041	4.410485	0.00404976
560	-64.32497	-68.83309	4.508125	0.003673033
570	-65.32231	-69.69793	4.375617	0.004193461
580	-67.64204	-71.895	4.252954	0.004740721
590	-65.36909	-69.74133	4.372234	0.00420767
600	-64.36235	-68.85202	4.489668	0.003741457
610	-64.33437	-68.83591	4.501543	0.003697289
620	-64.38161	-68.93521	4.553599	0.003509746
630	-64.33017	-68.86373	4.533552	0.003580817
640	-64.32014	-68.84356	4.523425	0.003617262
650	-64.32342	-68.85149	4.528068	0.003600509
660	-65.26096	-69.9124	4.651441	0.003182613
670	-64.31912	-68.83703	4.517912	0.003637262
680	-64.56572	-69.0144	4.448684	0.00389798
690	-65.18102	-69.82683	4.645811	0.003200579
700	-64.6039	-69.1964	4.592504	0.003375824
710	-64.66595	-69.26598	4.600026	0.003350524
720	-65.44431	-69.81126	4.366942	0.004229997
730	-64.63112	-69.07093	4.43981	0.003932725
740	-64.33367	-68.86938	4.535701	0.003573129
750	-64.33293	-68.83531	4.502379	0.003694199
760	-64.62014	-69.06138	4.441231	0.003927142
770	-64.50998	-69.08926	4.579287	0.003420738
780	-64.4582	-68.92451	4.466309	0.003829881
790	-65.97101	-70.30481	4.333796	0.004372551
800	-66.47822	-70.78457	4.306345	0.004494247
810	-65.10245	-69.49509	4.392633	0.004122706
820	-66.05075	-70.38	4.329243	0.004392507
830	-64.90475	-69.31478	4.410028	0.004051613
840	-64.36669	-68.91588	4.549195	0.003525237
850	-64.40411	-68.88196	4.477857	0.003785909
860	-64.85532	-69.27012	4.414804	0.004032308
870	-64.32918	-68.83397	4.504792	0.003685295
880	-64.36465	-68.85354	4.488899	0.003744334
890	-64.89509	-69.30603	4.410946	0.004047895
900	-64.69817	-69.12979	4.431611	0.003965102
910	-65.33827	-69.71272	4.374454	0.004198337
920	-64.43426	-68.90535	4.471081	0.003811648
930	-64.76393	-69.18816	4.424232	0.00399447
940	-64.32024	-68.84388	4.523638	0.003616493
950	-64.60871	-69.05145	4.442739	0.003921226
960	-64.52761	-68.98201	4.454393	0.00387579
970	-64.32544	-68.83314	4.507702	0.003674588
980	-65.64673	-70.32235	4.675617	0.003106592
990	-65.06098	-69.6978	4.636821	0.003229483
1000	-64.3919	-68.87284	4.480933	0.003774282
1010	-64.45143	-69.02069	4.569261	0.003455206
1020	-65.50505	-70.17228	4.66723	0.003132757
1030	-65.59067	-69.94777	4.357106	0.004271809
1040	-64.61609	-69.21014	4.594043	0.00337063
1050	-66.05862	-70.38742	4.328799	0.004394458
1060	-64.98059	-69.38366	4.403064	0.004079928
1070	-64.55034	-69.13564	4.585301	0.003400226
1080	-64.3535	-68.84634	4.492839	0.003729611
1090	-64.64016	-69.23715	4.596991	0.003360709
1100	-64.94089	-69.34755	4.406658	0.004065288
1110	-64.32425	-68.83305	4.508804	0.003670541
1120	-64.42574	-68.89864	4.472897	0.003804735
1130	-64.47563	-68.93871	4.463085	0.00384225
1140	-64.77843	-69.39051	4.612072	0.003310406
1150	-65.27821	-69.65709	4.378874	0.004179822
1160	-64.36993	-68.85713	4.487199	0.003750705
1170	-64.72602	-69.33269	4.606674	0.003328326
1180	-64.3505	-68.89403	4.543532	0.003545259
1190	-64.32804	-68.83365	4.505613	0.003682273
1200	-65.54821	-69.90811	4.359901	0.004259885
1210	-64.86762	-69.48819	4.620572	0.003282388
1220	-64.592	-69.18296	4.590967	0.003381015
1230	-64.82079	-69.23906	4.418267	0.004018368
1240	-64.62421	-69.21926	4.595051	0.003367235
1250	-64.33189	-68.86654	4.534645	0.003576907
1260	-64.63277	-69.07237	4.439598	0.00393356
1270	-64.36344	-68.85274	4.489301	0.003742832
1280	-66.66793	-70.9648	4.296867	0.004537046
1290	-65.38194	-69.75326	4.371318	0.004211527
1300	-64.387	-68.94206	4.555056	0.003504635
1310	-64.49568	-68.95526	4.459586	0.003855716
1320	-64.37242	-68.85885	4.48643	0.003753592
1330	-64.86425	-69.27817	4.413926	0.00403585
1340	-65.29687	-69.67436	4.377488	0.004185622
1350	-65.72402	-70.07262	4.3486	0.004308296
1360	-66.17969	-70.50177	4.322083	0.00442407
1370	-64.36492	-68.85373	4.488808	0.003744677
1380	-64.88035	-69.29271	4.41236	0.004042174
1390	-64.3249	-68.85441	4.529512	0.003595312
1400	-66.20835	-70.52887	4.320523	0.004430976
1410	-64.57567	-69.02293	4.447266	0.003903515
1420	-64.33527	-68.87186	4.536593	0.003569943
1430	-65.18102	-69.82683	4.645811	0.003200579
1440	-65.03835	-69.43636	4.398015	0.00410058
1450	-64.31908	-68.83829	4.519214	0.003632528
1460	-64.39063	-68.94663	4.556004	0.003501316
1470	-65.66988	-70.02189	4.352005	0.004293653
1480	-65.33814	-69.71261	4.374463	0.0041983
1490	-64.31923	-68.83985	4.520621	0.003627421
1500	-64.71349	-69.31883	4.605332	0.003332795
1510	-64.40333	-68.96248	4.559144	0.003490339
1520	-64.71565	-69.14524	4.429594	0.003973111
1530	-64.52054	-68.97605	4.455508	0.003871472
1540	-64.45787	-69.02833	4.570462	0.00345106
1550	-64.41538	-68.89058	4.475203	0.003795968
1560	-68.09088	-72.32562	4.234741	0.004827852
1570	-64.33284	-68.83527	4.502431	0.003694009
1580	-64.32585	-68.8332	4.507342	0.003675912
1590	-64.55492	-69.14086	4.585947	0.003398029
1600	-64.35946	-68.85013	4.490663	0.003737736
1610	-65.42753	-69.79564	4.368108	0.004225067
1620	-64.59551	-69.18693	4.591423	0.003379472
1630	-64.51567	-68.97195	4.456287	0.003868457
1640	-64.34545	-68.88692	4.54147	0.003552575
1650	-64.32078	-68.84541	4.524631	0.003612906
1660	-66.46991	-70.77668	4.306769	0.004492341
1670	-64.55402	-69.0044	4.450389	0.003891343
1680	-66.48551	-70.79148	4.305974	0.004495914
1690	-64.66072	-69.26014	4.59942	0.003352556
1700	-64.32347	-68.8516	4.528124	0.003600307
1710	-65.2299	-69.87919	4.649284	0.003189483
1720	-64.85343	-69.4727	4.61927	0.003286662
1730	-64.36227	-68.85196	4.489695	0.003741356
1740	-64.32277	-68.83313	4.51036	0.003664833
1750	-64.32611	-68.83324	4.507127	0.003676701
1760	-64.5838	-69.17369	4.58989	0.00338466
1770	-64.48296	-69.05785	4.574891	0.003435809
1780	-64.37679	-68.86191	4.485122	0.003758505
1790	-65.89912	-70.23712	4.337991	0.004354249
1800	-66.6442	-70.94224	4.298032	0.004531761
1810	-64.429	-68.90119	4.472195	0.003807406
1820	-64.44362	-69.01138	4.567764	0.003460383
1830	-64.35078	-68.89442	4.543639	0.003544878
1840	-64.35078	-68.89442	4.543639	0.003544878
1850	-64.74769	-69.35664	4.608947	0.003320767
1860	-64.34546	-68.84155	4.496091	0.003717501
1870	-64.35366	-68.8984	4.544737	0.00354099
1880	-65.08198	-69.72042	4.638445	0.003224241
1890	-64.48078	-68.94294	4.462167	0.003845779
1900	-65.10494	-69.74513	4.640195	0.003218604
1910	-64.37171	-68.92245	4.550746	0.003519776
1920	-65.19329	-69.57864	4.385357	0.004152813
1930	-64.41924	-68.89357	4.474332	0.003799279
1940	-64.42273	-68.98624	4.563509	0.003475139
1950	-64.35606	-68.84795	4.491881	0.003733186
1960	-64.33833	-68.83775	4.499421	0.003705144
1970	-65.35368	-69.72702	4.37334	0.004203017
1980	-64.83881	-69.25525	4.416446	0.004025692
1990	-64.35037	-68.89385	4.543481	0.003545441
2000	-64.85806	-69.27259	4.414534	0.004033397
2010	-64.50538	-69.08394	4.578562	0.003423216
2020	-65.3511	-70.0086	4.657496	0.003163398
2030	-64.33237	-68.83509	4.502714	0.003692963
2040	-64.55421	-69.00457	4.45036	0.003891454
2050	-64.45793	-69.0284	4.570473	0.00345102
2060	-64.33025	-68.86384	4.533598	0.003580651
2070	-65.07197	-69.46713	4.395165	0.004112281
2080	-65.19758	-69.5826	4.385022	0.004154203
2090	-64.33163	-68.86611	4.534481	0.003577493
2100	-64.64429	-69.08242	4.438137	0.003939311
2110	-66.7732	-71.06497	4.29176	0.004560273
2120	-65.14097	-69.78386	4.642889	0.003209946
2130	-64.40046	-68.87921	4.478751	0.003782527
2140	-65.69202	-70.37022	4.678197	0.003098586
2150	-65.60084	-70.27379	4.672954	0.003114876
2160	-64.83129	-69.2485	4.417202	0.004022651
2170	-64.47826	-69.05235	4.574089	0.003438564
2180	-65.66009	-70.33648	4.676383	0.003104213
2190	-65.11776	-69.50914	4.39138	0.004127878
2200	-64.37194	-68.85852	4.486578	0.003753037
2210	-64.77584	-69.38765	4.611813	0.003311266
2220	-64.34863	-68.84339	4.494756	0.003722467
2230	-64.73853	-69.34652	4.607994	0.003323935
2240	-64.35021	-68.89363	4.543418	0.003545661
2250	-64.35402	-68.84666	4.492643	0.003730344
2260	-64.42894	-68.90115	4.472207	0.003807361
2270	-65.42413	-70.08633	4.662202	0.003148547
2280	-64.41884	-68.98151	4.562669	0.003478059
2290	-67.22952	-71.50023	4.270711	0.004657283
2300	-64.3384	-68.83779	4.499385	0.003705278
2310	-64.5562	-69.14233	4.586128	0.003397415
2320	-64.54064	-69.12455	4.583908	0.003404965
2330	-66.00541	-70.70035	4.694942	0.003047133
2340	-64.58596	-69.03179	4.445827	0.003909136
2350	-65.25329	-69.9042	4.650911	0.003184297
2360	-64.94443	-69.57176	4.627335	0.003260264
2370	-64.339	-68.87752	4.538523	0.00356306
2380	-65.06402	-69.70107	4.637057	0.00322872
2390	-67.89922	-72.14161	4.242391	0.004791063
2400	-64.53957	-68.99212	4.45255	0.00388294
2410	-64.35201	-68.84542	4.493408	0.003727491
2420	-64.87175	-69.4927	4.620948	0.003281154
2430	-65.46282	-69.82849	4.365666	0.004235398
2440	-66.13889	-70.46321	4.324323	0.004414172
2450	-66.21313	-70.5334	4.320264	0.004432125
2460	-65.23965	-69.62143	4.381782	0.004167684
2470	-65.46141	-69.82717	4.365763	0.004234986
2480	-65.35481	-69.72807	4.373259	0.00420336
2490	-64.59648	-69.04087	4.444383	0.003914785
2500	-64.32229	-68.83322	4.51093	0.003662745
2510	-64.48766	-69.06334	4.57568	0.003433098
2520	-64.41099	-68.97192	4.560923	0.003484136
2530	-64.38395	-68.86702	4.483078	0.003766196
2540	-65.6949	-70.04532	4.350424	0.004300448
2550	-65.53813	-69.8987	4.360572	0.004257028
2560	-64.40843	-68.96877	4.560337	0.003486177
2570	-64.34144	-68.83934	4.497906	0.003710763
2580	-64.93032	-69.55644	4.626126	0.003264207
2590	-64.49344	-68.9534	4.459967	0.003854247
2600	-64.9267	-69.55252	4.625814	0.003265225
2610	-64.8619	-69.48194	4.620049	0.003284104
2620	-64.35684	-68.90274	4.545894	0.003536895
2630	-64.42547	-68.98956	4.56409	0.003473119
2640	-67.91964	-72.69235	4.772715	0.002819128
2650	-64.32146	-68.84715	4.525688	0.003609089
2660	-65.90879	-70.59876	4.689969	0.003062324
2670	-64.66134	-69.26083	4.599492	0.003352314
2680	-65.72664	-70.07508	4.348437	0.004309
2690	-64.34423	-68.88518	4.540945	0.003554443
2700	-65.76989	-70.11565	4.345764	0.004320536
2710	-65.82842	-70.51413	4.685709	0.003075396
2720	-66.58491	-70.88588	4.300969	0.004518471
2730	-64.4103	-68.97107	4.560765	0.003484685
2740	-65.28419	-69.93721	4.653029	0.003177563
2750	-64.40202	-68.88039	4.478366	0.003783981
2760	-64.57153	-69.15977	4.588242	0.00339024
2770	-64.32839	-68.83374	4.505353	0.003683229
2780	-64.96905	-69.37315	4.404098	0.00407571
2790	-64.49381	-68.95371	4.459904	0.003854492
2800	-64.45417	-68.92126	4.467082	0.003826922
2810	-65.25829	-69.63866	4.38037	0.004173576
2820	-66.33958	-70.6531	4.313518	0.004462122
2830	-65.49327	-69.85686	4.363587	0.00424421
2840	-65.99685	-70.69135	4.694507	0.003048458
2850	-64.91131	-69.53578	4.624475	0.003269602
2860	-64.31907	-68.83815	4.519072	0.003633043
2870	-64.34237	-68.88248	4.540113	0.0035574
2880	-65.01037	-69.41081	4.400435	0.004090667
2890	-64.7459	-69.35466	4.608761	0.003321384
2900	-66.60348	-70.90352	4.300046	0.004522645
2910	-64.7022	-69.13334	4.431143	0.003966961
2920	-64.36333	-68.91145	4.548113	0.003529053
2930	-64.33241	-68.8351	4.502694	0.003693038
2940	-64.88526	-69.29715	4.411887	0.004044086
2950	-64.45746	-69.02785	4.570387	0.003451318
2960	-64.32008	-68.84338	4.523299	0.00361772
2970	-64.58501	-69.17506	4.59005	0.003384118
2980	-64.92057	-69.32911	4.408541	0.004057641
2990	-65.28219	-69.93509	4.652893	0.003177993
3000	-66.51991	-70.82414	4.30423	0.004503762
3010	-66.87826	-71.16502	4.286765	0.004583112
3020	-66.32256	-70.63697	4.314415	0.004458124
3030	-64.32273	-68.85004	4.52731	0.003603237
3040	-64.61344	-69.05556	4.442111	0.003923688
3050	-64.42272	-68.89628	4.473557	0.003802222
3060	-66.13346	-70.83476	4.701305	0.003027806
3070	-64.52342	-68.97848	4.455051	0.003873241
3080	-64.50023	-68.95905	4.45882	0.003858672
3090	-64.33704	-68.83713	4.500083	0.00370269
3100	-65.3415	-69.71572	4.37422	0.00419932
3110	-65.73432	-70.08228	4.34796	0.004311058
3120	-64.51846	-69.09906	4.580601	0.003416247
3130	-65.26163	-69.64175	4.380118	0.004174628
3140	-64.35664	-68.84831	4.491672	0.003733966
3150	-64.39893	-68.87806	4.479133	0.003781081
3160	-64.44067	-68.91043	4.469761	0.003816685
3170	-67.3207	-71.58739	4.266692	0.004676039
3180	-64.36045	-68.85077	4.490317	0.003739028
3190	-64.36103	-68.90838	4.547348	0.003531757
3200	-64.57392	-69.16249	4.588567	0.003389139
3210	-64.79644	-69.21722	4.420779	0.004008286
3220	-64.34563	-68.88718	4.541547	0.003552302
3230	-64.46224	-68.92779	4.465544	0.003832812
3240	-64.35221	-68.84554	4.493333	0.00372777
3250	-64.36376	-68.85295	4.489194	0.003743231
3260	-67.373	-71.63741	4.264411	0.004686713
3270	-64.32197	-68.83331	4.511343	0.003661234
3280	-66.0957	-70.42242	4.326719	0.004403606
3290	-64.43667	-68.90725	4.470581	0.003813556
3300	-64.3989	-68.87804	4.479142	0.003781049
3310	-64.88872	-69.5112	4.622476	0.003276142
3320	-64.39622	-68.87604	4.479817	0.003778496
3330	-64.82725	-69.24486	4.41761	0.004021008
3340	-65.2261	-69.87512	4.649018	0.003190332
3350	-64.32677	-68.85788	4.531103	0.003589598
3360	-64.81242	-69.42782	4.615404	0.003299395
3370	-64.3678	-68.85567	4.487874	0.003748175
3380	-64.65004	-69.08746	4.437416	0.003942151
3390	-65.00325	-69.63548	4.632228	0.003244351
3400	-64.58868	-69.03413	4.445451	0.003910603
3410	-64.49691	-69.07411	4.577202	0.003427875
3420	-64.65882	-69.09515	4.436328	0.003946444
3430	-66.17418	-70.49657	4.322384	0.00442274
3440	-64.59298	-69.03784	4.44486	0.003912917
3450	-64.40315	-68.88124	4.478089	0.00378503
3460	-64.46333	-68.92867	4.465342	0.003833589
3470	-64.32889	-68.86157	4.53268	0.003583942
3480	-64.46037	-68.92627	4.465898	0.003831456
3490	-64.4942	-69.07097	4.576762	0.003429386
3500	-64.35042	-68.89392	4.543499	0.003545375
3510	-64.6337	-69.07318	4.43948	0.003934025
3520	-65.37545	-70.03454	4.659084	0.003158379
3530	-64.70759	-69.13811	4.430519	0.003969436
3540	-66.30783	-70.62302	4.315193	0.004454655
3550	-65.4269	-70.08928	4.662377	0.003147996
3560	-64.74742	-69.35634	4.608919	0.00332086
3570	-64.46618	-69.03815	4.571971	0.003445856
3580	-64.65905	-69.25827	4.599225	0.003353209
3590	-64.38681	-68.8691	4.482292	0.003769155
3600	-64.46533	-69.03715	4.571819	0.00344638
3610	-65.12433	-69.51517	4.390846	0.004130083
3620	-65.43267	-70.09541	4.662741	0.00314685
3630	-64.33323	-68.86867	4.535443	0.003574054
3640	-64.79723	-69.21793	4.420697	0.004008616
3650	-65.27371	-69.65292	4.379211	0.004178414
3660	-68.03522	-72.81181	4.776584	0.002808242
3670	-64.93137	-69.55759	4.626217	0.00326391
3680	-64.72942	-69.15746	4.428033	0.003979316
3690	-64.65176	-69.08896	4.437202	0.003942997
3700	-64.81864	-69.23712	4.418487	0.004017485
3710	-67.71308	-71.96308	4.25	0.004754743
3720	-66.84083	-71.57362	4.732784	0.002933976
3730	-64.32314	-68.85091	4.527768	0.00360159
3740	-64.38796	-68.94327	4.555309	0.00350375
3750	-64.31943	-68.84096	4.521526	0.00362414
3760	-65.46431	-69.82987	4.365564	0.00423583
3770	-64.90763	-69.31739	4.409756	0.004052715
3780	-64.80614	-69.22591	4.419771	0.004012329
3790	-65.0187	-69.41841	4.39971	0.004093634
3800	-64.32724	-68.83346	4.506215	0.003680056
3810	-64.3526	-68.89694	4.54434	0.003542396
3820	-64.95828	-69.58679	4.628508	0.003256441
3830	-64.96418	-69.36871	4.404537	0.00407392
3840	-65.3589	-70.01691	4.658007	0.003161783
3850	-66.95313	-71.23639	4.283262	0.004599194
3860	-67.23444	-71.50493	4.270493	0.004658299
3870	-64.33218	-68.86701	4.534822	0.003576271
3880	-64.83923	-69.45718	4.61795	0.003291005
3890	-64.32261	-68.84977	4.527165	0.003603759
3900	-64.32083	-68.83384	4.513012	0.003655127
3910	-64.57752	-69.02452	4.447005	0.003904533
3920	-64.85857	-69.47832	4.619744	0.003285105
3930	-64.33992	-68.83855	4.498633	0.003708063
3940	-67.01253	-71.75221	4.739684	0.002913804
3950	-64.37472	-68.86045	4.485736	0.003756198
3960	-64.46402	-69.03561	4.571583	0.00344719
3970	-64.65964	-69.09587	4.436227	0.003946842
3980	-64.54464	-68.99643	4.451784	0.003885918
3990	-65.60905	-70.28249	4.673434	0.00311338
4000	-64.3669	-68.91617	4.549264	0.003524994
4010	-65.21662	-69.86497	4.64835	0.003192464
4020	-64.33269	-68.83521	4.502524	0.003693663
4030	-65.0489	-69.44601	4.397113	0.004104277
4040	-65.60917	-69.96507	4.355901	0.004276959
4050	-64.76855	-69.19228	4.423734	0.003996461
4060	-64.48276	-69.05762	4.574856	0.003435927
4070	-64.31944	-68.84099	4.521547	0.003624063
4080	-64.68605	-69.28837	4.602312	0.003342873
4090	-64.37238	-68.92332	4.550947	0.003519068
4100	-64.55195	-69.00264	4.450694	0.003890156
4110	-65.00124	-69.63331	4.632064	0.003244882
4120	-64.84456	-69.46301	4.618448	0.003289367
4130	-65.51824	-70.18627	4.668032	0.003130244
4140	-65.33101	-69.98718	4.656171	0.003167594
4150	-64.958	-69.36309	4.405097	0.004071641
4160	-64.71898	-69.3249	4.605922	0.003330827
4170	-64.57266	-69.02035	4.447692	0.003901852
4180	-64.32203	-68.83329	4.511255	0.003661554
4190	-64.56187	-69.14878	4.586917	0.003394734
4200	-64.40644	-68.88373	4.477295	0.003788037
4210	-64.51425	-68.97076	4.456516	0.003867572
4220	-64.37203	-68.92287	4.550842	0.003519438
4230	-65.16051	-69.54845	4.387939	0.004142106
4240	-64.663	-69.26268	4.599685	0.003351668
4250	-65.04456	-69.68009	4.635534	0.003233643
4260	-64.61996	-69.06122	4.441255	0.003927049
4270	-65.61171	-69.96744	4.355736	0.004277662
4280	-64.64114	-69.07968	4.438533	0.00393775
4290	-64.41805	-68.98054	4.562495	0.003478662
4300	-65.18634	-69.57224	4.385901	0.004150556
4310	-64.61533	-69.05719	4.441862	0.003924664
4320	-64.51964	-68.97529	4.455651	0.00387092
4330	-64.32237	-68.8332	4.510831	0.003663109
4340	-64.31998	-68.84307	4.523084	0.003618496
4350	-65.59018	-70.26251	4.672328	0.003116825
4360	-64.40804	-68.88495	4.476912	0.003789489
4370	-65.00623	-69.63869	4.632469	0.003243568
4380	-65.19752	-69.58254	4.385027	0.004154183
4390	-64.32904	-68.83393	4.504887	0.003684946
4400	-64.40092	-68.87956	4.478638	0.003782953
4410	-64.32796	-68.85997	4.53201	0.003586344
4420	-64.57416	-69.16276	4.588599	0.003389031
4430	-66.11358	-70.4393	4.325724	0.00440799
4440	-64.37934	-68.93231	4.552967	0.003511966
4450	-64.41184	-68.97296	4.561115	0.003483466
4460	-64.56169	-69.14858	4.586893	0.003394818
4470	-65.81867	-70.50386	4.685185	0.003077009
4480	-64.34488	-68.84123	4.496342	0.003716568
4490	-64.34488	-68.84123	4.496342	0.003716568
4500	-64.36485	-68.91346	4.548609	0.003527304
4510	-64.41204	-68.88801	4.475972	0.003793051
4520	-65.76954	-70.11532	4.345785	0.004320442
4530	-64.3217	-68.84772	4.526024	0.003607876
4540	-67.96703	-72.74134	4.77431	0.002814637
4550	-64.65637	-69.25529	4.598913	0.003354256
4560	-64.55533	-69.00552	4.450196	0.003892093
4570	-64.84018	-69.25649	4.416309	0.004026246
4580	-64.44449	-69.01242	4.567933	0.003459798
4590	-64.99464	-69.62616	4.631525	0.003246631
4600	-65.63135	-69.98582	4.354468	0.004283092
4610	-65.14247	-69.78547	4.643	0.00320959
4620	-64.36342	-68.91157	4.548144	0.003528947
4630	-64.84452	-69.46296	4.618444	0.00328938
4640	-64.31909	-68.83741	4.518323	0.003635768
4650	-65.07144	-69.46665	4.395209	0.004112099
4660	-64.32646	-68.85731	4.530853	0.003590494
4670	-64.36026	-68.85064	4.490385	0.003738776
4680	-66.23364	-70.55279	4.319156	0.004437037
4690	-64.57922	-69.1685	4.58928	0.003386724
4700	-64.51786	-69.09836	4.580508	0.003416562
4710	-64.39409	-68.95097	4.556885	0.003498234
4720	-65.92695	-70.26331	4.336357	0.00436137
4730	-64.35615	-68.9018	4.545647	0.003537766
4740	-64.31988	-68.83478	4.514898	0.00364824
4750	-64.59642	-69.04081	4.444392	0.003914749
4760	-66.02977	-70.3602	4.330431	0.00438729
4770	-64.4179	-68.89253	4.474632	0.003798137
4780	-64.33837	-68.83777	4.499401	0.003705219
4790	-64.31955	-68.83536	4.515815	0.003644898
4800	-64.44834	-69.01702	4.568675	0.00345723
4810	-64.35606	-68.90168	4.545616	0.003537879
4820	-65.5311	-70.19991	4.668809	0.003127811
4830	-64.33521	-68.83628	4.501069	0.003699043
4840	-64.88773	-69.29938	4.41165	0.004045046
4850	-66.03792	-70.7345	4.696581	0.003042143
4860	-65.5848	-69.94229	4.357489	0.00427017
4870	-64.6016	-69.04529	4.44369	0.003917498
4880	-64.84149	-69.25767	4.416178	0.004026773
4890	-64.34426	-68.84088	4.496615	0.003715554
4900	-64.78605	-69.20792	4.42187	0.004003917
4910	-64.65466	-69.25338	4.598713	0.003354928
4920	-64.3696	-68.8569	4.487305	0.003750309
4930	-64.99826	-69.63009	4.631821	0.003245669
4940	-67.62496	-71.87863	4.253668	0.004737334
4950	-65.62298	-69.97798	4.355008	0.004280781
4960	-65.30596	-69.68278	4.376816	0.004188433
4970	-64.81634	-69.43212	4.61578	0.003298153
4980	-67.28509	-71.55335	4.268254	0.004668737
4990	-65.25551	-69.63609	4.38058	0.004172701
5000	-67.50089	-71.7598	4.25891	0.004712568
5010	-64.97396	-69.37762	4.403657	0.004077509
5020	-64.59297	-69.03783	4.444862	0.003912908
5030	-64.36663	-68.91581	4.549179	0.003525295
5040	-64.74266	-69.35109	4.608425	0.003322502
5050	-65.78362	-70.12855	4.344922	0.004324172
5060	-64.69493	-69.29823	4.603301	0.003339568
5070	-64.33407	-68.83578	4.50171	0.003696673
5080	-64.69777	-69.30138	4.603615	0.003338521
5090	-64.36616	-68.91519	4.549028	0.003525827
5100	-65.55997	-69.91909	4.359122	0.004263203
5110	-64.38674	-68.86905	4.48231	0.003769088
5120	-65.21747	-69.60095	4.383482	0.004160608
5130	-64.33543	-68.87212	4.536683	0.003569623
5140	-65.53524	-69.89601	4.360764	0.004256209
5150	-66.18252	-70.8862	4.703679	0.003020624
5160	-66.01679	-70.71231	4.695517	0.00304538
5170	-64.34997	-68.84418	4.494214	0.003724487
5180	-64.36582	-68.85434	4.488513	0.003745782
5190	-64.6042	-69.19674	4.592542	0.003375696
5200	-64.31971	-68.8421	4.522396	0.00362099
5210	-64.47641	-69.05019	4.57377	0.00343966
5220	-65.34634	-69.72021	4.37387	0.004200793
5230	-64.34667	-68.84224	4.495574	0.003719426
5240	-64.46762	-69.03985	4.572228	0.003444969
5250	-65.82783	-70.17007	4.34224	0.004335786
5260	-65.58946	-70.26174	4.672286	0.003116957
5270	-64.39404	-68.95092	4.556874	0.00349827
5280	-64.31907	-68.83805	4.518976	0.003633393
5290	-66.41859	-70.728	4.309403	0.004480523
5300	-64.34063	-68.83892	4.49829	0.003709336
5310	-64.33082	-68.83451	4.503688	0.003689367
5320	-64.3196	-68.84168	4.522083	0.003622122
5330	-65.14367	-69.78676	4.643088	0.003209306
5340	-64.85374	-69.47304	4.6193	0.003286567
5350	-64.81056	-69.42579	4.615225	0.003299985
5360	-65.06045	-69.45659	4.396134	0.004108299
5370	-64.43307	-68.9044	4.471332	0.003810693
5380	-64.69995	-69.30381	4.603856	0.003337718
5390	-64.50102	-69.07889	4.577867	0.003425598
