Iteration	Posterior	Likelihood	Prior	correlations[1]	correlations[2]	correlations[3]	correlations[4]	correlations[5]	correlations[6]	correlations[7]	correlations[8]	correlations[9]	correlations[10]	correlations[11]	correlations[12]	correlations[13]	correlations[14]	correlations[15]	correlations[16]	correlations[17]	correlations[18]	correlations[19]	correlations[20]	correlations[21]	correlations[22]	correlations[23]	correlations[24]	correlations[25]	correlations[26]	correlations[27]	correlations[28]	correlations[29]	correlations[30]	correlations[31]	correlations[32]	correlations[33]	correlations[34]	correlations[35]	correlations[36]	proportional_rates[1]	proportional_rates[2]	proportional_rates[3]	proportional_rates[4]	proportional_rates[5]	proportional_rates[6]	proportional_rates[7]	proportional_rates[8]	proportional_rates[9]	relative_rates[1]	relative_rates[2]	relative_rates[3]	relative_rates[4]	relative_rates[5]	relative_rates[6]	relative_rates[7]	relative_rates[8]	relative_rates[9]	sigma2
310	88.33515	76.31242	12.02272	0.279629	0.142793	0.551147	0.411924	0.389303	0.283272	0.306115	0.755551	0.76634	-0.0103515	0.392662	0.836558	0.620032	0.0314621	0.528529	-0.110667	0.184032	0.716639	0.407301	-0.0487952	0.422375	0.147773	0.110553	-0.13614	-0.065839	0.182872	0.541095	0.534183	0.155726	0.647086	0.801742	-0.170603	0.681687	-0.353136	0.654763	0.107217	0.0455699	0.0669989	0.118931	0.172075	0.026262	0.048589	0.152968	0.325862	0.042744	0.410129	0.60299	1.07038	1.54867	0.236358	0.437301	1.37672	2.93276	0.384696	0.3561124
320	88.40124	76.35044	12.0508	0.329905	0.183963	0.525621	0.408613	0.38786	0.287823	0.344393	0.741758	0.759074	-0.0455174	0.409399	0.858811	0.652948	0.0537387	0.532377	-0.116605	0.217117	0.707811	0.438792	-0.0836149	0.413413	0.151809	0.126389	-0.129682	-0.079186	0.160205	0.565488	0.532995	0.140022	0.670333	0.793422	-0.161329	0.678915	-0.351218	0.63044	0.146119	0.0445489	0.0667982	0.118575	0.170534	0.0301288	0.0484434	0.15251	0.324886	0.0435767	0.40094	0.601184	1.06717	1.5348	0.271159	0.435991	1.37259	2.92397	0.39219	0.346252
330	86.3482	74.20342	12.14478	0.338646	0.199968	0.539467	0.396738	0.408776	0.326611	0.38537	0.753474	0.717371	-0.0498266	0.428681	0.839922	0.686665	0.0467792	0.559436	-0.117882	0.227333	0.69925	0.464665	-0.0891775	0.405087	0.127652	0.126518	-0.130799	-0.107678	0.145012	0.602457	0.561743	0.0665022	0.640617	0.809991	-0.192492	0.674357	-0.298707	0.693437	0.190374	0.0461013	0.077838	0.117212	0.153596	0.033315	0.0485465	0.150758	0.323844	0.0487898	0.414912	0.700542	1.05491	1.38237	0.299835	0.436918	1.35682	2.91459	0.439109	0.3151949
340	81.94664	69.95435	11.99228	0.372347	0.237358	0.527452	0.326006	0.421758	0.309355	0.356665	0.729368	0.708228	-0.00587844	0.404435	0.819626	0.708927	0.0459706	0.566871	-0.0484043	0.246	0.692014	0.453214	-0.175554	0.458714	0.224608	0.210756	-0.134922	-0.0774116	0.154938	0.594234	0.556454	-0.00518344	0.604587	0.794437	-0.190858	0.712283	-0.280221	0.690968	0.166709	0.0439911	0.083095	0.120887	0.158412	0.0339085	0.0483853	0.165725	0.295276	0.0503195	0.395919	0.747855	1.08798	1.42571	0.305177	0.435467	1.49153	2.65749	0.452876	0.36712
350	87.98687	75.95962	12.02725	0.371464	0.277566	0.531336	0.329787	0.44457	0.330173	0.356947	0.745345	0.709813	-0.014498	0.394172	0.83265	0.673769	0.0199773	0.560611	-0.025067	0.233277	0.723846	0.43595	-0.182865	0.444869	0.214574	0.15196	-0.14716	-0.0846897	0.170422	0.608829	0.562742	0.00106884	0.623291	0.803902	-0.19199	0.733198	-0.257369	0.696569	0.169575	0.0450281	0.0818743	0.119111	0.136237	0.0334104	0.0524649	0.191355	0.290939	0.0495803	0.405253	0.736869	1.072	1.22613	0.300693	0.472184	1.7222	2.61845	0.446223	0.3545057
360	86.48993	74.34431	12.14563	0.361865	0.265558	0.509373	0.323347	0.457702	0.344153	0.336591	0.759767	0.69718	-0.0324476	0.409046	0.827633	0.699823	0.0247708	0.569241	-0.0313119	0.194862	0.665051	0.406155	-0.188769	0.50208	0.23487	0.169674	-0.159301	-0.0738613	0.138553	0.627819	0.552602	0.0377254	0.558045	0.801298	-0.195508	0.727541	-0.234234	0.683687	0.193961	0.0510971	0.0830378	0.120804	0.138173	0.0390348	0.0532104	0.195629	0.268729	0.0502849	0.459874	0.74734	1.08723	1.24356	0.351313	0.478894	1.76066	2.41857	0.452564	0.3149279
370	89.94257	77.98462	11.95796	0.341555	0.258104	0.49384	0.354237	0.470619	0.34273	0.302603	0.798868	0.644944	-0.0243441	0.414555	0.809774	0.701824	0.0313647	0.554085	-0.0130323	0.224891	0.668898	0.401013	-0.202311	0.510893	0.242013	0.168843	-0.167645	-0.0980803	0.126349	0.668571	0.555989	0.0216682	0.579327	0.812643	-0.19938	0.752072	-0.228037	0.67428	0.163053	0.0446639	0.0774238	0.105196	0.126509	0.0357398	0.0487188	0.199874	0.315964	0.0459106	0.401975	0.696814	0.94676	1.13858	0.321658	0.438469	1.79887	2.84368	0.413195	0.3799396
380	89.5336	77.51683	12.01677	0.320265	0.262287	0.47133	0.41566	0.437728	0.315173	0.283956	0.803822	0.656872	-0.0229187	0.426191	0.806073	0.718413	0.0799503	0.589257	0.0142916	0.241099	0.734079	0.415481	-0.144381	0.513938	0.264576	0.163279	-0.19455	-0.0683006	0.143028	0.669672	0.604266	0.0171958	0.565134	0.799017	-0.176389	0.751586	-0.253679	0.686446	0.117	0.0505058	0.08432	0.111228	0.157806	0.0394376	0.0515125	0.211336	0.245311	0.0485432	0.454552	0.75888	1.00105	1.42025	0.354938	0.463612	1.90202	2.2078	0.436889	0.3582401
390	90.70871	78.62327	12.08543	0.313546	0.281009	0.483401	0.356919	0.419522	0.317847	0.274434	0.793361	0.661514	-0.0156402	0.475004	0.819068	0.683105	0.0781828	0.597222	0.0137664	0.261418	0.740025	0.411816	-0.121648	0.505482	0.243677	0.125124	-0.183378	-0.0561614	0.163673	0.656192	0.61831	0.0942393	0.581588	0.788075	-0.178364	0.758371	-0.248525	0.673491	0.117659	0.0525826	0.0919903	0.118963	0.145137	0.0308763	0.0517155	0.212169	0.247832	0.0487345	0.473243	0.827912	1.07067	1.30623	0.277887	0.465439	1.90952	2.23049	0.438611	0.3344664
400	93.91053	81.85011	12.06042	0.244253	0.268694	0.434791	0.335655	0.411596	0.358394	0.269028	0.788796	0.679359	-0.0497555	0.513705	0.813419	0.662127	0.0668959	0.575298	0.0224627	0.234793	0.723071	0.393047	-0.102546	0.566671	0.179522	0.10625	-0.186908	-0.160455	0.159792	0.653046	0.563658	0.112642	0.582931	0.803836	-0.156743	0.772178	-0.239907	0.674013	0.131078	0.0514757	0.0839519	0.135179	0.151863	0.0250727	0.0506268	0.171705	0.282416	0.0477086	0.463281	0.755567	1.21661	1.36677	0.225654	0.455642	1.54535	2.54175	0.429378	0.3429382
410	93.35976	81.11282	12.24694	0.267048	0.241567	0.485109	0.413033	0.396251	0.395279	0.246668	0.765188	0.709462	-0.0364724	0.491284	0.857336	0.628583	0.0605505	0.609717	0.0219796	0.213577	0.712949	0.364518	-0.123172	0.541664	0.188898	0.112059	-0.177775	-0.0913235	0.151596	0.612031	0.528123	0.120422	0.571307	0.754479	-0.176814	0.763115	-0.243426	0.690242	0.117674	0.0556925	0.0800826	0.128302	0.166591	0.0306728	0.0493624	0.167417	0.275363	0.046517	0.501233	0.720743	1.15472	1.49932	0.276055	0.444261	1.50675	2.47826	0.418653	0.2845846
420	84.74112	72.49207	12.24905	0.241729	0.250669	0.452558	0.412381	0.425614	0.37262	0.287938	0.735369	0.662203	-0.0597165	0.46198	0.848003	0.625594	0.0312797	0.622392	-0.0354098	0.236948	0.72824	0.380768	-0.167108	0.529141	0.244284	0.107303	-0.150782	-0.0326823	0.187197	0.643073	0.527428	0.090988	0.558522	0.744286	-0.154453	0.798448	-0.224102	0.72553	0.11134	0.0544522	0.0913413	0.137099	0.145407	0.0310883	0.050031	0.164342	0.279093	0.0471472	0.49007	0.822072	1.23389	1.30866	0.279795	0.450279	1.47908	2.51184	0.424325	0.2839842
430	95.68512	83.66113	12.02399	0.242095	0.216478	0.469594	0.401338	0.439467	0.389653	0.263256	0.792075	0.696374	-0.0410293	0.447845	0.843873	0.670504	-0.0181242	0.608375	-0.0595206	0.209007	0.712105	0.344458	-0.200644	0.515048	0.249601	0.11557	-0.177195	-0.020955	0.179096	0.638266	0.526693	0.101654	0.646757	0.73042	-0.148972	0.810789	-0.215784	0.71781	0.0958478	0.051499	0.0863874	0.129663	0.137521	0.0300707	0.0461242	0.166457	0.306308	0.04597	0.463491	0.777487	1.16697	1.23769	0.270637	0.415117	1.49811	2.75677	0.41373	0.3556629
440	95.28812	83.0679	12.22021	0.257377	0.186971	0.448978	0.397609	0.425318	0.405632	0.360033	0.792299	0.651031	-0.0340881	0.495817	0.844654	0.669725	-0.0441309	0.58606	-0.0835567	0.231435	0.692046	0.313415	-0.210454	0.485037	0.325104	0.149051	-0.140183	0.0436334	0.170074	0.663766	0.507384	0.133014	0.637614	0.729462	-0.172774	0.786561	-0.207882	0.719243	0.120277	0.0526024	0.0786234	0.133752	0.170479	0.0310191	0.0475788	0.186395	0.25213	0.0474198	0.473422	0.70761	1.20377	1.53431	0.279172	0.428209	1.67756	2.26917	0.426778	0.2922933
450	87.07221	75.04745	12.02475	0.272707	0.299276	0.417302	0.390093	0.486329	0.416512	0.336808	0.783062	0.633287	-0.0448493	0.499697	0.838907	0.662281	-0.0631823	0.569567	-0.0101859	0.28354	0.70152	0.336414	-0.192232	0.490258	0.338948	0.148534	-0.149822	0.0465187	0.16189	0.615413	0.516362	0.138438	0.62169	0.754092	-0.171016	0.776792	-0.240841	0.744413	0.139663	0.0621994	0.0825074	0.131822	0.171601	0.0263544	0.0468647	0.183597	0.248346	0.0467081	0.559795	0.742567	1.1864	1.54441	0.237189	0.421782	1.65238	2.23511	0.420373	0.3553905
460	87.31335	75.33976	11.97359	0.280452	0.293958	0.45857	0.406905	0.493498	0.424406	0.318216	0.794994	0.617262	-0.0644756	0.554803	0.844025	0.643211	-0.0758789	0.550161	-0.0429338	0.291847	0.690777	0.346899	-0.201741	0.498668	0.293315	0.135988	-0.177517	0.055703	0.180917	0.67572	0.555563	0.120801	0.67301	0.747405	-0.199817	0.765572	-0.242096	0.747496	0.156107	0.0511557	0.068046	0.0782724	0.189922	0.0274387	0.0376542	0.151418	0.352743	0.0433508	0.460402	0.612414	0.704452	1.7093	0.246949	0.338888	1.36276	3.17468	0.390157	0.3740464
470	83.81544	71.76389	12.05156	0.253563	0.298178	0.467221	0.447247	0.483714	0.416585	0.298986	0.793026	0.608988	-0.0633874	0.560236	0.802236	0.650324	-0.0840726	0.5494	-0.0866951	0.308206	0.633745	0.354489	-0.235618	0.462867	0.202278	0.100203	-0.149834	0.0757725	0.184078	0.688596	0.56533	0.110516	0.649243	0.771527	-0.163752	0.81974	-0.229052	0.740901	0.0973139	0.0439982	0.0605336	0.0890352	0.177767	0.0244094	0.0339783	0.134701	0.397013	0.0385648	0.395984	0.544802	0.801317	1.5999	0.219685	0.305805	1.21231	3.57312	0.347083	0.345991
480	89.53357	77.52791	12.00566	0.266084	0.197753	0.44837	0.506839	0.539367	0.419364	0.301139	0.794661	0.623836	-0.0345773	0.50673	0.764933	0.632034	-0.0707812	0.548852	-0.0692364	0.332027	0.636613	0.34953	-0.207109	0.466913	0.179319	0.0800389	-0.153613	0.0313641	0.148585	0.692026	0.585207	0.13647	0.674456	0.788856	-0.152955	0.850929	-0.344284	0.743398	0.0753296	0.0450941	0.0716334	0.0940011	0.210363	0.024622	0.0395415	0.154182	0.314927	0.0456363	0.405846	0.644701	0.84601	1.89327	0.221598	0.355873	1.38764	2.83434	0.410726	0.3622415
490	93.57845	81.5171	12.06134	0.276538	0.197423	0.439019	0.498327	0.553813	0.417172	0.337633	0.790855	0.640197	-0.052273	0.546109	0.782682	0.65933	-0.111654	0.561173	-0.100071	0.246011	0.62343	0.36351	-0.196748	0.521149	0.140189	0.0883164	-0.161851	0.0112363	0.065557	0.70081	0.582075	0.130247	0.645069	0.821124	-0.177544	0.856965	-0.33415	0.745079	0.0692858	0.0475202	0.0684624	0.10908	0.222175	0.0259467	0.0416689	0.177018	0.262781	0.0453478	0.427681	0.616162	0.981717	1.99957	0.23352	0.37502	1.59317	2.36503	0.40813	0.3426222
500	93.31742	81.31652	12.0009	0.256462	0.242247	0.472147	0.47626	0.561055	0.440454	0.3075	0.770819	0.60486	-0.0570301	0.543919	0.779832	0.63628	-0.0570969	0.571644	-0.0863305	0.312249	0.58477	0.39406	-0.204336	0.498656	0.176907	0.0570464	-0.172908	0.00664074	0.0980736	0.699415	0.564554	0.114456	0.619307	0.825098	-0.151159	0.891403	-0.319731	0.733014	0.0785074	0.0524408	0.074413	0.104244	0.154943	0.026163	0.0492111	0.170378	0.314708	0.0534989	0.471967	0.669717	0.938199	1.39449	0.235467	0.4429	1.5334	2.83237	0.48149	0.3639693
510	89.24428	77.18715	12.05713	0.257889	0.167613	0.482466	0.457864	0.550658	0.45894	0.33091	0.742905	0.600043	-0.0370813	0.532927	0.822239	0.619978	-0.130674	0.602516	-0.126324	0.242596	0.625985	0.394133	-0.280956	0.492309	0.175014	0.0590513	-0.158882	0.0421031	0.118227	0.68702	0.580437	0.123437	0.689511	0.812523	-0.124647	0.859509	-0.306994	0.750259	0.057334	0.0535348	0.0829746	0.113668	0.138303	0.0280829	0.0498055	0.172436	0.30705	0.0541451	0.481813	0.746772	1.02301	1.24473	0.252746	0.44825	1.55192	2.76345	0.487306	0.3440685
520	88.92532	76.81405	12.11127	0.281498	0.162432	0.47204	0.482345	0.561908	0.452548	0.260098	0.781179	0.624583	-0.07897	0.513337	0.860684	0.655911	-0.121454	0.616961	-0.103872	0.299347	0.629071	0.401322	-0.349368	0.493538	0.129178	0.0677518	-0.170439	0.0427012	0.0919631	0.687712	0.571496	0.105794	0.709739	0.823765	-0.180839	0.864295	-0.321683	0.756792	0.0807493	0.0509162	0.078916	0.124609	0.131538	0.0267093	0.0473693	0.190408	0.292031	0.0575031	0.458246	0.710244	1.12148	1.18385	0.240383	0.426324	1.71368	2.62828	0.517528	0.325936
530	94.39589	82.20446	12.19143	0.278124	0.131431	0.495302	0.474044	0.561797	0.476318	0.271733	0.763642	0.686146	-0.0868376	0.505218	0.811982	0.658048	-0.104534	0.611584	-0.102373	0.29445	0.633089	0.439427	-0.355124	0.465145	0.131048	0.035037	-0.105442	0.0311641	0.0680717	0.716213	0.569515	0.120672	0.709168	0.822614	-0.133953	0.869554	-0.343296	0.745362	0.0830677	0.0477504	0.0796948	0.122025	0.139539	0.0336875	0.0482315	0.199932	0.273873	0.0552667	0.429754	0.717254	1.09822	1.25586	0.303187	0.434083	1.79938	2.46486	0.4974	0.3008299
540	92.88889	80.68797	12.20091	0.321311	0.139636	0.488234	0.485808	0.541058	0.478491	0.268064	0.730666	0.702221	-0.0820903	0.490655	0.813086	0.646769	-0.00320064	0.59904	-0.102989	0.308166	0.629535	0.410077	-0.241477	0.468674	0.141905	0.0624939	-0.11616	-0.0125911	0.0630281	0.720947	0.556828	0.132554	0.751708	0.81241	-0.130826	0.876223	-0.332498	0.738621	0.0708126	0.045733	0.070387	0.128323	0.151723	0.0372418	0.0461937	0.191485	0.272474	0.056439	0.411597	0.633483	1.15491	1.36551	0.335176	0.415743	1.72336	2.45227	0.507951	0.2979898
550	95.01249	82.84968	12.16281	0.328854	0.145752	0.484736	0.472358	0.527774	0.492553	0.270934	0.730424	0.622195	-0.0713918	0.476882	0.808576	0.661221	-0.0435727	0.598702	-0.112484	0.291031	0.630002	0.397227	-0.240424	0.478361	0.0820965	0.0607547	-0.119556	-0.0270915	0.129894	0.714968	0.543586	0.15541	0.757404	0.820685	-0.14497	0.882591	-0.326364	0.74368	0.0728402	0.0476973	0.0747273	0.133835	0.15824	0.0400147	0.0496332	0.166356	0.279327	0.0501698	0.429276	0.672546	1.20451	1.42416	0.360133	0.446699	1.4972	2.51394	0.451528	0.3095636
560	91.49404	79.45089	12.04315	0.341431	0.178278	0.489457	0.479894	0.559815	0.490854	0.252101	0.719099	0.638352	-0.0556566	0.428134	0.78432	0.662092	-0.0536062	0.652121	-0.250829	0.303701	0.638472	0.380905	-0.0916467	0.500613	0.0551265	0.0748759	-0.114075	-0.0347556	0.10485	0.714317	0.527119	0.222661	0.737812	0.797457	-0.102479	0.885198	-0.332194	0.736487	0.0885464	0.0495612	0.0789391	0.139065	0.163831	0.0415784	0.0445634	0.170604	0.260552	0.0513059	0.44605	0.710452	1.25158	1.47448	0.374206	0.40107	1.53543	2.34497	0.461753	0.3489118
570	95.60921	83.58109	12.02812	0.358468	0.162047	0.489418	0.503151	0.556441	0.513864	0.268853	0.734028	0.655899	-0.0657943	0.439338	0.783845	0.638905	-0.0511409	0.651004	-0.261504	0.471576	0.652306	0.371003	-0.114164	0.494642	0.0512686	0.0825292	-0.0956221	-0.0419082	0.0983617	0.723765	0.507464	0.210987	0.754298	0.789404	-0.103128	0.910683	-0.304607	0.78387	0.101386	0.0480728	0.0649128	0.134889	0.158911	0.0403298	0.0470817	0.155898	0.301156	0.0487484	0.432655	0.584215	1.214	1.4302	0.362968	0.423735	1.40308	2.71041	0.438735	0.3541959
580	96.51845	84.33667	12.18178	0.35561	0.141578	0.463354	0.518445	0.613184	0.544819	0.251008	0.772621	0.700159	-0.0396402	0.444943	0.811968	0.612545	-0.070863	0.638871	-0.257267	0.457441	0.640385	0.356406	-0.0931751	0.503354	0.0258775	0.0904005	-0.0997783	-0.0594561	0.101895	0.639061	0.410538	0.356381	0.738742	0.776915	-0.0841414	0.887161	-0.286156	0.764416	0.078922	0.0487457	0.0820328	0.136777	0.161136	0.0361927	0.0477407	0.15808	0.279306	0.0499887	0.438711	0.738295	1.23099	1.45022	0.325735	0.429666	1.42272	2.51376	0.449898	0.3037455
590	97.4152	85.20887	12.20632	0.380573	0.136793	0.495086	0.518813	0.608552	0.557044	0.237869	0.773807	0.719207	-0.077257	0.431938	0.83816	0.610723	-0.0772744	0.657875	-0.280134	0.411021	0.680217	0.408576	-0.171631	0.506977	0.0360397	0.0972702	-0.035285	-0.0456476	0.11537	0.643374	0.396149	0.371274	0.685194	0.778538	-0.0741539	0.865331	-0.303225	0.777444	0.082804	0.0429752	0.0742478	0.135748	0.147556	0.032758	0.0406389	0.151769	0.329034	0.0452739	0.386777	0.66823	1.22173	1.328	0.294822	0.36575	1.36592	2.96131	0.407465	0.2963812
600	90.55664	78.45382	12.10282	0.380635	0.121218	0.50225	0.493133	0.636467	0.562645	0.227981	0.768354	0.732649	-0.059676	0.406809	0.767155	0.627148	-0.109196	0.656323	-0.236941	0.422009	0.685773	0.402882	-0.180398	0.517164	0.0567508	0.0900695	-0.0609354	-0.000554161	0.0467488	0.663614	0.403408	0.412022	0.685981	0.79957	-0.0830278	0.859064	-0.290134	0.777295	0.0829165	0.042876	0.0740763	0.114335	0.164696	0.0289783	0.0477572	0.152443	0.328274	0.0465636	0.385884	0.666687	1.02902	1.48227	0.260804	0.429815	1.37199	2.95447	0.419072	0.328702
610	99.4606	87.40414	12.05646	0.357057	0.12477	0.564279	0.498304	0.609566	0.567967	0.223777	0.766672	0.782264	-0.0427974	0.493528	0.787769	0.593669	0.0605446	0.622885	-0.210534	0.397332	0.616204	0.412576	-0.172094	0.47986	0.101991	0.100531	-0.0551258	0.0249243	0.115543	0.690214	0.428648	0.335547	0.701788	0.803902	-0.0353742	0.870507	-0.289007	0.766572	0.108278	0.0439367	0.086261	0.117164	0.168771	0.0323246	0.0455551	0.149787	0.310735	0.0454664	0.39543	0.776349	1.05448	1.51894	0.290921	0.409996	1.34808	2.79661	0.409198	0.3443001
620	102.4806	90.3627	12.11787	0.377025	0.125373	0.562458	0.513026	0.620049	0.565018	0.237351	0.763661	0.748327	-0.0899933	0.518316	0.796184	0.564796	0.0555962	0.638368	-0.212333	0.36986	0.613507	0.424296	-0.23365	0.505032	0.1606	0.107929	-0.0660857	0.0229109	0.139586	0.683686	0.40442	0.241638	0.708835	0.745559	-0.0275291	0.874699	-0.299085	0.760447	0.0863547	0.0446461	0.0737086	0.123768	0.171496	0.0244475	0.0462906	0.152205	0.315752	0.0476869	0.401815	0.663378	1.11391	1.54346	0.220028	0.416615	1.36984	2.84177	0.429182	0.3237925
630	98.29937	86.07017	12.22919	0.318202	0.122425	0.577611	0.519296	0.62405	0.549637	0.232102	0.763057	0.713471	-0.0589026	0.494571	0.768547	0.535649	0.100536	0.617233	-0.222577	0.306967	0.652048	0.456723	-0.197261	0.512613	0.120831	0.13594	-0.0421657	0.0224094	0.162613	0.706782	0.464867	0.278412	0.710699	0.719228	-0.0261657	0.898307	-0.29037	0.760782	0.0516251	0.0434204	0.0746085	0.119276	0.165272	0.0235602	0.0446106	0.146681	0.336615	0.0459562	0.390783	0.671476	1.07349	1.48745	0.212042	0.401495	1.32013	3.02954	0.413606	0.2896802
640	91.74474	79.63912	12.10562	0.30985	0.163264	0.535884	0.544986	0.597053	0.547151	0.241032	0.766162	0.743702	-0.0863737	0.455717	0.791177	0.518953	0.0797502	0.562394	-0.234676	0.2889	0.655033	0.417879	-0.166816	0.498195	0.14153	0.16362	-0.0693836	0.0326971	0.199108	0.665794	0.468378	0.275189	0.720936	0.750113	-0.0746904	0.878485	-0.275239	0.754642	0.0485125	0.0543437	0.115575	0.105264	0.198513	0.0293031	0.046105	0.151595	0.251805	0.0474957	0.489093	1.04018	0.94738	1.78662	0.263728	0.414945	1.36435	2.26625	0.427461	0.3277822
650	93.88177	81.80317	12.0786	0.334151	0.162426	0.54337	0.545556	0.581919	0.506777	0.254039	0.755437	0.753058	-0.0528682	0.459912	0.775335	0.522014	0.0816495	0.603649	-0.250019	0.27716	0.651912	0.431115	-0.165407	0.487066	0.223484	0.187599	-0.0857624	0.00954037	0.153015	0.659986	0.44119	0.250663	0.682314	0.68845	-0.0843718	0.859188	-0.255835	0.740877	0.0839905	0.0520512	0.0901325	0.112464	0.203888	0.0265533	0.0402609	0.168138	0.260373	0.046139	0.468461	0.811192	1.01218	1.83499	0.23898	0.362349	1.51325	2.34336	0.415251	0.3367612
660	98.02516	85.90655	12.11861	0.355168	0.178176	0.53002	0.472497	0.571516	0.522766	0.249079	0.758452	0.747863	-0.0428033	0.507027	0.787572	0.555817	0.0882581	0.594695	-0.264517	0.277872	0.654829	0.421368	-0.149426	0.467746	0.169186	0.200966	-0.0892417	0.0112407	0.143437	0.670314	0.486153	0.247713	0.659161	0.688	-0.0705056	0.855716	-0.260965	0.768778	0.0860239	0.0510166	0.0747567	0.111187	0.21142	0.0257301	0.03891	0.164986	0.276771	0.045222	0.45915	0.67281	1.00069	1.90278	0.231571	0.35019	1.48488	2.49094	0.406998	0.323553
670	95.93476	83.8122	12.12257	0.355677	0.185242	0.512696	0.461363	0.562574	0.531527	0.251744	0.748667	0.733531	-0.0532086	0.521561	0.771157	0.56251	0.10051	0.609544	-0.231714	0.29441	0.646299	0.480029	-0.166644	0.461008	0.185283	0.191976	-0.112733	0.0209718	0.155185	0.617334	0.509097	0.233174	0.675152	0.685314	-0.0415846	0.848293	-0.288412	0.756988	0.110387	0.0542453	0.0794878	0.118224	0.193538	0.0273585	0.0413725	0.175428	0.263496	0.0468499	0.488208	0.71539	1.06402	1.74184	0.246227	0.372352	1.57885	2.37146	0.421649	0.322274
680	98.29767	86.24463	12.05304	0.365963	0.224021	0.520983	0.468663	0.577813	0.57259	0.226784	0.756751	0.747836	-0.0451352	0.533687	0.776006	0.578968	0.0650581	0.590782	-0.204726	0.30434	0.657433	0.448878	-0.138099	0.463289	0.208376	0.156086	-0.0984743	0.0791501	0.115514	0.661573	0.531161	0.209154	0.641583	0.701949	-0.043662	0.854132	-0.28698	0.751088	0.12104	0.0550219	0.0774931	0.10365	0.188681	0.0249103	0.0403343	0.171026	0.288608	0.0502761	0.495198	0.697437	0.932848	1.69813	0.224193	0.363008	1.53923	2.59747	0.452485	0.34548
690	95.49153	83.30288	12.18866	0.348755	0.201401	0.539724	0.445163	0.582685	0.561866	0.217208	0.738596	0.754906	-0.0503477	0.510406	0.783268	0.564844	0.0711768	0.615295	-0.175446	0.293144	0.631566	0.450838	-0.126599	0.440156	0.207367	0.163773	-0.0670651	0.00352217	0.116556	0.632623	0.49929	0.128471	0.585858	0.732374	-0.0576408	0.851473	-0.300247	0.737189	0.102808	0.0537448	0.0750197	0.101244	0.179949	0.0243321	0.039398	0.167056	0.310148	0.049109	0.483703	0.675178	0.911195	1.61954	0.218989	0.354582	1.5035	2.79133	0.441981	0.3016645
700	96.45416	84.17302	12.28115	0.36018	0.171436	0.534578	0.405619	0.582003	0.558372	0.213305	0.802087	0.710368	-0.000911751	0.526305	0.778634	0.58006	0.100356	0.605633	-0.19994	0.320983	0.660163	0.418598	-0.0878603	0.425431	0.252417	0.191487	-0.0338285	-0.0116303	0.260783	0.614318	0.507715	0.131995	0.574195	0.695952	-0.0785329	0.841888	-0.282446	0.722472	0.118244	0.0563064	0.081557	0.106069	0.170837	0.0300977	0.0444707	0.175018	0.282182	0.0534612	0.506758	0.734013	0.954625	1.53753	0.270879	0.400236	1.57516	2.53964	0.481151	0.2750145
710	97.9129	85.63324	12.27966	0.390912	0.156823	0.534459	0.441917	0.591006	0.550863	0.226529	0.812674	0.723684	0.0156855	0.496237	0.765906	0.591754	0.102833	0.596708	-0.223918	0.262003	0.657902	0.414084	-0.0229141	0.445487	0.25045	0.177725	-0.0451441	-0.0205806	0.251334	0.593223	0.482678	0.136076	0.664956	0.725491	-0.0805631	0.863353	-0.283226	0.714255	0.113764	0.0542065	0.0785154	0.131456	0.164466	0.0400069	0.0428122	0.168491	0.271297	0.0487502	0.487858	0.706638	1.1831	1.48019	0.360062	0.38531	1.51642	2.44167	0.438752	0.2754234
720	99.23235	86.9316	12.30075	0.375891	0.152629	0.504008	0.374308	0.586457	0.527934	0.237319	0.809545	0.712844	0.025926	0.516152	0.774215	0.614137	0.0926832	0.605	-0.218747	0.313136	0.612836	0.376162	0.0382243	0.472431	0.271831	0.209346	-0.05756	-0.0271188	0.23327	0.653323	0.444642	0.152521	0.542877	0.719848	0.00239618	0.844348	-0.283218	0.708651	0.129081	0.0516762	0.0657615	0.12532	0.194184	0.0358026	0.0408138	0.160626	0.282067	0.0437482	0.465086	0.591854	1.12788	1.74766	0.322223	0.367324	1.44563	2.53861	0.393734	0.2696753
730	97.7228	85.42174	12.30106	0.363121	0.152739	0.49741	0.338612	0.601444	0.51643	0.255392	0.785767	0.704112	0.0314723	0.525183	0.784085	0.640573	0.0259719	0.618193	-0.242321	0.264952	0.596107	0.396332	0.066551	0.495209	0.285922	0.223624	-0.0661364	-0.0441156	0.229231	0.64797	0.424148	0.114261	0.580163	0.742567	-0.0079155	0.849902	-0.279354	0.709523	0.132398	0.0566359	0.078834	0.136322	0.200551	0.0295613	0.0447309	0.156361	0.249057	0.047947	0.509723	0.709506	1.2269	1.80496	0.266051	0.402578	1.40724	2.24151	0.431523	0.2695915
