Iteration	Posterior	Likelihood	Prior	correlations[1]	correlations[2]	correlations[3]	correlations[4]	correlations[5]	correlations[6]	correlations[7]	correlations[8]	correlations[9]	correlations[10]	correlations[11]	correlations[12]	correlations[13]	correlations[14]	correlations[15]	correlations[16]	correlations[17]	correlations[18]	correlations[19]	correlations[20]	correlations[21]	correlations[22]	correlations[23]	correlations[24]	correlations[25]	correlations[26]	correlations[27]	correlations[28]	correlations[29]	correlations[30]	correlations[31]	correlations[32]	correlations[33]	correlations[34]	correlations[35]	correlations[36]	proportional_rates[1]	proportional_rates[2]	proportional_rates[3]	proportional_rates[4]	proportional_rates[5]	proportional_rates[6]	proportional_rates[7]	proportional_rates[8]	proportional_rates[9]	relative_rates[1]	relative_rates[2]	relative_rates[3]	relative_rates[4]	relative_rates[5]	relative_rates[6]	relative_rates[7]	relative_rates[8]	relative_rates[9]	sigma2
740	99.99797	87.86585	12.13211	0.321267	0.17951	0.516116	0.468164	0.626214	0.511124	0.221846	0.795241	0.641876	0.0163226	0.519275	0.787764	0.637358	0.111753	0.614578	-0.273666	0.241897	0.598893	0.400015	0.0604308	0.499374	0.410795	0.218533	-0.00960489	-0.0412417	0.236479	0.670556	0.445445	0.103501	0.602074	0.745383	0.000119311	0.863723	-0.313797	0.708737	0.122647	0.0569301	0.0792436	0.110611	0.171671	0.0282639	0.0446463	0.157173	0.303265	0.0481961	0.512371	0.713192	0.995501	1.54504	0.254375	0.401817	1.41456	2.72938	0.433765	0.3192133
750	99.75709	87.63	12.12709	0.338648	0.135735	0.558699	0.477598	0.653141	0.479863	0.236494	0.790431	0.638791	0.00328302	0.537261	0.785517	0.62272	0.124398	0.594169	-0.275028	0.302197	0.52284	0.399388	0.0428269	0.452516	0.404142	0.246375	-0.017209	-0.0596317	0.246907	0.644588	0.361113	0.200985	0.605948	0.812783	-0.0358607	0.85252	-0.330699	0.726394	0.0810593	0.0529364	0.0774581	0.108119	0.197859	0.0276271	0.0448363	0.148159	0.296432	0.0465733	0.476427	0.697123	0.973072	1.78073	0.248644	0.403526	1.33343	2.66789	0.41916	0.3208194
760	96.10516	83.9177	12.18746	0.376106	0.146909	0.537014	0.479803	0.656938	0.478466	0.201666	0.77946	0.625376	0.00991643	0.530365	0.809127	0.634243	0.132756	0.590575	-0.327349	0.248111	0.529368	0.386327	0.025051	0.44568	0.378765	0.221178	0.00290339	-0.0304584	0.238581	0.613458	0.404061	0.295455	0.683044	0.803856	-0.0178378	0.852741	-0.338959	0.732174	0.101386	0.0509831	0.0746	0.10413	0.190559	0.0266077	0.0431819	0.17304	0.285494	0.051405	0.458848	0.6714	0.937167	1.71503	0.239469	0.388637	1.55736	2.56945	0.462645	0.3020246
770	99.56846	87.40468	12.16378	0.385058	0.152376	0.543155	0.546103	0.630893	0.497782	0.226152	0.77629	0.568784	0.0209755	0.54997	0.820544	0.661116	0.136848	0.630628	-0.36119	0.234729	0.547815	0.397564	0.0685899	0.475	0.396789	0.219067	-0.0158642	-0.0509177	0.238031	0.620812	0.401395	0.311575	0.675777	0.806476	-0.011855	0.850032	-0.313986	0.728032	0.119299	0.0529097	0.0745505	0.110558	0.194917	0.0261907	0.0425051	0.170328	0.28102	0.0470209	0.476188	0.670955	0.99502	1.75425	0.235716	0.382546	1.53295	2.52918	0.423188	0.3092633
780	101.4171	89.33083	12.08622	0.413279	0.13155	0.548807	0.636234	0.607702	0.492763	0.239865	0.814986	0.54622	-0.0195151	0.499423	0.795649	0.654055	0.133044	0.68728	-0.348534	0.224669	0.503638	0.347108	0.0541156	0.455646	0.416675	0.235913	-0.0297499	-0.034998	0.238245	0.648341	0.424863	0.297967	0.689469	0.799609	-0.031526	0.88308	-0.29807	0.775664	0.136162	0.0525771	0.0740818	0.135038	0.193692	0.0261449	0.0404432	0.143158	0.28814	0.0467253	0.473194	0.666736	1.21534	1.74322	0.235304	0.363989	1.28843	2.59326	0.420528	0.3342036
790	96.94716	84.89187	12.05529	0.417932	0.119827	0.558443	0.657041	0.594964	0.494761	0.254348	0.799947	0.566418	-0.0211256	0.4573	0.826094	0.660593	0.109936	0.676968	-0.341058	0.259629	0.527739	0.357149	0.0228541	0.442381	0.415949	0.217035	-0.0484706	-0.0379475	0.236323	0.659161	0.444999	0.312875	0.693414	0.781931	-0.0342967	0.856083	-0.180269	0.791461	0.123843	0.0555928	0.0783309	0.118979	0.228037	0.0258653	0.042763	0.15137	0.249658	0.0494053	0.500335	0.704978	1.07081	2.05233	0.232787	0.384867	1.36233	2.24692	0.444648	0.3447006
800	102.3348	90.33073	12.0041	0.33039	0.114001	0.565131	0.642574	0.561968	0.478974	0.255652	0.793198	0.56561	-0.0201705	0.446318	0.824185	0.671983	0.132778	0.64598	-0.346469	0.238378	0.523929	0.314728	0.0195425	0.398139	0.373654	0.190824	-0.0555522	-0.040388	0.241363	0.622237	0.415475	0.344085	0.726522	0.804478	-0.0445187	0.854979	-0.199594	0.770096	0.1398	0.0539842	0.0784511	0.119531	0.205004	0.0230216	0.0415256	0.153391	0.279329	0.0457629	0.485857	0.70606	1.07578	1.84503	0.207195	0.37373	1.38052	2.51396	0.411866	0.3628081
810	99.50089	87.36542	12.13547	0.326881	0.105245	0.578425	0.633939	0.572587	0.489111	0.23464	0.791125	0.609813	-0.0142838	0.467077	0.829284	0.647447	0.153701	0.639412	-0.285693	0.23271	0.514116	0.317862	0.0190886	0.445196	0.384858	0.210291	-0.0501804	-0.0391447	0.242874	0.637413	0.422931	0.348897	0.746363	0.810524	-0.0421588	0.858696	-0.184775	0.76634	0.173317	0.0558604	0.0771829	0.104444	0.20169	0.0255186	0.0511099	0.163929	0.274813	0.0454514	0.502744	0.694646	0.939999	1.81521	0.229667	0.459989	1.47537	2.47332	0.409063	0.3181444
820	97.43298	85.41423	12.01875	0.355347	0.0843304	0.594278	0.620247	0.589003	0.485064	0.256329	0.785014	0.592777	0.00327521	0.497753	0.810114	0.618407	0.153741	0.595562	-0.284479	0.242417	0.556224	0.296719	0.0340412	0.457616	0.354561	0.192872	-0.0903462	-0.0307056	0.246632	0.650801	0.434154	0.354289	0.765388	0.795199	-0.0251291	0.854303	-0.190117	0.716198	0.215669	0.0601411	0.0731303	0.135585	0.204355	0.0294581	0.0395573	0.1508	0.256116	0.0508575	0.54127	0.658173	1.22027	1.83919	0.265123	0.356016	1.3572	2.30504	0.457717	0.3575298
830	96.43503	84.50155	11.93348	0.347107	0.0877065	0.628055	0.704385	0.603965	0.483045	0.259559	0.797734	0.576319	0.0230494	0.474908	0.822651	0.636011	0.130895	0.611485	-0.318663	0.23541	0.572504	0.305264	-0.000908961	0.452809	0.37666	0.182972	-0.0576695	-0.0139186	0.21873	0.664409	0.420506	0.369327	0.772955	0.778923	-0.0410203	0.858635	-0.202551	0.716273	0.198835	0.0566148	0.0832347	0.127635	0.19002	0.0277309	0.0447848	0.141958	0.280146	0.0478755	0.509534	0.749112	1.14872	1.71018	0.249578	0.403064	1.27762	2.52131	0.43088	0.3893555
840	102.4828	90.38852	12.09426	0.362925	0.0853338	0.65215	0.709428	0.584224	0.446341	0.261671	0.781034	0.561955	0.051124	0.419731	0.802481	0.612081	0.0826604	0.627414	-0.30832	0.210434	0.549441	0.277854	-0.00651376	0.439463	0.397767	0.205497	-0.0418774	0.00369855	0.236279	0.666065	0.482804	0.364097	0.769719	0.795829	-0.0325641	0.877658	-0.183207	0.746582	0.187003	0.0535302	0.0592955	0.112394	0.249196	0.02622	0.0429948	0.14622	0.264882	0.045267	0.481771	0.53366	1.01155	2.24276	0.23598	0.386953	1.31598	2.38394	0.407403	0.3315263
850	101.2521	89.2619	11.99017	0.383302	0.0649541	0.660124	0.718989	0.614932	0.463123	0.250905	0.781102	0.552578	0.048504	0.420372	0.809728	0.654896	0.11826	0.636135	-0.30096	0.204508	0.510356	0.284413	-0.0165024	0.429489	0.415114	0.210127	-0.0419365	-0.00023599	0.248785	0.67733	0.423361	0.353464	0.762857	0.793604	-0.0274974	0.867811	-0.209183	0.745546	0.194538	0.0552553	0.064391	0.117725	0.235364	0.0300799	0.0394854	0.164162	0.246476	0.0470613	0.497298	0.579519	1.05953	2.11828	0.270719	0.355369	1.47746	2.21828	0.423552	0.3678971
860	97.33139	85.2822	12.04919	0.401819	0.0890967	0.660563	0.732689	0.619208	0.506447	0.242764	0.755784	0.53767	0.0137557	0.443473	0.792642	0.653047	0.144538	0.640437	-0.228362	0.251679	0.462685	0.26547	-0.021111	0.42557	0.424189	0.200875	-0.034665	-0.00208793	0.236162	0.65611	0.411995	0.410113	0.755069	0.813616	-0.00483045	0.873251	-0.227223	0.752947	0.144904	0.0567692	0.0748016	0.118069	0.237615	0.0229498	0.0405672	0.147649	0.253229	0.0483507	0.510923	0.673214	1.06262	2.13853	0.206548	0.365105	1.32884	2.27906	0.435156	0.3468118
870	97.15879	85.10143	12.05736	0.470646	0.126407	0.731918	0.732504	0.623241	0.459243	0.198624	0.733731	0.571455	0.0710441	0.463181	0.787006	0.605328	0.152162	0.633649	-0.230994	0.279743	0.468814	0.295052	-0.0219393	0.443718	0.402162	0.1767	-0.0467146	0.0152047	0.241205	0.638183	0.421204	0.402605	0.740137	0.825596	-0.0178312	0.862603	-0.260013	0.731032	0.11602	0.057297	0.0555004	0.119166	0.239824	0.0313232	0.0434833	0.149022	0.255583	0.0488003	0.515673	0.499504	1.0725	2.15842	0.281908	0.39135	1.3412	2.30025	0.439202	0.3439905
880	98.4063	86.36274	12.04356	0.487628	0.0973236	0.733881	0.664488	0.608609	0.464488	0.178285	0.758587	0.544009	0.0850131	0.505737	0.787626	0.617098	0.1493	0.638689	-0.222783	0.186036	0.467981	0.316171	-0.0427778	0.420303	0.396225	0.1843	-0.00464615	-0.0144773	0.306358	0.637303	0.443009	0.35338	0.725078	0.842765	-0.0293573	0.875855	-0.258658	0.725263	0.14995	0.0525702	0.0548567	0.111891	0.22004	0.0256392	0.0398961	0.12886	0.317327	0.0489201	0.473132	0.49371	1.00702	1.98036	0.230753	0.359065	1.15974	2.85594	0.440281	0.3487693
890	102.9757	90.8971	12.07857	0.495537	0.168662	0.711687	0.68331	0.613122	0.469052	0.173785	0.785749	0.596104	0.0630426	0.475539	0.784507	0.603491	0.139613	0.63158	-0.223066	0.136787	0.490135	0.302817	-0.0466371	0.388711	0.417307	0.187509	0.0224544	-0.0148275	0.337752	0.620301	0.469004	0.302186	0.67612	0.814336	-0.0261427	0.884545	-0.321579	0.743037	0.0820199	0.0453718	0.0548011	0.119291	0.207537	0.0256132	0.0383452	0.129724	0.338006	0.041311	0.408346	0.49321	1.07362	1.86783	0.230519	0.345107	1.16751	3.04205	0.371799	0.3367698
900	101.5331	89.54981	11.98329	0.4689	0.179973	0.673117	0.666908	0.568014	0.469964	0.179189	0.770732	0.63653	0.0870434	0.379398	0.809758	0.617915	0.157281	0.634273	-0.215051	0.12778	0.515158	0.304482	0.0288013	0.412483	0.408512	0.171396	0.0351057	-0.0440343	0.28033	0.610001	0.46722	0.282011	0.738994	0.812213	-0.0123086	0.859564	-0.321863	0.759564	0.0875846	0.0543443	0.0571737	0.107199	0.21032	0.0277383	0.0388595	0.11996	0.342539	0.0418651	0.489099	0.514563	0.964795	1.89288	0.249645	0.349736	1.07964	3.08285	0.376786	0.3704368
910	99.69712	87.77641	11.9207	0.472021	0.175709	0.691256	0.66273	0.562819	0.488724	0.180775	0.770722	0.580597	0.0880199	0.337492	0.815781	0.601235	0.138588	0.616434	-0.2696	0.0756314	0.543861	0.314243	0.0625559	0.474045	0.389347	0.172171	0.0224809	-0.0276499	0.281168	0.604893	0.536569	0.267517	0.732607	0.819249	-0.0253019	0.854388	-0.290633	0.762717	0.107938	0.0539232	0.0605759	0.0870101	0.208691	0.0275234	0.0385584	0.138406	0.339885	0.0454273	0.485309	0.545183	0.783091	1.87822	0.24771	0.347026	1.24565	3.05896	0.408846	0.3943606
920	99.983	88.06086	11.92214	0.483856	0.173135	0.708272	0.661993	0.605489	0.493521	0.233254	0.7587	0.588281	0.120956	0.379251	0.792033	0.618527	0.0204196	0.622366	-0.264831	0.142621	0.526595	0.263461	0.132087	0.457215	0.413229	0.204899	0.0549712	-0.0250468	0.241241	0.575357	0.520859	0.256675	0.736528	0.82701	-0.0979077	0.84827	-0.290846	0.789508	0.114114	0.0538116	0.0552368	0.0942584	0.224915	0.0269887	0.0378093	0.140239	0.318509	0.0482318	0.484304	0.497131	0.848326	2.02424	0.242898	0.340284	1.26215	2.86659	0.434086	0.3937959
930	99.30519	87.41686	11.88834	0.50125	0.130522	0.722266	0.674924	0.602023	0.496759	0.164806	0.739933	0.595772	0.116869	0.38032	0.810283	0.608792	0.0763981	0.65674	-0.257287	0.123724	0.49697	0.255194	0.0447001	0.463793	0.448317	0.219176	0.0648014	-0.0434208	0.24168	0.594473	0.489329	0.261611	0.776448	0.837303	-0.116925	0.851211	-0.296346	0.767239	0.156169	0.0534106	0.0519795	0.0938761	0.248367	0.0267876	0.0375276	0.130019	0.316136	0.041897	0.480695	0.467816	0.844885	2.2353	0.241088	0.337748	1.17017	2.84522	0.377073	0.4073338
940	99.73541	87.79005	11.94536	0.479527	0.112314	0.745095	0.739895	0.61906	0.471501	0.141305	0.742849	0.562234	0.1069	0.371775	0.786116	0.613266	0.0998572	0.652436	-0.254441	0.127498	0.528631	0.269818	0.049474	0.429979	0.459537	0.213399	0.0440562	-0.0585999	0.236892	0.597397	0.509189	0.274304	0.76081	0.821155	-0.0664174	0.871342	-0.309394	0.770882	0.155957	0.0614753	0.0564407	0.101933	0.283163	0.0316722	0.0402909	0.141178	0.231771	0.0520759	0.553277	0.507966	0.917398	2.54847	0.28505	0.362618	1.2706	2.08594	0.468683	0.3847565
950	92.07028	80.25535	11.81493	0.462407	0.102139	0.749679	0.718901	0.622346	0.496189	0.136678	0.718604	0.551786	0.135008	0.396982	0.808063	0.62396	0.146152	0.634918	-0.262655	0.080547	0.48023	0.273443	0.0501339	0.424633	0.477672	0.190396	0.0490919	0.0111118	0.228448	0.607015	0.512762	0.265481	0.77281	0.855827	-0.074558	0.862836	-0.312369	0.760761	0.110061	0.0643545	0.0583306	0.106707	0.280166	0.0331556	0.042178	0.141612	0.217719	0.0557765	0.579191	0.524976	0.960365	2.5215	0.2984	0.379602	1.27451	1.95947	0.501989	0.4383585
960	92.99277	81.21668	11.77609	0.448502	0.0916564	0.758926	0.715707	0.610449	0.474407	0.156721	0.718423	0.535717	0.157464	0.416742	0.819084	0.635465	0.158733	0.611753	-0.279914	0.0669949	0.522104	0.262471	-0.0182381	0.433727	0.469342	0.186722	0.055196	0.0351026	0.208288	0.6413	0.484979	0.267244	0.723296	0.851485	-0.037912	0.878591	-0.268933	0.757136	0.107624	0.0596526	0.0502118	0.0989109	0.29601	0.0274676	0.0390963	0.131266	0.245684	0.0517013	0.536873	0.451907	0.890198	2.66409	0.247208	0.351867	1.18139	2.21115	0.465312	0.455721
970	96.0529	84.10675	11.94615	0.470263	0.0965498	0.73683	0.725371	0.624476	0.462671	0.186401	0.724536	0.522374	0.139724	0.416232	0.80962	0.637691	0.160714	0.608141	-0.258501	0.0840806	0.517322	0.258799	-0.0153359	0.41502	0.472581	0.206225	0.0380134	0.0187402	0.173352	0.646545	0.499872	0.267754	0.723829	0.84037	-0.0513126	0.872507	-0.278351	0.754502	0.113268	0.0626335	0.0689183	0.141994	0.283062	0.0234911	0.0420008	0.141017	0.186387	0.0504957	0.563702	0.620265	1.27795	2.54756	0.21142	0.378007	1.26916	1.67748	0.454461	0.3844519
980	100.5699	88.53656	12.03335	0.452685	0.10582	0.726595	0.72517	0.624292	0.46485	0.167105	0.7148	0.55127	0.143172	0.387269	0.82526	0.638881	0.149169	0.611389	-0.250448	0.0709669	0.524475	0.26047	0.111445	0.409674	0.478589	0.209684	0.024427	0.00621538	0.199611	0.649723	0.495039	0.153025	0.710656	0.824794	-0.00637728	0.878389	-0.300231	0.782046	0.105931	0.0620355	0.0623008	0.112151	0.280359	0.0294415	0.0386371	0.139671	0.228042	0.0473616	0.558319	0.560708	1.00936	2.52323	0.264973	0.347734	1.25704	2.05238	0.426254	0.3523498
990	97.46025	85.43606	12.02419	0.459038	0.0598962	0.720867	0.708753	0.620611	0.527942	0.14278	0.735354	0.550937	0.155902	0.361296	0.818984	0.619739	0.176517	0.590837	-0.295964	0.122819	0.535806	0.276876	0.118162	0.404665	0.518146	0.210308	0.0353864	0.0332207	0.237987	0.657313	0.471808	0.186297	0.716214	0.782901	0.0326207	0.849	-0.305433	0.778582	0.0488975	0.0634601	0.0617292	0.12296	0.263751	0.0301176	0.0395244	0.13673	0.233279	0.0484492	0.571141	0.555563	1.10664	2.37376	0.271059	0.35572	1.23057	2.09951	0.436043	0.3555908
1000	103.0174	90.99278	12.02465	0.484319	0.102885	0.734236	0.69103	0.62722	0.538515	0.144821	0.755196	0.577562	0.136802	0.367907	0.833877	0.606872	0.17631	0.592496	-0.278187	0.109728	0.536706	0.224901	0.13427	0.415396	0.512234	0.207842	0.037289	0.131685	0.261721	0.651764	0.505267	0.208435	0.721446	0.803548	0.0211446	0.863981	-0.298408	0.792335	0.0226823	0.0598967	0.069763	0.137281	0.255415	0.0333079	0.0437111	0.151213	0.20041	0.0490014	0.53907	0.627867	1.23553	2.29874	0.299771	0.3934	1.36092	1.80369	0.441012	0.3554263
1010	99.71743	87.78678	11.93064	0.467522	0.13042	0.710232	0.663797	0.616026	0.540311	0.12223	0.770565	0.596803	0.148999	0.423197	0.843137	0.597801	0.190002	0.607429	-0.262261	0.0479583	0.54634	0.241879	0.111351	0.371246	0.512105	0.206874	0.0191134	0.085728	0.289121	0.645959	0.516487	0.215061	0.687225	0.802973	0.010898	0.872346	-0.275973	0.78366	0.0475443	0.0553827	0.072272	0.111672	0.264601	0.0357554	0.0452832	0.156652	0.207618	0.0507637	0.498445	0.650448	1.00505	2.38141	0.321798	0.407549	1.40986	1.86856	0.456873	0.3904603
1020	98.99241	87.13738	11.85503	0.450685	0.147468	0.706536	0.63385	0.605158	0.533459	0.111966	0.78864	0.623817	0.107005	0.391598	0.828594	0.596588	0.162591	0.596851	-0.26568	0.0562916	0.566931	0.280003	0.0924184	0.411561	0.497401	0.189555	-0.00422989	0.0805044	0.272891	0.624991	0.522988	0.16638	0.71274	0.788291	-0.0019369	0.852885	-0.290924	0.801253	0.0623422	0.0551011	0.0803358	0.110445	0.263255	0.0393555	0.0459666	0.148473	0.206562	0.0505055	0.49591	0.723022	0.994003	2.3693	0.3542	0.413699	1.33626	1.85906	0.45455	0.4211295
1030	100.8797	88.8234	12.05631	0.447147	0.116749	0.703148	0.661171	0.604482	0.533988	0.138652	0.768046	0.591904	0.121477	0.386234	0.834476	0.576369	0.110909	0.590043	-0.265197	0.0661887	0.588349	0.301539	0.13899	0.397529	0.462289	0.170852	-0.00931932	0.0908601	0.273625	0.636781	0.565498	0.116514	0.739905	0.796922	0.0201723	0.871666	-0.26952	0.823124	0.067719	0.0579341	0.0844663	0.11869	0.261149	0.0363775	0.048106	0.156107	0.188922	0.0482484	0.521407	0.760197	1.06821	2.35034	0.327398	0.432954	1.40496	1.7003	0.434236	0.3443499
1040	92.21952	80.14189	12.07763	0.433664	0.116759	0.678395	0.643515	0.596658	0.531403	0.121002	0.776506	0.655044	0.112802	0.391086	0.821238	0.546561	0.0654506	0.586396	-0.25133	0.102421	0.59323	0.278904	0.155438	0.386842	0.467526	0.152901	-0.00544467	0.0762807	0.25973	0.645586	0.562785	0.224518	0.744765	0.773032	-0.0381783	0.864239	-0.257929	0.823911	0.0845434	0.0574808	0.0918211	0.110629	0.213237	0.043011	0.0522948	0.1697	0.209377	0.0524495	0.517327	0.82639	0.995665	1.91913	0.387099	0.470653	1.5273	1.88439	0.472046	0.3370871
1050	93.82517	81.68125	12.14391	0.423055	0.0969017	0.700463	0.67271	0.62072	0.515756	0.112469	0.767226	0.649552	0.152948	0.369296	0.786378	0.543578	0.0794073	0.593865	-0.234698	0.142155	0.588982	0.302173	0.0457872	0.387302	0.431481	0.232041	-0.0243894	0.0623157	0.2488	0.636072	0.506921	0.206588	0.744006	0.759365	-0.00694973	0.860201	-0.255586	0.837468	0.0886574	0.0582397	0.0930334	0.11209	0.216052	0.0435788	0.0479296	0.163793	0.212141	0.053142	0.524157	0.8373	1.00881	1.94447	0.39221	0.431366	1.47414	1.90927	0.478278	0.3154679
1060	106.006	93.88125	12.12471	0.415219	0.119142	0.683892	0.627379	0.592205	0.517129	0.235808	0.750872	0.57992	0.17279	0.355427	0.79391	0.556504	0.0923188	0.605518	-0.167203	0.142064	0.584961	0.282423	0.0165061	0.396086	0.377663	0.233712	-0.00127458	0.0644439	0.25383	0.65806	0.525251	0.222129	0.77001	0.768557	-0.0114951	0.878961	-0.244951	0.818867	0.0956037	0.0563599	0.0633969	0.117702	0.238757	0.0410592	0.0446483	0.147363	0.238019	0.0526939	0.507239	0.570572	1.05932	2.14882	0.369533	0.401835	1.32627	2.14217	0.474246	0.3215839
1070	101.7037	89.69161	12.01212	0.426894	0.122107	0.658732	0.607668	0.594246	0.532576	0.229543	0.735632	0.672114	0.171287	0.297333	0.780709	0.560951	0.0559268	0.589396	-0.176272	0.146587	0.611765	0.28877	-0.00360522	0.391638	0.360415	0.213442	-0.0164514	0.0758804	0.218622	0.654818	0.499768	0.207487	0.776008	0.779859	-0.0155507	0.88562	-0.244512	0.824828	0.0744225	0.0617603	0.0694716	0.108295	0.261635	0.0352128	0.0429884	0.161483	0.20141	0.0577431	0.555843	0.625244	0.974655	2.35472	0.316915	0.386895	1.45335	1.81269	0.519688	0.3599093
1080	101.5051	89.65485	11.85024	0.462628	0.137764	0.664138	0.612881	0.619007	0.545893	0.208452	0.773307	0.69225	0.182612	0.2829	0.786811	0.574355	0.0819346	0.595042	-0.128427	0.133145	0.654744	0.293684	0.00364142	0.403235	0.394052	0.221637	-0.0127518	0.0672308	0.279905	0.651064	0.505615	0.206424	0.769211	0.777298	-0.0534869	0.892726	-0.257724	0.818823	0.0297109	0.0614778	0.0691538	0.100987	0.260438	0.0318986	0.0427917	0.178619	0.200489	0.0541444	0.5533	0.622384	0.908885	2.34394	0.287088	0.385125	1.60757	1.8044	0.487299	0.4231514
1090	104.1399	92.11781	12.02208	0.435554	0.165378	0.65415	0.626849	0.613652	0.547168	0.184675	0.777868	0.69432	0.119233	0.279472	0.78969	0.630056	0.075726	0.595673	-0.121373	0.131847	0.661102	0.345479	0.0154995	0.406063	0.387303	0.222595	-0.0235341	0.0636667	0.272245	0.649802	0.514297	0.17441	0.759557	0.789983	-0.0489203	0.889692	-0.256761	0.817907	0.0323897	0.0665385	0.0927326	0.124534	0.177959	0.029607	0.0463143	0.18672	0.216993	0.0586015	0.598847	0.834594	1.12081	1.60163	0.266463	0.416828	1.68048	1.95294	0.527413	0.3563435
1100	102.88	90.86582	12.01413	0.499869	0.16107	0.654723	0.620752	0.621403	0.568621	0.164297	0.783804	0.711831	0.118069	0.265786	0.759707	0.609724	0.0741655	0.603372	-0.125371	0.14437	0.644297	0.363534	-0.0837042	0.443836	0.42028	0.229314	-0.015902	0.0815875	0.279361	0.654733	0.52885	0.168614	0.767821	0.816464	-0.055168	0.889485	-0.239798	0.843774	0.0457819	0.0634837	0.0814133	0.127997	0.174896	0.0303388	0.0474591	0.191335	0.222357	0.0607196	0.571353	0.73272	1.15197	1.57407	0.273049	0.427132	1.72202	2.00121	0.546476	0.3591862
1110	107.0535	94.89391	12.15955	0.494602	0.189438	0.642228	0.576041	0.624368	0.592557	0.189403	0.780623	0.745785	0.117885	0.26525	0.744604	0.607769	0.0379743	0.594857	-0.1423	0.153822	0.662645	0.383407	-0.0979702	0.474841	0.405291	0.211311	-0.00921362	0.0846954	0.269797	0.650838	0.485185	0.17907	0.732844	0.782681	-0.0453211	0.896839	-0.218343	0.835408	0.0416945	0.0603415	0.0773837	0.12456	0.192423	0.0362002	0.0467189	0.179436	0.225223	0.0577142	0.543073	0.696453	1.12104	1.73181	0.325802	0.42047	1.61493	2.027	0.519428	0.3105732
1120	104.6395	92.54937	12.09013	0.499341	0.184121	0.622199	0.57082	0.617496	0.591976	0.216215	0.797737	0.693161	0.076997	0.208388	0.769457	0.590746	0.0189431	0.580108	-0.153963	0.135829	0.684312	0.356668	-0.0766197	0.465501	0.414619	0.225191	0.018739	0.0528551	0.278371	0.617282	0.564557	0.189555	0.713325	0.768323	-0.0306678	0.871621	-0.202362	0.816222	0.107097	0.0560801	0.0767035	0.137188	0.192435	0.0448341	0.0548921	0.163938	0.220291	0.0536384	0.504721	0.690331	1.23469	1.73191	0.403507	0.494029	1.47544	1.98262	0.482745	0.3328984
1130	103.5574	91.52032	12.03706	0.501415	0.245008	0.629085	0.571342	0.631155	0.608471	0.232461	0.796744	0.681957	0.0596023	0.226232	0.777367	0.548245	0.0312241	0.579101	-0.147323	0.145667	0.641954	0.325322	-0.109078	0.450217	0.4018	0.245477	0.0192087	0.0998464	0.279181	0.64135	0.536981	0.163844	0.742732	0.74472	-0.0635892	0.85785	-0.211529	0.836121	0.0902281	0.0520683	0.0810508	0.1172	0.232809	0.0416268	0.0477869	0.157537	0.22012	0.0498013	0.468615	0.729457	1.0548	2.09528	0.374641	0.430082	1.41783	1.98108	0.448212	0.3510433
1140	98.86218	86.76034	12.10183	0.505396	0.25222	0.610411	0.54257	0.642902	0.619077	0.226583	0.811314	0.707446	0.0644632	0.209671	0.788174	0.567554	0.0361221	0.615521	-0.168992	0.13712	0.632766	0.395928	-0.13942	0.44447	0.418317	0.215136	-0.0182931	0.0911364	0.326752	0.614184	0.538716	0.180764	0.734295	0.77966	-0.0691667	0.885765	-0.124231	0.821922	0.107085	0.0457558	0.0808581	0.0901807	0.232256	0.0363057	0.0476733	0.157162	0.261859	0.0479494	0.411802	0.727723	0.811626	2.0903	0.326751	0.42906	1.41446	2.35673	0.431544	0.3290259
1150	96.07295	83.96971	12.10324	0.561792	0.255321	0.602973	0.559793	0.615436	0.563585	0.220384	0.811537	0.714933	0.0540078	0.242182	0.798112	0.598267	0.0237302	0.601327	-0.195901	0.132203	0.656065	0.448053	-0.201632	0.432199	0.448095	0.207194	-0.0285491	0.122912	0.354911	0.627475	0.545968	0.157529	0.748029	0.794802	-0.0963265	0.846433	-0.137381	0.798881	0.123751	0.0551136	0.0783598	0.0992558	0.205152	0.032285	0.0489167	0.161261	0.268689	0.0509671	0.496022	0.705238	0.893302	1.84637	0.290565	0.44025	1.45135	2.4182	0.458704	0.3285623
1160	99.10446	87.087	12.01747	0.557444	0.247466	0.623533	0.582549	0.642834	0.560867	0.198554	0.82944	0.714118	0.0631796	0.251895	0.805662	0.653884	0.00646708	0.625052	-0.191053	0.13423	0.673079	0.465395	-0.218146	0.418177	0.45459	0.220051	-0.0251705	0.131091	0.364918	0.624397	0.553078	0.213666	0.689079	0.819037	-0.0627162	0.841936	-0.179092	0.767281	0.179088	0.0472103	0.0755068	0.112705	0.198168	0.0334967	0.0479467	0.15539	0.280465	0.0491115	0.424893	0.679562	1.01435	1.78351	0.30147	0.43152	1.39851	2.52418	0.442004	0.3579895
1170	100.3453	88.30056	12.04475	0.526669	0.24012	0.666641	0.580248	0.646903	0.56752	0.169278	0.82884	0.71016	0.0654047	0.26334	0.791269	0.649438	0.0114368	0.641174	-0.175414	0.142967	0.670568	0.474222	-0.23243	0.470865	0.417109	0.204363	-0.0307438	0.150549	0.35791	0.621195	0.524989	0.223722	0.654177	0.805112	-0.03662	0.855385	-0.2004	0.759133	0.1848	0.0448377	0.0749594	0.111578	0.171783	0.0384043	0.0506399	0.153835	0.306383	0.0475803	0.40354	0.674635	1.0042	1.54604	0.345639	0.455759	1.38452	2.75745	0.428223	0.3483537
