Iteration	Posterior	Likelihood	Prior	correlations[1]	correlations[2]	correlations[3]	correlations[4]	correlations[5]	correlations[6]	correlations[7]	correlations[8]	correlations[9]	correlations[10]	correlations[11]	correlations[12]	correlations[13]	correlations[14]	correlations[15]	correlations[16]	correlations[17]	correlations[18]	correlations[19]	correlations[20]	correlations[21]	correlations[22]	correlations[23]	correlations[24]	correlations[25]	correlations[26]	correlations[27]	correlations[28]	correlations[29]	correlations[30]	correlations[31]	correlations[32]	correlations[33]	correlations[34]	correlations[35]	correlations[36]	proportional_rates[1]	proportional_rates[2]	proportional_rates[3]	proportional_rates[4]	proportional_rates[5]	proportional_rates[6]	proportional_rates[7]	proportional_rates[8]	proportional_rates[9]	relative_rates[1]	relative_rates[2]	relative_rates[3]	relative_rates[4]	relative_rates[5]	relative_rates[6]	relative_rates[7]	relative_rates[8]	relative_rates[9]	sigma2
860	114.333	102.3872	11.9458	0.70482	0.588071	0.336763	0.614608	0.880944	0.682229	0.221286	0.909926	0.404451	0.389598	0.643246	0.782112	0.548154	0.376843	0.692702	-0.241051	0.261264	0.596371	0.393007	0.127147	0.694895	0.379656	0.268785	-0.0243732	0.197529	0.109059	0.747244	0.496877	0.356766	0.703085	0.77157	0.142002	0.936392	-0.268309	0.737531	0.218733	0.0474364	0.0700629	0.14593	0.148843	0.0298447	0.0480845	0.158734	0.290214	0.0608504	0.426928	0.630566	1.31337	1.33959	0.268602	0.43276	1.4286	2.61193	0.547654	0.3845854
870	116.2216	104.2831	11.9385	0.725117	0.569303	0.389491	0.656358	0.892745	0.674016	0.258642	0.899579	0.379664	0.456432	0.637449	0.819	0.541431	0.333012	0.655475	-0.233161	0.33184	0.60458	0.381659	0.113694	0.690336	0.381411	0.268306	-0.0244552	0.191628	0.0889483	0.739081	0.492219	0.361557	0.703389	0.772578	0.154327	0.924703	-0.264995	0.762669	0.212701	0.045183	0.0667347	0.113518	0.141773	0.0251201	0.0458003	0.175121	0.32879	0.0579598	0.406647	0.600612	1.02166	1.27595	0.226081	0.412203	1.57609	2.95911	0.521639	0.3874048
880	114.3283	102.334	11.99431	0.716533	0.542707	0.366087	0.67931	0.894352	0.691384	0.234549	0.92542	0.361768	0.444037	0.673737	0.792447	0.540291	0.324486	0.700531	-0.213533	0.366177	0.659026	0.369306	0.119542	0.668537	0.318127	0.244949	-0.0196021	0.150696	0.128984	0.747316	0.499487	0.390512	0.722923	0.74953	0.15717	0.939642	-0.276035	0.765918	0.217098	0.0481488	0.0713964	0.121177	0.157144	0.0224431	0.0456621	0.183546	0.288718	0.0617642	0.433339	0.642568	1.0906	1.4143	0.201988	0.410959	1.65192	2.59846	0.555878	0.3663761
890	115.7116	103.7899	11.92174	0.763455	0.528896	0.378081	0.673472	0.890253	0.718653	0.242132	0.919629	0.358044	0.441719	0.682213	0.782385	0.559729	0.325216	0.699049	-0.228044	0.355123	0.650078	0.374021	0.176559	0.672154	0.321987	0.249651	-0.0135283	0.132691	0.145348	0.732049	0.503274	0.390879	0.700371	0.758334	0.163366	0.943047	-0.261429	0.774671	0.206805	0.0461273	0.0683989	0.111032	0.147528	0.0294631	0.049235	0.212448	0.276596	0.0591711	0.415145	0.61559	0.999289	1.32775	0.265168	0.443115	1.91203	2.48936	0.53254	0.3939523
900	112.4502	100.5696	11.88058	0.781133	0.514472	0.391359	0.729175	0.906904	0.724877	0.260119	0.916212	0.341987	0.471239	0.692387	0.769677	0.557241	0.319255	0.692653	-0.163391	0.368856	0.659698	0.376676	0.157681	0.660934	0.323283	0.249941	-0.0389597	0.132231	0.154509	0.729402	0.49716	0.403543	0.697964	0.756441	0.183083	0.95879	-0.257226	0.794538	0.197022	0.0462917	0.0693304	0.112544	0.127378	0.0291428	0.0499056	0.210484	0.290809	0.0641141	0.416625	0.623973	1.0129	1.1464	0.262285	0.44915	1.89436	2.61728	0.577027	0.4105047
910	111.5395	99.45453	12.08501	0.772892	0.545926	0.386366	0.730844	0.901772	0.729923	0.269442	0.898371	0.347088	0.494861	0.646177	0.765443	0.550547	0.30159	0.695475	-0.144164	0.352128	0.678707	0.408109	0.139252	0.70807	0.343938	0.258215	-0.0408384	0.158994	0.136378	0.708742	0.549702	0.375841	0.704022	0.775082	0.189029	0.95124	-0.20723	0.815888	0.157924	0.0477474	0.0715106	0.116083	0.121944	0.0313133	0.051475	0.214785	0.286999	0.0581429	0.429727	0.643596	1.04475	1.0975	0.28182	0.463275	1.93306	2.58299	0.523286	0.3346085
920	113.8749	101.7751	12.09981	0.764761	0.541136	0.402841	0.728176	0.911515	0.715452	0.257592	0.919231	0.366757	0.48897	0.650237	0.77448	0.56367	0.289139	0.664319	-0.137709	0.378321	0.703007	0.411688	0.134098	0.695151	0.308945	0.258576	-0.0427088	0.146471	0.145778	0.733258	0.549135	0.327333	0.710352	0.759386	0.176852	0.942537	-0.23912	0.790812	0.155192	0.049785	0.0774229	0.107713	0.147822	0.026384	0.0497466	0.207573	0.277362	0.0561907	0.448065	0.696806	0.969421	1.3304	0.237456	0.44772	1.86816	2.49626	0.505716	0.3296937
930	116.0613	104.0509	12.01041	0.765058	0.548085	0.40363	0.742216	0.91215	0.735184	0.228975	0.919511	0.36272	0.471984	0.643226	0.777011	0.577203	0.260623	0.689846	-0.131463	0.377951	0.687375	0.403331	0.0911943	0.700961	0.277466	0.275319	-0.0424634	0.148668	0.167666	0.733577	0.619709	0.302563	0.755555	0.75927	0.168365	0.949653	-0.221562	0.798915	0.152814	0.0486907	0.0872436	0.119496	0.166429	0.0261238	0.0504447	0.193365	0.255134	0.0530727	0.438217	0.785193	1.07546	1.49786	0.235114	0.454002	1.74028	2.29621	0.477654	0.3605239
940	111.063	99.0093	12.05367	0.69517	0.56031	0.368955	0.732659	0.916239	0.733241	0.195391	0.906451	0.424233	0.465102	0.646826	0.752948	0.53983	0.284447	0.712221	-0.137511	0.382096	0.683366	0.38803	0.0980488	0.664994	0.271747	0.270466	-0.0430583	0.11289	0.160216	0.757874	0.596089	0.322797	0.768732	0.753562	0.161338	0.950607	-0.220493	0.795409	0.170191	0.0509561	0.0775128	0.13782	0.137508	0.0248127	0.0459765	0.202556	0.267262	0.0555955	0.458605	0.697615	1.24038	1.23757	0.223315	0.413789	1.82301	2.40536	0.500359	0.3452616
950	121.8087	109.7774	12.03131	0.6934	0.555241	0.366647	0.723938	0.901832	0.730552	0.203801	0.923519	0.420483	0.481301	0.639324	0.787119	0.502796	0.330231	0.701795	-0.146215	0.416648	0.669882	0.385106	0.125857	0.658196	0.330756	0.275679	-0.0534002	0.119834	0.170857	0.758125	0.591415	0.288067	0.780561	0.765994	0.15987	0.945709	-0.222636	0.80659	0.176367	0.0510465	0.0809067	0.12297	0.177164	0.0301268	0.0498179	0.211425	0.216436	0.060107	0.459419	0.72816	1.10673	1.59447	0.271141	0.448361	1.90283	1.94792	0.540963	0.3530686
960	115.2585	103.3257	11.93281	0.665883	0.543136	0.373104	0.727557	0.891388	0.73655	0.16987	0.909548	0.420185	0.474874	0.637256	0.795549	0.500262	0.33772	0.686639	-0.142306	0.400058	0.664463	0.396424	0.143777	0.643648	0.312642	0.276214	-0.0529736	0.127592	0.179536	0.791551	0.666931	0.197368	0.784199	0.758718	0.180723	0.947779	-0.251707	0.795173	0.170247	0.0572507	0.0828562	0.111771	0.181433	0.0308528	0.0517477	0.21652	0.198474	0.0690951	0.515257	0.745706	1.00594	1.6329	0.277675	0.465729	1.94868	1.78626	0.621856	0.3896164
970	105.012	93.10131	11.91068	0.671753	0.540718	0.38205	0.708393	0.904031	0.721945	0.0936883	0.895933	0.405323	0.466822	0.638875	0.756144	0.509087	0.345085	0.666715	-0.0437878	0.398873	0.652106	0.418606	0.0299638	0.64483	0.326257	0.287757	-0.0352615	0.0951454	0.173775	0.78006	0.662508	0.237935	0.797986	0.750878	0.135238	0.961292	-0.218242	0.78007	0.163679	0.0513136	0.0635471	0.0984128	0.169569	0.0288353	0.0523287	0.193604	0.277812	0.0645771	0.461823	0.571924	0.885715	1.52612	0.259518	0.470958	1.74244	2.50031	0.581194	0.3983335
980	111.8182	99.87091	11.94728	0.673559	0.5313	0.382865	0.724457	0.884677	0.729886	0.0645885	0.901433	0.398364	0.467375	0.651402	0.750899	0.529343	0.407117	0.690255	-0.0563349	0.410868	0.67435	0.377778	0.0843878	0.627648	0.316486	0.276936	-0.0438283	0.0172149	0.16488	0.788661	0.640268	0.214961	0.788822	0.7589	0.120886	0.94918	-0.212347	0.789633	0.156854	0.0495595	0.0722086	0.0873191	0.21395	0.0332234	0.048527	0.179539	0.255789	0.0598856	0.446036	0.649877	0.785872	1.92555	0.299011	0.436743	1.61585	2.3021	0.53897	0.3840193
990	111.7341	99.73402	12.00011	0.695786	0.50914	0.425582	0.726956	0.893416	0.750613	0.040698	0.888998	0.388564	0.461406	0.605017	0.749652	0.496949	0.350247	0.667439	-0.060463	0.444064	0.6599	0.406531	0.0716301	0.61969	0.348092	0.306158	-0.074852	-0.00521133	0.182124	0.79772	0.626125	0.220706	0.77717	0.771014	0.140043	0.935927	-0.143758	0.821903	0.181156	0.0471643	0.0798695	0.0976706	0.205315	0.0343661	0.050196	0.195893	0.22758	0.0619453	0.424479	0.718825	0.879035	1.84784	0.309295	0.451764	1.76303	2.04822	0.557508	0.3642589
1000	114.8962	102.8802	12.01604	0.676103	0.551545	0.410567	0.750591	0.905274	0.750223	0.0455966	0.890748	0.39589	0.473751	0.556951	0.762208	0.503832	0.293495	0.665212	-0.0366104	0.445499	0.63318	0.43214	0.0942358	0.632825	0.351968	0.301169	-0.09714	-0.0110004	0.138576	0.787007	0.549257	0.233895	0.777091	0.767711	0.166343	0.951394	-0.187916	0.837901	0.156481	0.0480304	0.0797787	0.0975595	0.205082	0.0304252	0.0501389	0.19567	0.231441	0.0618749	0.432273	0.718008	0.878036	1.84574	0.273827	0.451251	1.76103	2.08297	0.556874	0.3584991
1010	112.1358	100.1223	12.01346	0.67717	0.515895	0.420325	0.742237	0.905078	0.760623	0.0493687	0.883668	0.462281	0.388085	0.588209	0.74333	0.454797	0.288647	0.671685	0.0142553	0.425485	0.658959	0.42905	0.0576857	0.641549	0.359907	0.311426	-0.0967701	-0.0317338	0.152745	0.799183	0.545556	0.256013	0.752587	0.76725	0.132109	0.949966	-0.217723	0.800028	0.161234	0.0455784	0.0843121	0.0820706	0.167171	0.0316558	0.0499073	0.194766	0.282951	0.061589	0.410206	0.758809	0.738635	1.50454	0.284902	0.449165	1.75289	2.54655	0.554301	0.3594286
1020	119.7544	107.7157	12.03879	0.697913	0.550104	0.413991	0.672596	0.894573	0.73517	0.0946484	0.882213	0.51081	0.393787	0.590302	0.776628	0.467538	0.300346	0.672036	0.0227814	0.415315	0.64143	0.40904	0.0785244	0.660535	0.346957	0.270431	-0.126081	-0.0140669	0.137251	0.771583	0.528259	0.3051	0.760036	0.768828	0.165459	0.939069	-0.178607	0.809728	0.164202	0.0494203	0.0797849	0.0889884	0.181262	0.0343241	0.054114	0.235872	0.209455	0.0667803	0.444782	0.718064	0.800895	1.63135	0.308917	0.487026	2.12284	1.88509	0.601023	0.3504355
1030	125.0661	113.0118	12.05434	0.70501	0.558895	0.41404	0.690904	0.88657	0.733863	0.0962665	0.873777	0.547115	0.380123	0.576007	0.780866	0.477425	0.302701	0.62175	0.0118779	0.42563	0.674065	0.406123	0.0793068	0.669313	0.336933	0.27733	-0.105276	-0.0251459	0.134448	0.762836	0.517602	0.337279	0.759205	0.767576	0.13437	0.933398	-0.160101	0.807327	0.146392	0.0485176	0.0765394	0.0870389	0.173888	0.0325016	0.0508458	0.226277	0.242165	0.0622271	0.436658	0.688855	0.78335	1.56499	0.292515	0.457612	2.03649	2.17948	0.560044	0.3450314
1040	123.3932	111.2718	12.12144	0.70392	0.55669	0.430017	0.676708	0.895608	0.741486	0.116477	0.877445	0.644484	0.387467	0.601342	0.769035	0.513648	0.320584	0.634321	0.0941091	0.419846	0.679986	0.411454	0.089504	0.645466	0.332078	0.256793	-0.0768107	-0.0280659	0.1543	0.750474	0.47446	0.330129	0.755016	0.795523	0.108529	0.948771	-0.192892	0.774323	0.132454	0.0514147	0.0811097	0.0953944	0.164647	0.0370938	0.0538819	0.193891	0.256625	0.0659428	0.462732	0.729988	0.85855	1.48182	0.333844	0.484937	1.74502	2.30962	0.593485	0.3226389
1050	123.8016	111.6967	12.10486	0.732348	0.58611	0.42926	0.710984	0.900377	0.73576	0.0912569	0.890777	0.619302	0.320439	0.507031	0.771001	0.500757	0.312932	0.638981	0.0535443	0.450701	0.67036	0.389963	0.0825956	0.643001	0.319606	0.271423	-0.0924953	0.000518528	0.151597	0.769397	0.52134	0.323547	0.779397	0.800634	0.0951269	0.923077	-0.202823	0.80377	0.13786	0.0487089	0.07475	0.106945	0.15636	0.0341853	0.0496571	0.178689	0.289933	0.0607722	0.43838	0.67275	0.962506	1.40724	0.307667	0.446914	1.6082	2.6094	0.54695	0.3280317
1060	120.0282	107.9587	12.0694	0.714522	0.569869	0.424654	0.722192	0.903959	0.720989	0.120086	0.900586	0.567123	0.322997	0.533986	0.754805	0.509859	0.283937	0.663416	0.0498008	0.439672	0.681277	0.401035	0.0972512	0.619527	0.318924	0.256676	-0.0926834	-0.0233157	0.177062	0.738258	0.530082	0.299924	0.771038	0.791971	0.0691914	0.931983	-0.219426	0.785802	0.0877738	0.049339	0.0666007	0.142272	0.158382	0.0346275	0.0504014	0.181	0.259704	0.0576731	0.444051	0.599406	1.28045	1.42544	0.311647	0.453612	1.629	2.33733	0.519058	0.3398713
1070	117.1648	105.0645	12.10037	0.709847	0.605975	0.419403	0.706871	0.899247	0.724975	0.119536	0.89179	0.611495	0.361152	0.548801	0.769929	0.495363	0.268115	0.655008	0.00817029	0.525148	0.702557	0.394472	0.143294	0.607651	0.217662	0.247197	-0.0810511	0.00151393	0.209058	0.746483	0.542107	0.275925	0.745051	0.796081	0.0795417	0.931406	-0.223078	0.78589	0.0922039	0.0510101	0.0695082	0.14567	0.162165	0.0366985	0.0557547	0.197467	0.22464	0.0570865	0.459091	0.625574	1.31103	1.45948	0.330287	0.501793	1.77721	2.02176	0.513778	0.3295085
1080	112.2687	100.1037	12.16498	0.727517	0.610213	0.420376	0.69272	0.895757	0.676108	0.112489	0.897151	0.557566	0.341571	0.557012	0.778665	0.571633	0.263824	0.611459	0.0210187	0.586083	0.679985	0.411513	0.146967	0.604708	0.212477	0.230638	-0.0689931	0.0469731	0.123466	0.72155	0.556643	0.279521	0.72976	0.798109	0.0444236	0.910846	-0.229282	0.804714	0.0701044	0.0530099	0.0740529	0.128668	0.153772	0.0371824	0.0579405	0.193746	0.230737	0.0708909	0.477089	0.666476	1.15801	1.38395	0.334641	0.521465	1.74371	2.07664	0.638019	0.3088916
1090	115.4022	103.2669	12.1353	0.749254	0.582341	0.392036	0.703933	0.884574	0.685418	0.0387196	0.890986	0.686864	0.324488	0.563983	0.801247	0.588864	0.273659	0.69241	0.0134759	0.538541	0.668651	0.403785	0.198782	0.61453	0.196334	0.22842	-0.119864	-0.0194848	0.117668	0.721278	0.551464	0.239462	0.746154	0.783324	0.0122699	0.933865	-0.227017	0.801012	0.0328815	0.0557047	0.0748695	0.133919	0.172352	0.0357557	0.0557174	0.191728	0.208989	0.0709655	0.501342	0.673826	1.20527	1.55116	0.321801	0.501457	1.72555	1.8809	0.63869	0.3181979
1100	122.5939	110.4538	12.14014	0.753314	0.583494	0.395413	0.716345	0.860645	0.707837	0.0576816	0.883135	0.672316	0.322622	0.597325	0.79579	0.544709	0.305632	0.721411	0.000235887	0.446954	0.652263	0.395519	0.176206	0.650045	0.143574	0.219685	-0.0993198	0.0122469	0.128568	0.761434	0.678468	0.239722	0.765435	0.806897	0.015103	0.947329	-0.260073	0.82052	0.00917551	0.0464515	0.0649367	0.125748	0.161836	0.0335741	0.0523178	0.190824	0.261285	0.0630279	0.418064	0.58443	1.13173	1.45652	0.302167	0.47086	1.71742	2.35156	0.567251	0.31666
1110	122.5786	110.4716	12.10707	0.7352	0.620478	0.421163	0.706097	0.878753	0.735886	0.0487218	0.889	0.632215	0.308202	0.626843	0.773978	0.545662	0.315153	0.725809	0.0146745	0.430174	0.665072	0.415017	0.171319	0.641989	0.139109	0.227664	-0.0732359	-0.100255	0.134424	0.758069	0.673478	0.206982	0.758028	0.79937	0.0338111	0.930794	-0.228854	0.841519	0.0683886	0.0482369	0.0703955	0.109215	0.168056	0.0348645	0.0543287	0.198158	0.251295	0.0654504	0.434132	0.633559	0.982936	1.5125	0.313781	0.488958	1.78343	2.26165	0.589053	0.3273075
1120	120.2233	108.1169	12.10649	0.723346	0.63225	0.402704	0.721845	0.866905	0.749403	0.0353153	0.912233	0.646519	0.291941	0.542569	0.8106	0.566606	0.318296	0.729757	0.084838	0.503078	0.67452	0.44584	0.182155	0.636766	0.147797	0.230024	-0.0633743	-0.137128	0.182133	0.733548	0.656242	0.204637	0.721697	0.806849	0.0611229	0.926148	-0.232342	0.836801	0.049669	0.051607	0.0738089	0.0931798	0.154304	0.0365551	0.0506742	0.207767	0.26348	0.068624	0.464463	0.66428	0.838619	1.38874	0.328996	0.456068	1.8699	2.37132	0.617616	0.3274989
1130	125.1974	113.019	12.17833	0.723288	0.62432	0.419083	0.65727	0.886454	0.745706	0.0533413	0.88912	0.660351	0.256719	0.586301	0.823805	0.539485	0.315293	0.702623	0.087744	0.484638	0.659819	0.442032	0.137431	0.595666	0.141272	0.27665	-0.0298667	-0.17092	0.161331	0.74498	0.632251	0.278009	0.722818	0.814818	0.0738904	0.922851	-0.221697	0.844855	0.065961	0.0533603	0.0803593	0.0963457	0.159547	0.0314586	0.0523959	0.214826	0.247056	0.0646514	0.480243	0.723234	0.867111	1.43592	0.283128	0.471563	1.93343	2.2235	0.581862	0.3047939
1140	119.0978	106.9126	12.18516	0.714437	0.631231	0.422013	0.711422	0.906993	0.742102	0.0201802	0.880542	0.701126	0.237075	0.546254	0.764798	0.557263	0.314665	0.7219	0.102608	0.469012	0.669618	0.445625	0.142272	0.643279	0.194977	0.271591	-0.0811624	-0.164283	0.188971	0.773012	0.620755	0.245721	0.71669	0.814266	0.0745179	0.919707	-0.183751	0.824487	0.0752825	0.0535714	0.0644759	0.104955	0.160178	0.0340644	0.0526031	0.217212	0.248033	0.0649071	0.482142	0.580284	0.944598	1.4416	0.30658	0.473428	1.95491	2.2323	0.584164	0.3027198
1150	121.4935	109.3763	12.11724	0.700734	0.628071	0.45143	0.716048	0.905984	0.746252	0.0188973	0.880769	0.745713	0.224033	0.538876	0.759114	0.552254	0.282532	0.6837	0.177152	0.450316	0.678778	0.425968	0.0841135	0.624673	0.21708	0.27774	-0.0883518	-0.099656	0.146589	0.733512	0.605274	0.256437	0.688866	0.803965	0.0624821	0.944403	-0.207796	0.826349	0.0776293	0.0512303	0.0728142	0.11849	0.163778	0.0316389	0.0503044	0.20772	0.237194	0.0668303	0.461073	0.655328	1.06641	1.474	0.28475	0.45274	1.86948	2.13475	0.601473	0.3239955
1160	119.3854	107.2737	12.11168	0.713913	0.608859	0.434498	0.725978	0.921796	0.773259	0.000672988	0.916104	0.683565	0.22382	0.53325	0.789463	0.540166	0.340693	0.698246	0.126798	0.340378	0.666717	0.42958	-0.00882458	0.600055	0.234694	0.29404	-0.0661456	-0.0918106	0.17539	0.731016	0.632606	0.267051	0.725198	0.786768	0.0765395	0.946182	-0.223068	0.847161	0.0431976	0.0485346	0.0716217	0.123429	0.151643	0.0316911	0.0503874	0.186682	0.269071	0.0669405	0.436811	0.644595	1.11086	1.36478	0.28522	0.453486	1.68014	2.42164	0.602465	0.3258025
1170	126.4539	114.3859	12.06799	0.712154	0.600057	0.392366	0.692216	0.911369	0.770848	0.0560585	0.904494	0.617087	0.269618	0.576179	0.789961	0.542025	0.370164	0.671971	0.142503	0.33764	0.694671	0.392898	0.0196905	0.645724	0.269752	0.306979	-0.0548796	-0.0715497	0.185993	0.735889	0.630003	0.245688	0.740518	0.782416	0.0630005	0.929664	-0.218251	0.832259	0.013577	0.049964	0.0737311	0.097862	0.158088	0.0326245	0.0518714	0.19218	0.276995	0.0666838	0.449676	0.66358	0.880758	1.42279	0.29362	0.466843	1.72962	2.49296	0.600154	0.3403524
1180	127.6471	115.5239	12.12323	0.697667	0.586607	0.394982	0.701421	0.909149	0.770807	0.0445689	0.913646	0.644568	0.292028	0.597865	0.798489	0.527231	0.35519	0.66793	0.164018	0.351496	0.681175	0.411923	-0.0306127	0.647398	0.252606	0.315083	-0.0350703	-0.0579007	0.181813	0.738599	0.597478	0.252201	0.732699	0.779855	0.0639515	0.938485	-0.217614	0.832657	0.0198185	0.0471407	0.072703	0.0969199	0.149155	0.0337019	0.0512466	0.203295	0.280969	0.0648689	0.424266	0.654327	0.872279	1.34239	0.303317	0.46122	1.82966	2.52872	0.58382	0.3220594
1190	123.0651	110.9419	12.12323	0.707095	0.619611	0.420308	0.727972	0.866423	0.757891	0.0620494	0.897767	0.646481	0.283184	0.610857	0.788746	0.528547	0.321035	0.675704	0.17878	0.461887	0.678862	0.477078	-0.00922411	0.619036	0.423116	0.334126	-0.0361269	-0.0949589	0.205152	0.736476	0.60849	0.209667	0.725446	0.783005	0.0531334	0.931117	-0.193902	0.847783	0.0516266	0.0499023	0.0767037	0.0863288	0.157893	0.0340491	0.0561992	0.215205	0.255051	0.0686691	0.449121	0.690334	0.776959	1.42103	0.306442	0.505792	1.93684	2.29546	0.618022	0.3220594
1200	119.4849	107.2825	12.20247	0.730427	0.633309	0.445714	0.728697	0.869045	0.760786	0.070214	0.877715	0.692008	0.332913	0.601496	0.766081	0.520723	0.316417	0.627994	0.179997	0.436929	0.740884	0.469261	0.0390445	0.624123	0.433322	0.337461	-0.0284245	-0.110669	0.180721	0.72703	0.598005	0.103176	0.697873	0.799224	0.0548063	0.926199	-0.156141	0.860146	0.0682592	0.0542093	0.0809134	0.0988768	0.159772	0.0359177	0.0592835	0.201808	0.236781	0.0724378	0.487884	0.72822	0.889891	1.43795	0.32326	0.533551	1.81628	2.13103	0.65194	0.2975266
1210	115.0141	102.8989	12.11516	0.7195	0.652991	0.436311	0.698781	0.899959	0.745992	0.0867985	0.866186	0.668399	0.335338	0.613954	0.754974	0.520327	0.339861	0.632109	0.167026	0.444325	0.68238	0.436674	0.0941195	0.634795	0.375164	0.319323	-0.0158597	-0.11179	0.173674	0.785974	0.617837	0.093909	0.714736	0.820531	0.0730368	0.932735	-0.153761	0.877566	-0.0280863	0.0480584	0.0807087	0.093935	0.157402	0.0321149	0.0625246	0.216996	0.231862	0.0763981	0.432525	0.726379	0.845415	1.41662	0.289034	0.562721	1.95296	2.08676	0.687583	0.3246707
1220	123.716	111.6033	12.11273	0.724766	0.652986	0.437164	0.696083	0.897159	0.73985	0.0772377	0.892782	0.709782	0.369446	0.598508	0.773301	0.502721	0.304927	0.642943	0.167917	0.436185	0.685884	0.436407	0.0981157	0.64864	0.344785	0.304233	-0.0363689	-0.113929	0.183524	0.766199	0.612631	0.106788	0.748485	0.817387	0.0704103	0.936084	-0.15964	0.869168	-0.0160559	0.0535857	0.0799494	0.097557	0.135976	0.0350631	0.0619364	0.214954	0.245298	0.0756793	0.482271	0.719545	0.878013	1.22379	0.315568	0.557427	1.93459	2.20768	0.681114	0.3254596
1230	127.33	115.1474	12.1826	0.710445	0.629217	0.440739	0.698401	0.884412	0.732969	0.0473491	0.901791	0.675236	0.368351	0.588226	0.773861	0.51049	0.318681	0.658344	0.161269	0.515055	0.69335	0.463522	0.0417301	0.660362	0.324328	0.306221	-0.0517566	-0.129974	0.20277	0.787363	0.592007	0.210358	0.743601	0.807323	0.0522413	0.941671	-0.15296	0.852796	-0.0147134	0.0504443	0.0752207	0.0917868	0.17082	0.0294091	0.057353	0.20224	0.252829	0.0698965	0.453999	0.676986	0.826081	1.53738	0.264682	0.516177	1.82016	2.27546	0.629068	0.3034977
1240	127.821	115.7614	12.05955	0.703795	0.633956	0.460314	0.726213	0.89858	0.732203	0.0852285	0.894319	0.664478	0.348092	0.600489	0.780062	0.484994	0.34081	0.630913	0.183227	0.496123	0.697724	0.429989	0.0632845	0.653212	0.322601	0.301713	-0.0811611	-0.122552	0.192338	0.764305	0.576653	0.195469	0.751879	0.8215	0.0410144	0.944163	-0.145978	0.863306	-0.0111087	0.050979	0.0756088	0.0922604	0.166267	0.0295609	0.057649	0.203284	0.254134	0.0702572	0.458811	0.680479	0.830344	1.4964	0.266048	0.518841	1.82956	2.2872	0.632314	0.3432367
1250	125.1315	113.0667	12.06473	0.719676	0.653745	0.460555	0.714089	0.868966	0.703317	0.0910843	0.891247	0.737936	0.274472	0.571907	0.776593	0.498399	0.287816	0.637996	0.164358	0.417971	0.722969	0.448002	0.0780943	0.644183	0.318322	0.267971	-0.0764428	-0.0897648	0.184993	0.756567	0.587456	0.211856	0.761081	0.793476	0.034378	0.94196	-0.18313	0.839891	0.0454538	0.0485408	0.0820926	0.121167	0.158315	0.0343825	0.0548918	0.191734	0.241979	0.066897	0.436867	0.738834	1.09051	1.42484	0.309443	0.494026	1.7256	2.17781	0.602073	0.3414649
1260	118.8055	106.6002	12.20526	0.715016	0.662295	0.4313	0.707319	0.872859	0.72017	0.146887	0.87459	0.743378	0.250523	0.566385	0.765712	0.494577	0.301316	0.639038	0.158216	0.551334	0.711178	0.445353	0.0714807	0.627575	0.314366	0.266983	-0.0637982	-0.107994	0.185497	0.719843	0.577247	0.200532	0.73261	0.791162	0.00794135	0.931818	-0.168059	0.840459	0.0262747	0.048699	0.0671158	0.131202	0.16578	0.0340936	0.0546699	0.190959	0.245125	0.0623563	0.438291	0.604042	1.18081	1.49202	0.306842	0.492029	1.71863	2.20612	0.561207	0.2966959
1270	110.367	98.2466	12.12039	0.713142	0.638402	0.420967	0.68152	0.872258	0.696472	0.18837	0.888245	0.78248	0.250217	0.567766	0.784719	0.501436	0.285747	0.626938	0.125893	0.51396	0.707493	0.456434	0.103137	0.589177	0.319708	0.283761	-0.0579021	-0.107686	0.20037	0.715463	0.637381	0.134594	0.749036	0.805599	0.00675454	0.918101	-0.155389	0.853163	0.00721302	0.0485467	0.066906	0.13736	0.165262	0.033987	0.054499	0.183892	0.244359	0.0651887	0.436921	0.602154	1.23624	1.48736	0.305883	0.490491	1.65503	2.19923	0.586698	0.3229766
1280	112.5419	100.377	12.16485	0.713446	0.574733	0.436027	0.696919	0.872377	0.697863	0.152827	0.882163	0.749905	0.242003	0.551829	0.757628	0.5174	0.285001	0.634146	0.0267748	0.506717	0.714061	0.444904	0.102598	0.562194	0.236483	0.259555	-0.0469772	-0.0849131	0.222328	0.716475	0.610149	0.139895	0.732975	0.805422	0.0405797	0.911012	-0.163508	0.844859	0.0151895	0.0470231	0.0650457	0.133541	0.160667	0.0334543	0.05513	0.178779	0.269582	0.0567783	0.423208	0.585411	1.20187	1.446	0.301088	0.49617	1.60901	2.42624	0.511005	0.3089319
1290	119.1443	106.9214	12.22289	0.725689	0.58457	0.452421	0.699426	0.849907	0.676991	0.166521	0.885473	0.757719	0.260578	0.514706	0.780597	0.51884	0.306321	0.665511	0.0062061	0.485647	0.690502	0.421913	0.10309	0.585232	0.343622	0.256668	-0.0290646	-0.133915	0.213926	0.713024	0.552257	0.163383	0.72857	0.813024	0.0488279	0.928079	-0.161615	0.83972	0.079972	0.0454946	0.0788901	0.141232	0.184796	0.0265354	0.0566584	0.177692	0.228654	0.0600483	0.409451	0.710011	1.27108	1.66316	0.238819	0.509925	1.59923	2.05788	0.540435	0.2915117
